Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,GF,Tot
"Abbott, Paul",,,,,,,,,,,,,-,1,,,,,,,,,,,,1.0
"Allender, Stephen",-,,,,,,,1,,,,,,,,,,,,,,,,,,1.0
"Ayres, Gary",2,3,-,-,-,,1,2,1,3,4,3,-,2,1,-,1,-,-,,,2,,1,1,27.0
"Bennett, James",,,,,,,,,,,,,,,-,,,,,,,,,,,
"Brereton, Dermott",4,2,3,2,-,2,2,2,2,5,2,6,3,3,6,1,2,-,4,-,4,-,2,-,5,62.0
"Buckenara, Gary",,,,,,,,,,,,,,,,,,,,,,2,,,,2.0
"Byrne, Michael",2,1,-,2,1,3,1,3,-,4,2,-,3,-,2,2,2,1,3,1,3,2,-,2,3,43.0
"Curran, Peter",,3,2,2,2,1,1,2,3,1,,-,-,-,1,3,1,1,1,1,-,2,-,1,1,29.0
"DiPierdomenico, Robert",1,3,1,2,4,2,6,3,1,6,7,7,2,4,,2,2,3,3,3,2,2,2,3,3,74.0
"Eade, Rodney",1,2,1,-,,-,-,-,-,2,3,-,1,1,1,1,2,1,2,1,,,-,-,-,19.0
"Fowler, Grant",,,,,,3,,,,,,,,,,,,,,,,,,,,3.0
"Greene, Russell",4,3,-,-,-,1,-,1,2,-,-,1,1,2,2,1,3,1,1,-,2,2,-,-,3,30.0
"Judge, Ken",2,4,1,2,2,5,2,1,1,5,5,3,1,-,4,-,,3,-,1,3,-,1,1,1,48.0
"Kennedy, John",4,3,-,1,4,2,3,5,5,1,3,2,3,3,2,1,2,2,3,3,-,,,,,52.0
"Knights, Peter",4,2,,2,,,,,1,,,,,,,,,,,,,,,,,9.0
"Langford, Chris",2,2,3,4,-,,,1,2,3,2,-,3,3,1,3,1,4,1,1,1,2,1,-,,40.0
"Lester-Smith, Rod",,,-,2,,-,,,,,,,,,3,-,1,-,1,2,1,1,-,1,3,15.0
"Loveridge, Richard",,,,,,,,,,,,,1,1,-,2,2,2,-,2,1,2,1,-,-,14.0
"Matthews, Leigh",3,1,4,2,3,-,1,3,4,2,-,3,2,1,1,1,1,2,2,1,,4,4,1,1,47.0
"McCarthy, Michael",1,3,1,4,2,1,1,,,1,1,1,3,1,5,2,3,3,-,2,1,3,1,2,1,43.0
"McGrath, Shane",,,,,,,,,,,,,,,,,,,,,2,,,,,2.0
"Mew, Chris",-,2,2,1,-,,2,1,-,1,2,1,4,-,-,-,3,-,,-,-,1,5,-,1,26.0
"Moore, Kelvin",,,,,3,-,,,-,-,,2,,,,,,,1,,1,1,,,,8.0
"Morris, Russell",2,,,,-,-,5,1,-,-,1,2,1,-,-,-,,1,1,2,1,-,4,,,21.0
"Morrissey, James",,,,,,,,,,,,,,,,,,,-,,,,,,,
"OHalloran, David",2,4,4,-,,-,1,2,3,1,,,,,,,2,2,-,1,,,1,1,-,24.0
"Paton, Ian",,-,,,4,,,,,,-,,,,,,,,,4,2,3,-,,3,16.0
"Polkinghorne, David",,-,-,-,-,-,-,,,,2,-,-,1,,,-,,,,,,-,,,3.0
"Robertson, Colin",4,,1,3,2,-,2,1,4,1,-,1,1,2,1,1,-,1,,-,4,1,1,1,3,35.0
"Russo, Peter",,,,,,,2,2,-,1,-,,,,2,4,-,3,2,2,-,,,2,3,23.0
"Schwab, Peter",2,2,-,4,2,1,1,-,1,3,2,2,1,1,1,-,5,1,3,3,1,-,1,1,1,39.0
"Shields, Russell",,,,,,,,,,,1,,,,,,,,,,,,,,,1.0
"Tuck, Michael",3,1,1,1,1,1,2,-,2,2,3,-,1,1,4,1,,,,,,1,1,-,2,28.0
"Wallace, Terry",-,1,-,,4,1,3,-,,,,2,,,,,4,,,,3,,,2,3,23.0
Totals,43,42,24,34,34,23,36,31,32,42,40,36,31,27,37,25,37,31,28,30,32,31,25,19,38,808.0
Opponent,SY,ES,ME,SK,FO,RI,FI,CA,NM,GE,CW,ES,ME,SK,FO,RI,FI,CA,NM,SY,CW,GE,CA,ES,ES,
