Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R12,R13,R14,R15,R16,Tot
"Archibald, George",-,-,-,,-,,,-,-,-,1,-,-,1,1,3.0
"Beames, Percy",2,2,-,-,2,1,-,-,-,,-,-,1,-,-,8.0
"Bradley, Colin",,,,,,-,-,-,-,-,-,-,,-,-,
"Cordner, Denis",,,,,2,,,,,,,,,,,2.0
"Cordner, Don",-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,2.0
"Cordner, Ted",-,-,,-,-,,-,-,,-,-,-,,-,-,
"Dalton, Johnny",,,,,,-,2,,,,,,,,,2.0
"Dean, Harden",,,,-,,,,,,,,,,,,
"Deans, Billy",1,1,-,1,-,2,,,-,-,-,-,-,-,1,6.0
"Deayton, Frank",,,,-,,,-,,1,1,-,,-,-,,2.0
"Doherty, Jack",,,,,,-,,-,-,-,,,-,-,-,
"Dowsing, Roy",-,1,-,-,2,-,1,-,1,-,-,-,-,-,-,5.0
"Dullard, Adrian",4,2,3,1,2,2,1,3,,,,,,,,18.0
"Emselle, Richie",-,-,-,,,,,,,-,,,,,,
"Fanning, Fred",-,1,3,2,5,1,8,3,3,5,11,6,4,3,7,62.0
"Ferguson, Tom",-,1,1,2,-,,,,1,,-,,1,,1,7.0
"Gibb, Maurie",-,-,-,-,2,-,,2,1,3,-,-,1,-,,9.0
"Hart, Ernie",,,,,-,,,,,,,,,,,
"Herbert, Bob",,1,-,-,-,1,-,3,5,3,4,2,-,3,3,25.0
"Hewson, Don",-,-,,-,-,-,,,-,-,-,-,,,,
"Heywood, Doug",,,,,,,,1,2,1,2,1,,,,7.0
"Hobba, Ron",-,-,-,-,,-,-,-,,,,,-,,,
"Hooper, Don",,,,,,,,,,,3,-,-,,,3.0
"Irwin, Ron",,,,,,,,,,,,-,,,,
"Levey, Ken",,,,,-,-,-,-,-,,-,-,-,-,-,
"Marshall, Ron",,,,,,,,,,,,-,-,,,
"Martin, Bryan",,,,,,,-,-,,,,,,,,
"Matthews, Norm",-,,-,,,,,,,,,,,,,
"McPherson, Hughie",-,-,2,2,-,1,-,1,1,-,1,-,-,-,-,8.0
"Minnis, Jack",,,,,,-,1,-,1,-,1,-,-,2,-,5.0
"Molloy, Keith",-,-,-,-,,,,,,,,,,,,
"Mueller, Jack",4,,,,,,,,,,,,,,,4.0
"Newman, Charlie",,,,,,,,,-,-,,,-,-,,
"Rodda, Alby",,,-,1,1,,,,,,,,,,,2.0
"Scanlan, Bill",,,,,,,,,,,,,,,2,2.0
"Scanlan, Frank",,,,,-,-,-,,,,,,,,-,
"Shadbolt, Ken",,,,,,,,,,,,,,-,-,
"Shalless, Ralph",,,,,,,,,,,,,-,3,-,3.0
"Smith, Norm",3,6,1,-,,,-,-,-,-,-,-,,-,1,11.0
"Stone, Bob",,-,-,,,,,,,,,,,,,
"Walsh, Darcy",-,-,-,-,-,-,-,,,-,,,,,,
"White, Ron",,,,,,-,-,-,,,,,,,,
Totals,14,15,10,10,17,8,13,13,16,13,23,9,7,12,16,196.0
Opponent,FI,SM,HW,NM,RI,FO,CA,CW,SK,ES,FO,SM,FI,RI,CW,
