Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Anthony, John",-,1,-,2,-,-,,1,1,2,1,1,1,-,-,-,2,4,1,-,2,1,1,-,1,22.0
"Barham, Jaxson",,,,2,2,3,-,,,,,,,,,,1,2,,,,,,,,10.0
"Beams, Dayne",,-,-,-,1,-,,-,,,,,3,-,-,-,1,-,-,-,1,-,1,,-,7.0
"Brown, Leigh",,1,1,1,-,1,1,2,-,1,3,2,3,1,2,1,1,1,1,-,-,,-,-,1,24.0
"Brown, Nathan",-,3,1,-,1,1,1,1,1,1,-,,-,1,,1,,,,,,,,,,12.0
"Bryan, Chris",2,,,,,,,,,,,,,,,,,,,,,,,,,2.0
"Clarke, Martin",1,1,-,1,1,1,2,1,1,1,1,-,,,,,,,,,,,,,,11.0
"Cloke, Travis",1,2,-,-,3,2,-,,,,-,-,-,-,-,1,1,-,2,-,3,1,-,2,1,19.0
"Cook, Ryan",,,,,,,,-,3,,,,,,,,,,,,,,,,,3.0
"Corrie, Anthony",,,,,,-,-,-,,,,,,,,,,,,,,,,,,
"Cox, Shannon",-,2,1,-,-,,,-,-,1,-,1,-,,,,,,,,,,,,,5.0
"Davis, Leon",2,2,1,1,1,-,,2,-,1,2,1,,2,-,-,-,1,1,2,-,1,1,1,-,22.0
"Dawes, Chris",,,,,,,,,,,,,1,,,,1,,-,1,,,,,,3.0
"Dick, Brad",,-,1,,,,,,1,3,1,-,2,2,1,-,,,-,-,-,-,,-,-,11.0
"Didak, Alan",-,-,1,1,,,,,,2,-,-,-,-,1,2,-,-,-,2,1,1,2,-,-,13.0
"Fraser, Josh",-,3,-,3,-,1,1,,2,2,2,1,1,-,1,,,,,,1,1,1,,,20.0
"Goldsack, Tyson",1,,,-,-,,,,1,,,,2,-,1,,,-,-,,,-,,2,1,8.0
"Johnson, Ben",1,1,1,,,,,,,,,,,,-,-,3,-,1,1,3,-,-,-,-,11.0
"Lockyer, Tarkyn",-,2,-,1,1,2,-,2,2,1,2,1,-,-,-,1,-,3,1,1,1,-,1,1,1,24.0
"Lumumba, Heritier",2,-,2,1,-,-,-,-,1,1,1,1,-,2,1,-,2,-,1,3,-,-,1,-,1,20.0
"Macaffer, Brent",,,,,-,-,-,,,,,,,,,,,,,,,,,1,1,2.0
"Maxwell, Nick",1,-,-,,,-,2,-,-,1,1,1,-,-,-,-,-,-,1,1,-,-,-,2,2,12.0
"McCarthy, John",,,,,,,,,,,,,,,,,,,,,,1,-,,,1.0
"Medhurst, Paul",1,1,1,-,1,-,,,,,,,-,3,2,-,1,-,1,1,-,-,-,-,,12.0
"OBree, Shane",1,-,-,2,-,1,-,1,1,-,1,-,2,1,1,1,2,1,2,-,1,1,4,1,-,24.0
"Pendlebury, Scott",-,2,1,2,-,1,-,1,-,1,-,-,,-,1,3,-,-,1,1,1,,1,,,16.0
"Prestigiacomo, Simon",-,1,-,-,1,2,1,-,1,-,1,-,1,-,2,1,-,-,1,-,-,-,3,1,-,16.0
"Reid, Ben",-,,,,,,,1,,,,,,,,,,,,,,,,,,1.0
"Rocca, Anthony",,,,1,1,,-,,,,,,,,,,,,,,,,1,,,3.0
"Shaw, Heath",,1,3,,,,1,3,1,1,1,-,-,-,-,1,-,-,-,1,-,2,2,1,-,18.0
"Sidebottom, Steele",,,,,,,1,-,1,-,1,1,,,,,-,-,,,,,-,1,1,6.0
"Stanley, Danny",,,,,,,5,,,,,,,,,,,,,,,,,,,5.0
"Swan, Dane",2,-,1,-,-,1,1,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,2,-,1,10.0
"Thomas, Dale",2,,-,1,-,1,-,,,-,-,-,-,1,-,1,1,-,-,-,-,1,-,-,1,9.0
"Toovey, Alan",1,-,,-,2,-,1,1,-,-,-,1,-,1,-,-,2,-,-,-,1,-,-,-,-,10.0
"Wellingham, Sharrod",,,,,,-,1,1,1,-,-,1,-,1,4,1,,,,1,-,-,,1,-,12.0
"Wood, Cameron",,,,,,,,2,1,-,,1,,,,3,2,-,-,1,1,-,,1,-,12.0
Totals,18,23,15,19,15,17,18,19,19,19,18,14,16,15,17,17,20,12,14,17,16,10,21,15,12,416.0
Opponent,AD,ME,GE,BL,ES,NM,SK,CA,WC,PA,ME,SY,FR,ES,WB,HW,CA,BL,AD,RI,SY,WB,SK,AD,GE,
