Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SF,PF,GF,Tot
"Armstrong, Bert",-,-,-,-,-,-,-,,,,,,,,,,,,,,,
"Armstrong, Lou",4,1,1,1,,,1,,-,1,-,-,-,-,2,2,-,1,-,-,-,14.0
"Baring, Fred",-,-,,-,2,1,-,1,1,-,-,-,-,,1,-,-,-,1,3,1,11.0
"Belcher, Allan",-,-,-,-,-,-,-,-,-,1,-,2,,,-,-,-,-,-,-,-,3.0
"Bickford, Edric",,,,,,,,,,,,,,,,,-,,,,,
"Blencowe, Jack",,,,,,,,,,,,,,,,,,-,,,,
"Bowe, Len",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Busbridge, Bill",,-,-,-,-,1,-,-,-,-,-,-,,,,,,,,,,1.0
"Caine, Frank",,,1,,-,4,1,1,3,3,,,,,,,1,-,2,-,1,17.0
"Cameron, Ernie",-,2,2,1,2,-,3,-,-,3,-,-,-,-,2,-,2,1,1,-,,19.0
"Chalmers, Wally",,,-,-,-,-,-,1,,,,-,-,-,-,-,-,-,-,-,-,1.0
"Godfrey, Bruce",,-,,,,,,,,,,,,,,,,,,,,
"Griffith, Billy",,,,,,,,,,,,,-,-,-,-,-,,,,-,
"Hanley, Dan",-,1,-,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,4.0
"Harvey, Billy",,,,,1,-,,,-,-,,-,-,-,-,,1,,,,,2.0
"Hazel, Ern",,,,,,,,-,,,,,,,,,,,,,,
"Kirby, Jack",5,1,2,4,2,2,5,-,1,2,2,2,5,1,2,1,-,-,3,2,1,43.0
"Kirkwood, Fred",-,-,-,,-,,,1,,-,-,-,1,1,-,-,-,-,-,-,-,3.0
"Kyme, Bill",,,,,,,,,,,,,,-,1,1,,,,,,2.0
"Martin, Jim",4,1,1,-,-,1,3,-,-,1,-,,-,1,1,,,-,,,-,13.0
"McDonald, Ted",-,,,,,,,,,,,,,,,,-,,,,,
"McLeod, George",-,1,-,-,,-,-,-,-,-,-,-,-,-,,1,,-,-,-,-,2.0
"Monteith, Dick",,,,-,-,,,,,,,,,,,,,,,,,
"OBrien, Jack",,,,,,,,,,,1,-,-,-,-,-,-,-,-,-,-,1.0
"OShea, Fred",-,-,,,-,-,-,-,1,-,-,-,-,,-,-,-,,-,1,,2.0
"Ogden, Percy",-,1,-,-,-,1,1,1,-,3,2,-,1,-,,,,,-,-,1,11.0
"Sewart, Bill",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,1,-,-,-,2.0
"Shea, Paddy",3,2,,2,,,,,,2,-,-,-,-,-,2,1,1,-,1,-,14.0
"Walker, Bill",-,,1,-,,3,1,1,2,,1,-,-,1,1,2,2,3,-,-,1,19.0
"White, Les",-,-,-,,-,-,-,-,-,-,-,,,,,-,,-,-,-,-,
"Worle, Len",,,-,-,,,,,-,,,,,-,,,,,,,,
Totals,17,10,8,9,7,13,16,6,8,16,6,4,7,5,10,9,7,7,7,7,5,184.0
Opponent,UN,CW,CA,SM,GE,RI,ME,SK,FI,UN,CW,CA,SM,GE,RI,ME,SK,FI,SM,CA,SM,
