Player,R1,R2,R3,R4,R5,R6,R7,R8,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,Tot
"Bennett, Darren",-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,,,-,-,2.0
"Beveridge, Luke",,3,4,1,3,1,1,-,-,-,-,-,,-,,1,-,-,3,1,-,2,1,2,23.0
"Bryce, Paul",,,-,1,-,,,,,-,,,,1,-,-,-,1,-,-,-,,,4,7.0
"Campbell, Tony",-,-,-,-,-,-,,1,,,,1,,,,,,,,,,,,,2.0
"Clark, Steven",-,2,1,1,2,2,1,1,1,-,1,2,-,,,,5,-,2,-,1,,,,22.0
"Cuthbertson, Darren",,2,3,7,-,1,1,2,1,2,-,,1,2,-,,,-,,,,,2,-,24.0
"Dyson, Kevin",,,-,-,1,1,-,2,2,1,2,1,3,1,1,1,1,3,-,2,-,1,1,3,27.0
"Egan, Phil",-,,,,,,,,,,,,,,,,,,,,,,,,
"Eishold, Simon",,-,1,7,,,,,,,,,1,2,2,3,1,1,1,1,-,1,3,-,24.0
"Febey, Steven",1,3,2,2,1,2,1,3,1,,,,,,1,5,-,4,3,1,-,1,2,2,35.0
"Flintoff, David",1,,,,,,,,,,,,3,1,-,,,,,,,,,,5.0
"Ford, Andrew",,,,,,3,3,2,1,,,,,,,,,,,,,,,,9.0
"Francis, Fabian",,,,,,,,,,,,,,,,2,,,,,,,,,2.0
"Grinter, Rod",3,,,,-,-,1,3,2,-,1,1,-,,,,1,,1,4,-,,1,2,20.0
"Healy, Greg",-,-,-,,,,,,,,,,,,,,,,,,,,,,
"Heaver, Brent",,,,,,,,,,,,,,,1,-,,,,,,-,,,1.0
"Howat, John",,,,,,,,,,1,1,,,,-,-,,,,,,,,,2.0
"Jackson, Ricky",-,,,-,-,,1,1,-,3,-,-,-,,,,,,,,,,,,5.0
"Jakovich, Allen",-,,,,,,,,-,,,,-,2,-,-,-,-,-,-,-,-,1,-,3.0
"Keogh, Rod",,,,,-,1,1,1,3,,,,,,,,,,,,,,,,6.0
"Lovell, Andy",,,,,2,,,,,3,-,,,,,,,,,,,,4,1,10.0
"Lovett, Brett",-,1,-,2,6,2,3,2,4,3,1,4,2,1,4,-,3,1,2,1,2,-,3,1,48.0
"Lovett, Glenn",1,3,1,4,1,2,,2,,4,1,4,2,1,,,,,,,,,,,26.0
"Lyon, Garry",1,1,,-,,1,2,5,1,,3,,3,3,,,1,2,-,2,2,4,2,6,39.0
"ODwyer, Steven",-,1,-,-,,,-,1,-,1,,-,,,,,,,,,-,-,,,3.0
"Obst, Andrew",,,,,,,,,,3,2,1,1,-,1,1,-,2,6,1,4,2,1,1,26.0
"Owen, Rod",1,2,1,-,-,-,2,1,-,,,,,,,,,,,,,,,,7.0
"Rohde, Peter",,,,,-,-,1,-,-,1,-,3,-,1,-,1,3,-,-,1,1,1,4,2,19.0
"Schwarz, David",-,-,,,,,,,,1,-,-,,,,,,,,,,-,,,1.0
"Spalding, Earl",-,1,1,-,1,1,-,,3,,2,1,1,1,-,1,-,-,1,1,-,2,1,2,20.0
"Spencer, Trevor",,,,,,1,,,,,,,,,,,,,,,,,,,1.0
"Stretch, Steven",,-,-,1,1,-,1,,,,-,1,,3,2,8,-,1,1,3,1,-,1,2,26.0
"Stynes, Jim",1,2,1,-,-,-,-,-,-,1,1,-,1,-,-,-,1,-,1,1,-,-,-,1,11.0
"Tingay, Stephen",,,,,,,,,,-,-,2,4,1,1,-,-,1,2,2,-,3,2,-,18.0
"Viney, Jay",,,,,,,,,,,,2,-,-,-,1,-,-,1,2,1,1,,,8.0
"Viney, Todd",-,-,2,1,2,1,-,2,1,1,2,4,-,2,1,6,1,2,-,1,1,1,4,1,36.0
"Wight, Sean",2,-,-,1,,,1,1,2,-,,,,,,,,,,,,1,2,,10.0
"Yeats, Graeme",,2,1,,,,,,,,,2,1,-,-,4,1,1,3,1,2,1,1,-,20.0
Totals,11,23,18,28,20,19,20,30,22,25,17,30,23,22,14,34,18,20,27,25,15,21,36,30,548.0
Opponent,WC,FI,SK,CA,NM,CW,BB,FO,AD,ES,RI,GE,HW,SY,WC,FI,SK,CA,NM,CW,BB,FO,ES,WC,
