Player,R1,R2,R3,R4,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,R18,R19,R20,R21,R22,R23,R24,QF,SF,PF,Tot
"Brown, Mitch",3,9,3,10,,,,,,,,,,,,,,6,8,,,,,,,39.0
"Butler, Sam",,,8,16,17,10,11,10,,,12,11,14,,,,,,,,,14,12,10,15,160.0
"Cox, Dean",14,13,16,7,15,11,12,11,13,15,8,7,12,8,14,13,19,4,10,9,7,11,8,10,3,270.0
"Dalziell, Bradd",,,,3,,,,,,,,,,,,,,,,,,,,,,3.0
"Darling, Jack",4,7,7,11,9,7,11,9,8,9,6,6,7,5,5,7,9,6,8,,,7,2,9,6,165.0
"Ebert, Brad",15,8,3,6,14,6,11,5,4,,4,7,7,14,10,9,8,15,8,3,6,7,6,,,176.0
"Embley, Andrew",14,21,10,18,12,13,,13,12,9,18,14,8,20,5,12,11,8,15,12,6,23,11,14,13,312.0
"Gaff, Andrew",9,7,9,11,4,,5,,,,,,,,14,9,17,13,17,6,17,5,13,7,9,172.0
"Glass, Darren",2,3,4,5,8,6,2,1,6,11,7,4,8,7,8,7,4,6,,2,7,7,3,3,1,122.0
"Hams, Ashton",7,,,,,,,,,,,,,,,,,,5,7,6,,,,,25.0
"Hurn, Shannon",9,14,9,13,15,13,11,20,12,25,18,17,6,17,7,12,16,7,15,17,12,16,14,14,14,343.0
"Kennedy, Josh",8,11,8,10,8,10,9,20,5,9,11,7,10,8,9,12,,,6,15,6,4,9,8,5,208.0
"Kerr, Daniel",,10,4,10,14,11,,6,12,,12,10,8,16,,,,9,7,10,,,,18,17,174.0
"LeCras, Mark",5,,,,9,6,14,18,9,15,15,17,7,8,12,18,10,12,10,13,10,10,8,6,5,237.0
"Lycett, Scott",,,,,,,,,,,,,,,,,4,,,,,,,,,4.0
"Lynch, Quinten",14,5,9,10,8,9,15,16,10,11,10,9,18,,7,8,8,16,14,10,19,15,10,6,5,262.0
"Mackenzie, Eric",,,6,6,8,,,,,,,,9,2,3,9,5,,1,5,4,7,7,6,1,79.0
"Masten, Chris",2,,,,,,7,8,2,10,3,,,,,,,5,,2,16,13,10,7,6,91.0
"McGinnity, Patrick",,4,11,,6,,8,2,8,7,3,6,,6,,2,2,6,11,,12,6,3,3,3,109.0
"Naitanui, Nic",,5,7,2,6,7,4,4,4,6,4,6,4,7,6,4,,8,3,4,6,5,9,2,7,120.0
"Nicoski, Mark",14,5,11,9,8,11,10,3,8,13,11,7,5,14,11,4,13,9,8,4,7,12,6,9,2,214.0
"Priddis, Matt",13,9,6,13,9,8,12,8,12,13,9,16,11,12,10,4,12,7,8,13,24,13,12,11,11,276.0
"Rosa, Matt",12,14,11,13,16,10,16,14,9,17,17,15,4,8,18,12,17,10,,,,,,,,233.0
"Schofield, Will",6,6,7,3,,7,5,6,9,11,2,7,7,10,12,8,4,10,8,6,4,,3,7,6,154.0
"Selwood, Adam",4,4,12,5,10,8,9,12,14,9,18,8,9,11,15,10,7,8,11,11,9,14,7,14,6,245.0
"Selwood, Scott",8,5,8,11,12,8,12,9,9,8,9,9,6,5,5,11,10,7,7,11,10,13,12,9,6,220.0
"Sheppard, Brad",7,8,,,,9,8,,9,7,,,,,,,,,,,,,,,,48.0
"Shuey, Luke",12,17,6,9,15,7,8,17,10,9,16,14,10,7,17,19,8,20,11,16,16,22,10,11,16,323.0
"Smith, Ashley",,,,,13,8,13,6,9,13,13,7,18,8,3,11,9,8,9,11,2,3,,,,164.0
"Stevens, Koby",,,,,,,,,,,,,,3,2,,,,,,,,,,,5.0
"Strijk, Andrew",,,,,,,,,,2,,,,,,,,,,,,,,,,2.0
"Swift, Tom",,,,,,,,,,6,,11,9,8,,,12,,,,,,,,,46.0
"Waters, Beau",15,13,,,,,,,,,,,,,12,16,6,,,5,11,11,10,5,25,129.0
"Weedon, Gerrick",,,,,,2,,,,,,,,,,,,,,,,,,,,2.0
Totals,197,198,175,201,236,187,213,218,194,235,226,215,197,204,205,217,211,200,200,192,217,238,185,189,182,5132.0
Opponent,NM,PA,SY,HW,ME,ES,FR,WB,CW,GC,AD,PA,CA,GE,SK,FR,WB,RI,ME,ES,BL,AD,CW,CA,GE,
