Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,PF,Tot
"Abernethy, Bruce",1,1,-,-,1,1,2,1,2,3,,3,4,2,4,4,5,4,1,,,,-,1,3,43.0
"Allan, Graeme",4,1,2,-,,-,3,3,3,2,2,1,-,,,-,,,-,5,-,,,,,26.0
"Andrews, Ron",,,6,,,,,,,,,2,,,,,,,,,,1,2,5,2,18.0
"Banks, Denis",-,5,,,,,,2,2,1,3,1,3,3,2,3,1,1,2,4,1,2,1,2,2,41.0
"Barham, Ricky",1,2,3,2,-,3,3,,2,1,2,1,,2,-,,,,1,1,2,3,-,,1,30.0
"Beers, Mark",2,2,2,6,1,2,-,1,,,,,,,,,,,,3,-,,,,,19.0
"Browne, Murray",,1,,-,2,-,2,-,-,1,-,1,1,1,1,1,1,-,,-,,,,1,-,13.0
"Cloke, David",2,1,-,3,3,1,3,2,5,2,,4,2,4,1,2,5,4,1,3,1,2,3,,,54.0
"Daicos, Peter",1,3,,,2,-,2,2,,,1,3,-,2,1,1,1,,2,2,2,,1,-,1,27.0
"Eade, Allen",,,,,,,,,,,,,2,1,,,-,,,,,,,,,3.0
"Erwin, Michael",,,,,,,,,,,,,,,,,,1,,,,,,,,1.0
"Fellowes, Wes",2,2,1,,,,,,,,,,,,,,7,2,4,2,-,-,3,1,1,25.0
"Keenan, Tony",,,,,,,,,,,-,,,,,,,,,,,,,,,
"Kelly, Tony",,,,,,,,,,,-,3,1,1,,,,,,,,,,,,5.0
"Knight, Scott",,,,,,,,,-,1,2,3,-,,,,,,,,,,,,,6.0
"Lawson, Mark",,,,,,,,,,,1,,,,,,,,,,,,,,,1.0
"Lovell, Noel",,,,,,,,,,,,,-,,,,,,,,,,,,,
"McAllester, Jim",-,2,3,,3,5,4,1,,,,,,4,3,,,,,2,,,,,,27.0
"McCormack, Peter",1,1,-,-,2,-,2,1,-,3,-,1,1,-,1,1,1,-,1,2,-,1,2,-,1,22.0
"McKeown, Ron",,,,,,,,,,,,,,,-,,,,,-,-,-,,2,-,2.0
"McLaine, Darren",,3,4,,,,,,,,,,,,,,,,,,,,,,,7.0
"McLean, Glenn",,,,,,,,,,,,,,,5,2,,,,,,,,,,7.0
"McMullin, Ian",,,,,,,,,,,,,,,,,,,,,,-,2,2,2,6.0
"Miles, Geoff",1,-,-,-,1,-,-,2,,,,,,,,,,,,,,,,,,4.0
"Millane, Darren",,,,,,,,,,,,,,,,,,1,1,1,5,1,2,-,1,12.0
"Morwood, Shane",-,3,1,-,5,-,2,2,2,1,2,3,1,-,1,3,-,-,2,3,-,-,,,-,31.0
"Phillips, Greg",1,3,4,-,2,3,1,4,-,4,,,,2,2,-,2,-,2,2,1,-,-,1,1,35.0
"Raines, Geoff",,,3,-,2,4,5,1,3,3,4,7,1,2,,-,2,5,,,1,1,2,2,,48.0
"Richardson, Michael",4,,,,,,,,,3,3,6,3,2,1,-,2,1,3,-,-,3,3,-,2,36.0
"Russell, Anthony",,,-,,,,,-,,,,,,,,,,,,,,,,,,
"Shaw, Derek",,,,-,4,-,1,-,-,2,1,4,4,-,,,,,,,,,,1,3,20.0
"Shaw, Gary",-,-,,,,,,,2,-,-,3,2,3,3,-,3,2,-,1,-,-,-,4,-,23.0
"Shaw, Neville",,,4,1,2,1,1,1,3,2,1,,,,1,1,2,1,2,4,4,2,-,1,2,36.0
"Shaw, Tony",1,1,3,2,1,2,2,2,2,1,,,2,4,2,2,3,3,3,2,4,1,6,4,3,56.0
"Smith, Andrew",,,,-,-,,,,,,,,,,,,,,,,,,,,,
"Taylor, Michael",-,,-,-,1,3,1,-,1,-,1,-,1,-,-,-,-,1,3,1,-,-,-,1,2,16.0
"Turner, Jamie",,,,,,,,,2,,3,-,-,1,1,1,-,-,1,-,2,3,1,,,15.0
"Twomey, David",1,1,1,2,3,2,1,-,-,6,2,-,,,2,2,1,3,-,,,2,1,-,2,32.0
"Weideman, Mark",,,,1,,,,,,,,,,,,,,,,,,,,,,1.0
"Williams, Mark",1,3,4,-,1,5,3,1,3,6,3,4,2,1,2,3,5,2,-,,2,3,4,-,,58.0
"Woodhall, Dale",1,-,,-,-,3,1,,2,1,,,,,,1,5,-,1,,,,,,,15.0
Totals,24,35,41,17,36,35,39,26,34,43,31,50,30,35,33,27,46,31,30,38,25,25,33,28,29,821.0
Opponent,ME,SK,ES,SY,CA,NM,GE,RI,FI,FO,HW,SK,ES,SY,CA,NM,GE,RI,FI,ME,HW,FO,FI,CA,ES,
