Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,Tot
"Bergman, Miller",-,1,1,,,,,-,2,2,3,2,-,-,2,13.0
"Bonar, Aiden",2,,,2,,,,,,,,,,,,4.0
"Coleman-Jones, Callum",,,,,,,2,,,5,1,1,4,3,2,18.0
"Comben, Charlie",6,2,3,3,5,2,-,,,,,,,,,21.0
"Corr, Aidan",,3,-,-,1,-,1,1,1,,,,-,3,-,10.0
"Cunnington, Ben",3,3,4,2,4,-,3,1,,,,,,,,20.0
"Curtis, Paul",1,-,3,1,,1,1,-,1,1,2,,3,1,3,18.0
"Davies-Uniacke, Luke",5,6,,1,3,4,,2,4,,,,,,3,28.0
"Drury, Blake",,,,,,,,1,2,-,,,,,,3.0
"Ford, Eddie",,,,,,,,,,3,1,-,-,-,2,6.0
"Goater, Josh",-,2,1,,,,,,,,,,,,,3.0
"Goldstein, Todd",,2,3,1,-,3,2,5,-,1,3,2,-,2,3,27.0
"Greenwood, Hugh",5,2,2,4,1,,,,9,8,11,6,,1,1,50.0
"Hall, Aaron",,,,,,2,4,,,2,2,2,6,,,18.0
"Howe, Daniel",,1,1,1,3,2,3,,,-,2,,,,,13.0
"Larkey, Nick",1,1,-,1,-,1,-,-,2,2,-,1,-,1,1,11.0
"Lazzaro, Charlie",,,,,,,,-,,,2,,,,,2.0
"Logue, Griffin",-,3,-,,1,1,-,2,2,1,-,1,-,1,3,15.0
"Mahony, Jack",,,,,,,,1,2,,,,,,,3.0
"McDonald, Luke",6,2,2,-,2,4,5,4,5,1,3,6,5,3,4,52.0
"McKay, Ben",,,,,2,-,1,1,-,1,-,-,2,-,2,9.0
"Perez, Flynn",,,,,,,,2,3,,,,,,,5.0
"Phillips, Will",2,,5,4,1,1,,,,4,5,6,1,2,3,34.0
"Powell, Tom",4,1,3,1,-,5,1,,,1,2,1,1,2,,22.0
"Scott, Bailey",4,4,2,-,1,3,2,1,4,2,-,2,5,3,3,36.0
"Sheezel, Harry",-,6,6,3,2,2,3,-,4,5,3,1,2,2,4,43.0
"Shiels, Liam",4,7,4,7,6,5,6,9,6,5,,5,3,4,-,71.0
"Simpkin, Jy",5,4,,4,4,,3,6,5,5,4,-,,6,2,48.0
"Spicer, Phoenix",,,,,,,,,1,6,-,9,4,3,,23.0
"Stephenson, Jaidyn",5,-,1,1,2,2,-,-,2,4,2,1,-,2,1,23.0
"Taylor, Curtis",3,1,1,1,-,2,3,2,2,,,,,,,15.0
"Thomas, Tarryn",,,,,,,,,,,,6,1,1,1,9.0
"Tucker, Darcy",,,-,1,-,1,2,-,1,,,1,3,,1,10.0
"Turner, Kayne",9,3,1,2,-,2,-,,,,,,,,,17.0
"Wardlaw, George",,,,,,,,,,9,1,6,9,3,7,35.0
"Xerri, Tristan",1,,,,,,,,,,,,,,,1.0
"Ziebell, Jack",2,1,1,1,-,2,2,4,2,4,1,-,3,2,2,27.0
"Zurhaar, Cameron",1,2,3,3,2,3,2,5,2,,1,2,-,3,2,31.0
Totals,69,57,47,44,40,48,46,47,62,72,49,61,52,48,52,794.0
Opponent,WC,FR,HW,CA,BL,GC,ME,SK,PA,SY,CW,ES,GW,WB,AD,
