Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,PF,GF,Tot
"Allan, Matthew",4,13,9,6,5,3,3,2,2,,,,,,,,,,4,,,,,,,51.0
"Beaumont, Simon",,,,,,,,,,4,1,,,,,,,,,,,,,,,5.0
"Bond, Troy",,,,,2,8,10,9,10,,2,,,,,2,5,4,9,6,3,10,4,4,,88.0
"Bradley, Craig",19,17,12,12,13,10,11,9,6,9,11,21,10,22,18,22,14,20,16,20,12,15,16,22,16,373.0
"Brown, Fraser",14,,,,10,14,14,12,6,,,9,18,7,9,13,13,20,16,18,,,17,1,9,220.0
"Camporeale, Scott",12,19,11,5,10,12,7,10,16,14,16,12,7,6,7,11,6,8,5,5,12,10,9,,6,236.0
"Christou, Ang",10,15,23,16,11,8,15,9,11,22,10,9,13,9,8,18,14,12,15,19,15,20,10,11,16,339.0
"Clape, Matt",9,12,7,9,15,8,6,9,2,2,2,,,8,14,17,15,7,11,7,11,7,7,6,9,200.0
"Cook, James",,8,,,,,6,3,6,,,,,,,,9,3,-,,,,,,,35.0
"De Iulio, Ron",,,,,,,,,,,,,3,,,,,,,,-,,,,,3.0
"Dean, Peter",9,8,6,9,6,10,11,6,7,10,9,11,12,4,9,3,,8,,,6,8,9,2,12,175.0
"Gleeson, Adrian",5,3,27,10,5,5,16,3,,1,,,,,,,,,,,,,,,,75.0
"Hanna, Mil",11,6,11,17,26,10,10,7,15,17,,10,11,4,,,12,4,9,22,15,,11,22,11,261.0
"Harrison, Ben",,,,,,,,,,,,,,,4,-,,,,,,,,,,4.0
"Heaver, Brent",,,,,,,,,,,,,,,,,10,4,4,1,4,,,,,23.0
"Hogg, Matthew",,,,,,,,,,,,,,,,,,,,,,4,4,10,12,30.0
"Kernahan, Stephen",6,,19,14,5,2,,,,13,9,11,9,13,9,,,,,5,4,15,12,13,13,172.0
"Koutoufides, Anthony",9,13,11,10,10,7,6,3,12,14,18,4,14,24,12,16,16,17,11,11,8,11,8,14,15,294.0
"Lynn, Tony",,,,,,,,,,4,9,2,3,,1,,,,,,,5,,,,24.0
"Madden, Justin",2,5,5,8,4,7,6,10,7,5,10,4,4,6,5,9,4,8,7,11,6,6,8,13,11,171.0
"Manton, Glenn",,,,,,,,,,,,2,1,-,,2,3,,4,1,3,-,1,6,5,28.0
"McKay, Andrew",16,17,12,12,7,15,7,9,5,11,8,9,8,8,11,8,7,6,6,10,12,6,9,10,9,238.0
"Mitchell, Barry",,9,4,13,10,,-,,16,22,11,7,12,1,5,1,,,,,,,,,,111.0
"OSullivan, Luke",4,7,2,4,,,,,,15,8,,,,,,,,,,,,,,,40.0
"Pearce, Brad",7,9,12,6,20,8,,9,8,10,7,10,6,14,3,11,9,4,9,7,,9,8,8,11,205.0
"Ratten, Brett",15,15,10,6,14,18,21,5,9,12,17,11,11,12,13,9,20,19,10,11,11,9,8,17,17,320.0
"Rice, Dean",,,,,,,7,5,5,,7,1,10,7,10,9,16,8,14,10,10,11,5,10,6,151.0
"Sexton, Michael",4,9,10,10,15,14,13,13,12,9,12,10,11,11,12,11,8,13,7,9,9,11,9,17,12,271.0
"Silvagni, Stephen",12,13,13,11,8,14,11,10,10,2,7,6,1,10,6,4,15,2,,10,11,10,12,10,5,213.0
"Spalding, Earl",5,4,10,10,10,6,8,11,6,11,6,3,16,7,9,6,10,14,10,9,10,8,7,9,8,213.0
"Whitehead, Adrian",4,10,5,7,7,4,5,11,12,10,4,9,5,8,10,8,11,10,3,9,7,3,3,8,4,177.0
"Williams, Greg",13,10,14,6,,6,,,,,,15,,9,10,9,6,7,11,14,14,14,,10,17,185.0
Totals,190,222,233,201,213,189,193,165,183,217,184,176,185,190,185,189,223,198,181,215,183,192,177,223,224,4931.0
Opponent,CW,FI,FO,BB,NM,WC,ES,SY,SK,HW,ME,GE,FR,RI,AD,CW,FI,FO,BB,NM,WC,ES,BB,NM,GE,
