Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,Tot
"Bowey, Jake",17,15,16,18,22,13,18,17,14,10,18,17,,,19,214.0
"Brayshaw, Angus",22,27,19,17,12,20,29,24,25,15,27,24,24,25,24,334.0
"Brown, Ben",15,15,2,,,,,,,,,,,,12,44.0
"Chandler, Kade",16,12,9,15,10,12,21,10,12,13,6,14,12,12,12,186.0
"Fritsch, Bayley",,13,11,17,9,8,13,7,15,13,12,18,9,9,1,155.0
"Gawn, Max",21,1,,,,17,14,15,18,12,15,16,15,15,20,179.0
"Grundy, Brodie",17,12,21,22,18,15,18,6,9,12,19,11,13,13,15,221.0
"Harmes, James",15,10,,,,,3,6,,,14,5,,,19,72.0
"Hibberd, Michael",,,11,8,,23,17,,15,10,11,,5,15,,115.0
"Hunter, Lachie",12,22,23,27,22,20,20,23,17,24,,22,28,23,30,313.0
"Jordon, James",,,21,8,6,17,22,17,10,6,3,,7,9,,126.0
"Langdon, Ed",14,18,24,22,24,20,20,12,22,15,19,25,14,21,24,294.0
"Laurie, Bailey",4,,,,,4,,,,,,,,,,8.0
"Lever, Jake",21,20,14,16,,20,11,10,10,10,7,17,10,15,19,200.0
"May, Steven",,,20,19,13,22,14,13,15,23,8,18,18,16,22,221.0
"McDonald, Tom",13,10,,16,6,,,,,8,6,,,,,59.0
"McVee, Judd",14,8,18,16,14,16,13,12,12,6,10,17,11,15,14,196.0
"Melksham, Jake",2,4,5,,10,,,,,,,,,,6,27.0
"Neal-Bullen, Alex",17,13,15,15,17,11,19,8,17,12,18,11,14,16,19,222.0
"Oliver, Clayton",33,37,25,34,41,31,37,28,34,30,,,,,,330.0
"Petracca, Christian",30,24,33,29,27,26,35,26,30,22,30,32,28,33,34,439.0
"Petty, Harry",14,8,13,10,17,8,,9,8,,,,,5,17,109.0
"Pickett, Kysaiah",19,,,15,11,8,16,8,12,6,11,6,6,12,19,149.0
"Rivers, Trent",24,19,19,27,20,12,20,19,24,19,13,24,23,25,17,305.0
"Salem, Christian",,,,,,,,,,18,19,20,24,22,24,127.0
"Schache, Josh",,,,,,,9,,,,,,,,,9.0
"Smith, Joel",,,,,,,,,,,,5,10,11,5,31.0
"Spargo, Charlie",15,9,6,13,1,,,,12,12,15,13,6,2,,104.0
"Sparrow, Tom",12,21,10,20,13,20,23,15,13,,18,15,19,19,26,244.0
"Tomlinson, Adam",19,13,,,17,,,,,,,12,15,,,76.0
"Turner, Daniel",,,,,,,,9,,,,,,,,9.0
"Viney, Jack",,19,19,22,28,30,22,21,31,18,16,20,32,25,41,344.0
"van Rooyen, Jacob",,,9,9,7,8,5,8,14,10,8,16,10,7,,111.0
Totals,386,350,363,415,365,381,419,323,389,324,323,378,353,365,439,5573.0
Opponent,WB,BL,SY,WC,ES,RI,NM,GC,HW,PA,FR,CA,CW,GE,GW,
