Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,Tot
"Anderson, Jim",-,,-,-,-,-,-,,,-,-,-,-,-,-,-,-,
"Barry, Son",-,1,-,,1,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Campbell, Colin",,,,,,,-,,,,,,,,,,,
"Cleghorn, Arthur",-,3,-,1,-,1,1,1,1,-,,2,,,5,-,-,15.0
"Collins, Maurie",-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,
"Collins, Tod",-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,2.0
"Croft, Edgar",,,,,,,,,,,-,,,,,,,
"Cullen, Jim",-,,,,,,,,,,,,,,,,,
"Fitzpatrick, Hugh",,,1,1,-,-,-,3,-,3,2,1,-,1,1,-,1,14.0
"Forbes, Charlie",-,1,,,-,1,-,-,,-,-,-,-,-,,,,2.0
"Gavin, Hugh",,,,,,-,,-,-,1,-,-,-,-,-,-,-,1.0
"Griffith, Billy",-,-,,,,,,-,,,,,,,,,,
"Groves, Joe",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Hall, Alex",,,,,,,,,,,,,,1,1,2,1,5.0
"Hastings, George",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Jackson, Bill",,,,,,,-,-,3,,2,1,-,1,4,1,-,12.0
"Kinnear, Ted",-,-,-,-,-,-,,-,1,-,-,-,-,-,-,-,-,1.0
"Larkin, Jimmy",,1,-,1,-,-,1,-,3,2,1,4,1,-,-,-,-,14.0
"Martin, George",-,-,-,2,2,-,1,1,-,-,,-,-,-,-,-,-,6.0
"McCartney, Charlie",,-,-,-,,,-,,,,,,,,,,,
"Moore, Charlie",-,1,-,1,-,,,1,,,2,,2,1,3,1,,12.0
"OLoughlin, Mick",-,-,-,-,-,,,,,,,,,,,,,
"OLoughlin, Pat",-,1,-,-,-,1,1,-,-,-,-,-,-,-,,,-,3.0
"Officer, Gus",,-,-,-,-,-,-,-,1,-,-,1,-,-,2,-,-,4.0
"Rainey, Les",,,,,,,-,,1,1,1,,,,,,,3.0
"Scott, Fred",-,,,-,,,,,,,,,,,,,,
"Stamp, Alby",,,,,,,-,,-,,,,2,,,,,2.0
"Stuckey, George",-,-,-,-,-,-,,-,-,-,,-,-,-,-,-,-,
"Thurgood, Albert",,,,,,1,,,,,,,,,,,,1.0
"Wright, Harry",-,-,-,-,-,-,,-,-,-,-,-,,,-,-,-,
Totals,0,8,1,6,3,4,4,6,11,7,8,10,5,4,16,4,2,99.0
Opponent,FI,SK,SM,CA,GE,ME,CW,FI,SK,SM,CA,GE,ME,CW,SK,GE,SM,
