Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,GF,Tot
"Alvin, Tom",-,1,1,6,1,1,6,4,2,-,-,3,4,3,5,7,4,1,3,-,,5,,2,5,64.0
"Ashman, Rodney",7,1,-,4,4,4,3,-,,,,,,,2,,,,,,,,,,,25.0
"Baynes, Rhett",,,,,,,,,,,,,,,,,,,,1,1,,,,,2.0
"Blackwell, Wayne",5,4,6,5,6,1,10,8,4,12,4,6,5,9,-,8,,,9,9,5,1,6,,3,126.0
"Bradley, Craig",4,5,10,12,3,5,5,4,5,6,7,9,6,6,2,9,-,7,5,9,7,8,8,2,1,145.0
"Buckley, Jim",,,,,,,,,,,-,1,1,1,4,,,,,1,,,,,,8.0
"Burke, Rohan",,2,2,2,-,,,,,,2,,,,,,,,,,,,,,,8.0
"Dean, Peter",1,7,6,3,1,4,5,1,2,4,,3,1,-,5,4,2,5,-,6,1,8,6,5,4,84.0
"Dorotich, Jon",5,3,6,7,4,5,5,7,4,8,8,6,6,9,,1,7,5,8,,,8,6,6,2,126.0
"Doull, Bruce",3,-,2,2,2,-,2,4,1,1,2,5,3,5,3,4,1,1,4,-,1,1,1,-,1,49.0
"English, Des",3,,2,,,,,,,,,,,,,,,,,6,6,3,2,3,3,28.0
"Evans, Bernie",-,,,,,,,,,1,6,2,6,9,6,3,,1,5,5,9,1,2,7,-,63.0
"Glascott, David",,,,,,,,,,,,8,10,6,-,7,5,4,5,2,1,-,2,5,4,59.0
"Gleeson, Adrian",,,,,,,3,4,1,,,,,,,,,,,,,,,,,8.0
"Hanna, Mil",1,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"Harmes, Wayne",,,,,,,7,4,6,10,2,4,5,2,6,6,7,8,4,8,5,7,4,5,4,104.0
"Hunter, Ken",8,,,,3,7,10,9,11,7,,,,,,,,13,2,1,,,6,,7,84.0
"Johnston, Wayne",3,,,2,4,3,2,2,1,2,5,4,,4,-,1,3,4,5,4,1,,5,6,1,62.0
"Kennedy, Michael",,,,,,,,,,-,,,,,,,,,,,3,-,,,,3.0
"Kenny, Peter",5,5,3,5,1,,,,,2,5,7,-,,,2,-,,,,,,,,,35.0
"Kernahan, Stephen",8,8,3,2,-,6,9,6,5,7,4,8,8,9,6,4,4,11,7,7,7,4,11,8,5,157.0
"Kourkoumelis, Spiro",,-,1,2,-,-,,,,,,,,,,,,,,,,,,,,3.0
"Maclure, Mark",7,5,10,6,1,5,4,,4,7,2,3,5,7,1,4,3,,2,,,,1,5,2,84.0
"Madden, Justin",5,2,9,11,3,7,4,9,5,8,9,4,6,4,5,4,6,6,3,1,,7,2,5,3,128.0
"Marcou, Alex",,,,,,,1,3,2,2,3,,,,,,,,,,,,,,,11.0
"McKenzie, Warren",,,,,,,,5,-,4,-,,,,,,,,,,7,2,,2,2,22.0
"Meldrum, Paul",3,3,1,3,7,4,7,3,2,3,5,5,5,3,4,5,2,4,9,3,6,8,4,3,4,106.0
"Motley, Peter",,2,,2,2,-,,,,,,,,,,5,9,6,9,4,9,8,,5,5,66.0
"Murphy, Fraser",,-,2,,,-,,,-,,,,1,4,-,3,2,-,,,1,,,4,,17.0
"Ogier, Darren",,,,,,,,,,,,,,8,5,,,,,,,,,,,13.0
"Ralph, Warren",,,,,,,4,1,,,,,,,,,,,,,8,6,1,,,20.0
"Rhys-Jones, David",6,,,,,,,1,1,,3,,8,7,2,2,8,4,3,1,6,1,6,8,3,70.0
"Robertson, Shane",,3,5,1,,3,-,,1,5,-,-,2,,,6,2,1,1,1,,,2,1,3,37.0
"Rohde, Peter",5,1,5,3,3,4,4,5,6,2,5,3,2,5,1,,,2,-,,6,,1,,,63.0
"Sheldon, Ken",,,,,,,,,,,,1,,,,,2,,,,,4,,,,7.0
"Shine, Brad",7,-,1,3,3,1,-,1,,,,,,,,,,,,,,,,,,16.0
"Silvagni, Stephen",,,,,,,,,,,,1,3,5,2,4,5,4,6,4,1,6,3,1,,45.0
"Strauch, Dean",,,,,,,,,,,,,,,,,3,-,,,,,,,,3.0
"Williams, Mark",,1,6,5,3,-,,,,,,,,,,,,,,,,,,,,15.0
Totals,86,53,81,86,51,60,91,81,63,91,72,83,87,106,59,89,75,87,90,73,91,88,79,83,62,1967.0
Opponent,HW,RI,SK,FI,ES,SY,CW,GE,FO,ME,NM,HW,RI,SK,FI,NM,ES,SY,CW,GE,FO,ME,SY,HW,HW,
