Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,GF,Tot
"Alvin, Tom",1,3,1,-,1,1,1,2,2,2,5,2,2,-,2,1,5,2,1,-,,1,,1,1,37.0
"Ashman, Rodney",2,3,-,2,3,-,1,-,,,,,,,-,,,,,,,,,,,11.0
"Baynes, Rhett",,,,,,,,,,,,,,,,,,,,1,2,,,,,3.0
"Blackwell, Wayne",4,4,2,3,2,-,5,2,4,-,2,2,4,3,2,5,,,2,-,1,2,-,,1,50.0
"Bradley, Craig",-,5,2,2,2,2,1,-,4,-,-,2,5,2,2,-,1,1,3,-,1,2,2,1,2,42.0
"Buckley, Jim",,,,,,,,,,,1,-,-,-,4,,,,,1,,,,,,6.0
"Burke, Rohan",,2,2,1,-,,,,,,1,,,,,,,,,,,,,,,6.0
"Dean, Peter",1,1,1,3,1,4,-,2,2,1,,-,-,-,-,3,2,2,-,-,-,2,1,3,1,30.0
"Dorotich, Jon",1,1,2,-,4,2,2,3,1,-,-,1,-,1,,2,-,1,2,,,1,2,1,2,29.0
"Doull, Bruce",3,2,3,-,1,8,3,-,2,1,1,1,3,3,2,1,2,1,3,1,2,2,5,-,2,52.0
"English, Des",4,,1,,,,,,,,,,,,,,,,,1,2,1,1,2,1,13.0
"Evans, Bernie",-,,,,,,,,,-,1,4,-,2,3,-,,1,1,-,2,-,4,1,3,22.0
"Glascott, David",,,,,,,,,,,,2,4,2,4,1,1,1,2,2,1,1,-,2,1,24.0
"Gleeson, Adrian",,,,,,,-,1,3,,,,,,,,,,,,,,,,,4.0
"Hanna, Mil",-,,,,,,,,,,,,,,,,,,,,,,,,,
"Harmes, Wayne",,,,,,,-,2,-,1,2,1,-,1,-,1,1,1,2,-,-,2,1,2,-,17.0
"Hunter, Ken",1,,,,1,3,1,2,2,1,,,,,,,,1,-,-,,,2,,-,14.0
"Johnston, Wayne",3,,,2,4,4,-,2,2,5,1,2,,-,-,1,1,2,-,1,6,,1,1,1,39.0
"Kennedy, Michael",,,,,,,,,,-,,,,,,,,,,,2,-,,,,2.0
"Kenny, Peter",-,-,-,1,-,,,,,1,-,1,-,,,1,-,,,,,,,,,4.0
"Kernahan, Stephen",-,-,1,-,2,1,2,1,-,3,1,-,3,-,1,1,1,1,1,1,1,-,-,1,1,23.0
"Kourkoumelis, Spiro",,1,3,4,3,-,,,,,,,,,,,,,,,,,,,,11.0
"Maclure, Mark",3,3,1,1,-,1,1,,2,1,1,-,-,1,1,4,-,,-,,,,-,1,1,22.0
"Madden, Justin",4,8,1,4,3,3,1,6,1,7,3,1,-,1,3,2,-,-,1,2,,5,1,1,2,60.0
"Marcou, Alex",,,,,,,1,1,2,1,3,,,,,,,,,,,,,,,8.0
"McKenzie, Warren",,,,,,,,1,-,2,1,,,,,,,,,,1,2,,-,-,7.0
"Meldrum, Paul",2,3,2,2,2,-,1,-,1,1,2,-,1,-,-,-,-,2,1,1,1,2,-,2,-,26.0
"Motley, Peter",,-,,-,-,1,,,,,,,,,,2,1,1,3,1,5,1,,1,-,16.0
"Murphy, Fraser",,1,1,,,-,,,3,,,,-,2,2,-,1,-,,,-,,,-,,10.0
"Ogier, Darren",,,,,,,,,,,,,,-,1,,,,,,,,,,,1.0
"Ralph, Warren",,,,,,,4,-,,,,,,,,,,,,,-,3,1,,,8.0
"Rhys-Jones, David",3,,,,,,,1,4,,3,,1,3,4,1,-,5,2,2,-,3,3,4,2,41.0
"Robertson, Shane",,-,1,-,,1,-,,1,1,-,1,1,,,1,3,1,3,1,,,1,2,-,18.0
"Rohde, Peter",4,3,2,1,2,1,1,1,2,3,2,2,-,1,-,,,1,1,,-,,-,,,27.0
"Sheldon, Ken",,,,,,,,,,,,-,,,,,1,,,,,1,,,,2.0
"Shine, Brad",1,4,-,3,3,1,-,-,,,,,,,,,,,,,,,,,,12.0
"Silvagni, Stephen",,,,,,,,,,,,3,2,-,2,1,1,1,3,1,-,1,2,1,,18.0
"Strauch, Dean",,,,,,,,,,,,,,,,,5,-,,,,,,,,5.0
"Williams, Mark",,1,-,-,-,-,,,,,,,,,,,,,,,,,,,,1.0
Totals,37,45,26,29,34,33,25,27,38,31,30,25,26,22,33,28,26,25,31,16,27,32,27,27,21,721.0
Opponent,HW,RI,SK,FI,ES,SY,CW,GE,FO,ME,NM,HW,RI,SK,FI,NM,ES,SY,CW,GE,FO,ME,SY,HW,HW,
