Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,GF,Tot
"Alvin, Tom",-,1,-,2,-,2,-,1,-,2,-,-,-,-,-,-,1,-,-,-,,2,,-,1,12.0
"Ashman, Rodney",-,3,1,-,-,2,1,-,,,,,,,2,,,,,,,,,,,9.0
"Baynes, Rhett",,,,,,,,,,,,,,,,,,,,1,-,,,,,1.0
"Blackwell, Wayne",1,1,-,1,2,-,-,-,3,1,2,1,2,1,1,1,,,-,2,3,-,2,,3,27.0
"Bradley, Craig",-,-,-,-,1,1,-,-,-,1,1,1,1,-,1,-,-,1,-,1,1,1,1,-,-,12.0
"Buckley, Jim",,,,,,,,,,,-,1,2,-,1,,,,,-,,,,,,4.0
"Burke, Rohan",,-,1,-,-,,,,,,2,,,,,,,,,,,,,,,3.0
"Dean, Peter",-,1,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2.0
"Dorotich, Jon",-,-,-,-,-,-,-,1,-,-,-,-,-,1,,-,-,-,-,,,-,-,-,-,2.0
"Doull, Bruce",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"English, Des",-,,-,,,,,,,,,,,,,,,,,-,-,1,-,-,-,1.0
"Evans, Bernie",-,,,,,,,,,2,1,2,-,1,-,1,,-,-,5,-,-,1,2,1,16.0
"Glascott, David",,,,,,,,,,,,1,2,-,-,1,-,2,-,-,-,-,-,1,2,9.0
"Gleeson, Adrian",,,,,,,-,1,-,,,,,,,,,,,,,,,,,1.0
"Hanna, Mil",1,,,,,,,,,,,,,,,,,,,,,,,,,1.0
"Harmes, Wayne",,,,,,,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2.0
"Hunter, Ken",-,,,,-,2,-,-,-,-,,,,,,,,3,-,-,,,2,,1,8.0
"Johnston, Wayne",2,,,5,2,2,2,1,1,2,-,-,,1,-,-,3,2,1,2,2,,1,3,1,33.0
"Kennedy, Michael",,,,,,,,,,-,,,,,,,,,,,-,-,,,,
"Kenny, Peter",2,1,4,-,-,,,,,1,-,2,-,,,1,-,,,,,,,,,11.0
"Kernahan, Stephen",-,2,-,1,-,3,-,-,1,-,-,1,3,-,-,2,2,-,2,2,-,3,2,3,-,27.0
"Kourkoumelis, Spiro",,1,2,2,-,-,,,,,,,,,,,,,,,,,,,,5.0
"Maclure, Mark",1,-,2,2,1,2,4,,2,1,1,-,2,4,-,4,-,,1,,,,-,1,1,29.0
"Madden, Justin",-,-,-,-,1,-,1,-,-,-,-,1,-,-,1,-,-,2,-,-,,-,-,1,1,8.0
"Marcou, Alex",,,,,,,-,3,1,1,-,,,,,,,,,,,,,,,5.0
"McKenzie, Warren",,,,,,,,2,-,-,-,,,,,,,,,,-,2,,-,-,4.0
"Meldrum, Paul",2,-,-,6,-,2,3,2,-,-,-,-,2,1,-,-,-,-,2,-,-,1,2,-,1,24.0
"Motley, Peter",,1,,-,1,1,,,,,,,,,,-,2,-,-,-,3,1,,-,-,9.0
"Murphy, Fraser",,-,-,,,-,,,-,,,,-,2,-,1,1,-,,,-,,,2,,6.0
"Ogier, Darren",,,,,,,,,,,,,,2,1,,,,,,,,,,,3.0
"Ralph, Warren",,,,,,,-,1,,,,,,,,,,,,,1,2,-,,,4.0
"Rhys-Jones, David",-,,,,,,,-,1,,1,,-,-,-,-,1,-,-,-,-,-,-,-,-,3.0
"Robertson, Shane",,1,-,-,,2,-,,-,1,-,-,1,,,1,1,-,2,-,,,-,-,-,9.0
"Rohde, Peter",-,1,-,-,-,-,-,1,-,-,-,-,-,1,-,,,1,-,,1,,1,,,6.0
"Sheldon, Ken",,,,,,,,,,,,1,,,,,-,,,,,2,,,,3.0
"Shine, Brad",-,-,-,-,-,1,-,-,,,,,,,,,,,,,,,,,,1.0
"Silvagni, Stephen",,,,,,,,,,,,-,-,-,-,1,-,2,-,1,-,2,-,2,,8.0
"Strauch, Dean",,,,,,,,,,,,,,,,,-,-,,,,,,,,
"Williams, Mark",,2,2,3,-,-,,,,,,,,,,,,,,,,,,,,7.0
Totals,9,15,12,22,8,20,11,13,10,12,8,11,15,14,7,13,11,13,8,14,11,18,12,15,13,315.0
Opponent,HW,RI,SK,FI,ES,SY,CW,GE,FO,ME,NM,HW,RI,SK,FI,NM,ES,SY,CW,GE,FO,ME,SY,HW,HW,
