Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,GF,Tot
"Alvin, Tom",9,4,7,7,9,5,7,5,5,3,5,5,8,7,2,7,4,4,6,-,,2,,3,3,117.0
"Ashman, Rodney",6,3,7,8,2,1,6,-,,,,,,,2,,,,,,,,,,,35.0
"Baynes, Rhett",,,,,,,,,,,,,,,,,,,,2,4,,,,,6.0
"Blackwell, Wayne",10,8,19,12,11,6,7,11,5,7,5,9,6,11,10,15,,,9,10,8,8,11,,3,201.0
"Bradley, Craig",7,11,10,17,7,7,11,9,8,12,12,4,4,15,1,12,6,7,12,8,9,6,9,9,2,215.0
"Buckley, Jim",,,,,,,,,,,1,2,9,4,4,,,,,4,,,,,,24.0
"Burke, Rohan",,5,4,2,1,,,,,,2,,,,,,,,,,,,,,,14.0
"Dean, Peter",5,10,10,7,4,7,10,8,-,5,,1,-,1,5,11,11,9,4,7,4,13,3,8,8,151.0
"Dorotich, Jon",8,5,7,4,2,2,5,8,2,4,6,2,2,6,,1,2,2,1,,,3,2,3,2,79.0
"Doull, Bruce",4,4,1,2,1,6,3,3,1,3,2,5,3,4,8,7,3,2,7,2,3,2,3,6,1,86.0
"English, Des",5,,10,,,,,,,,,,,,,,,,,11,6,6,7,3,5,53.0
"Evans, Bernie",1,,,,,,,,,4,5,3,4,6,3,9,,5,11,3,6,4,-,1,1,66.0
"Glascott, David",,,,,,,,,,,,7,9,15,6,13,7,4,10,15,10,7,8,11,5,127.0
"Gleeson, Adrian",,,,,,,3,5,5,,,,,,,,,,,,,,,,,13.0
"Hanna, Mil",-,,,,,,,,,,,,,,,,,,,,,,,,,
"Harmes, Wayne",,,,,,,4,6,1,9,2,2,4,1,2,11,10,8,3,9,13,3,4,5,7,104.0
"Hunter, Ken",10,,,,2,5,11,10,4,7,,,,,,,,3,1,2,,,2,,5,62.0
"Johnston, Wayne",6,,,8,1,5,4,5,1,7,7,3,,11,1,3,5,6,5,3,6,,2,2,1,92.0
"Kennedy, Michael",,,,,,,,,,-,,,,,,,,,,,6,2,,,,8.0
"Kenny, Peter",2,1,1,4,1,,,,,-,-,1,1,,,7,-,,,,,,,,,18.0
"Kernahan, Stephen",4,4,3,3,-,5,7,3,1,4,2,3,4,9,3,8,2,7,8,5,1,4,2,-,3,95.0
"Kourkoumelis, Spiro",,5,16,2,6,-,,,,,,,,,,,,,,,,,,,,29.0
"Maclure, Mark",4,3,5,1,-,6,-,,2,3,2,1,3,1,-,2,1,,-,,,,-,4,4,42.0
"Madden, Justin",2,4,2,9,1,5,2,9,2,2,7,1,1,4,4,5,6,3,1,4,,7,3,-,7,91.0
"Marcou, Alex",,,,,,,1,6,4,7,3,,,,,,,,,,,,,,,21.0
"McKenzie, Warren",,,,,,,,3,1,5,3,,,,,,,,,,6,-,,9,2,29.0
"Meldrum, Paul",6,8,7,6,6,6,8,5,7,5,3,3,4,5,6,9,4,11,11,9,5,8,4,4,2,152.0
"Motley, Peter",,3,,4,2,-,,,,,,,,,,3,6,2,5,8,5,8,,6,5,57.0
"Murphy, Fraser",,-,4,,,3,,,3,,,,1,6,7,3,3,1,,,5,,,-,,36.0
"Ogier, Darren",,,,,,,,,,,,,,8,4,,,,,,,,,,,12.0
"Ralph, Warren",,,,,,,-,-,,,,,,,,,,,,,2,1,2,,,5.0
"Rhys-Jones, David",8,,,,,,,11,6,,6,,9,9,2,9,8,6,7,7,12,4,8,16,6,134.0
"Robertson, Shane",,9,4,-,,5,3,,1,3,8,-,1,,,5,9,4,3,5,,,1,8,3,72.0
"Rohde, Peter",11,5,4,8,7,5,6,3,8,7,2,3,2,14,4,,,9,1,,7,,4,,,110.0
"Sheldon, Ken",,,,,,,,,,,,3,,,,,2,,,,,2,,,,7.0
"Shine, Brad",6,4,3,6,6,4,2,1,,,,,,,,,,,,,,,,,,32.0
"Silvagni, Stephen",,,,,,,,,,,,4,2,4,2,2,3,2,5,6,1,3,6,2,,42.0
"Strauch, Dean",,,,,,,,,,,,,,,,,7,-,,,,,,,,7.0
"Williams, Mark",,3,8,10,2,3,,,,,,,,,,,,,,,,,,,,26.0
Totals,114,99,132,120,71,86,100,111,67,97,83,62,77,141,76,142,99,95,110,120,119,93,81,100,75,2470.0
Opponent,HW,RI,SK,FI,ES,SY,CW,GE,FO,ME,NM,HW,RI,SK,FI,NM,ES,SY,CW,GE,FO,ME,SY,HW,HW,
