Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,Tot
"Aitken, Michael",,,,,,,,,,,,2,,,,,,,,,,,,2.0
"Alvin, Tom",3,3,4,4,4,3,8,6,2,9,6,2,5,4,4,5,4,2,6,2,5,2,2,95.0
"Ashman, Rodney",4,1,4,10,2,1,4,6,1,1,,,,5,4,5,2,3,2,4,3,3,,65.0
"Austin, Rod",,,2,2,2,,,1,-,5,1,-,,,,,,,,,,,,13.0
"Baynes, Rhett",5,3,7,6,2,4,5,1,1,3,2,,,,,,,,,,,,,39.0
"Blackwell, Wayne",7,7,4,4,6,-,2,5,3,,,6,7,3,3,1,,,11,4,5,,1,79.0
"Buckley, Jim",2,1,1,2,-,,,,,,,,,,,,,2,-,3,2,,-,13.0
"Buckley, Mark",,,,,,,,-,,,,,,,,,,,,,,,,
"Dean, Peter",,,,,3,-,3,7,8,3,6,5,4,8,3,5,4,3,3,-,2,3,3,73.0
"Doull, Bruce",-,1,,,,,,,,,,,,,,,,,,,,3,,4.0
"English, Des",,,,,,,-,,,,,,7,4,3,5,2,3,3,4,5,2,5,43.0
"Gaghan, Neil",,,,,,,,,,,3,-,-,,,,,,,,,,,3.0
"Glascott, David",-,3,4,8,2,2,,3,3,9,4,3,4,5,-,,,,,1,4,2,,57.0
"Harmes, Wayne",3,3,4,-,,3,4,3,,6,4,,,-,3,11,7,6,10,5,6,4,6,88.0
"Hartney, Brendan",2,4,4,5,4,5,,,,,,,,,,,,2,,,,,,26.0
"Howell, Scott",,,,,,2,,,,,,,,,,,,,,,,,,2.0
"Hunter, Ken",,6,2,,,,8,3,2,5,10,3,6,3,,4,3,4,7,4,4,6,6,86.0
"Johnston, Wayne",5,1,2,8,,2,1,4,2,2,4,,,,,3,2,-,3,3,2,2,2,48.0
"Jones, Warren",7,3,2,,,,,,,,,,,,,,,,,,,,,12.0
"Kennedy, Michael",,2,1,,,,,,,,,,,,,,,,,,,,,3.0
"Kourkoumelis, Spiro",,,,,,,,5,7,4,2,-,4,4,3,3,1,4,3,,1,,3,44.0
"Maclure, Mark",8,9,7,6,7,4,11,,4,3,6,5,11,6,9,6,3,3,,,6,5,8,127.0
"Madden, Justin",,,,5,4,4,2,5,5,5,7,5,7,5,7,7,10,11,4,10,17,4,11,135.0
"Marchesani, Frank",-,,,,,,1,,,,,,,,,,,,,,,,-,1.0
"Marcou, Alex",2,,,,,,,,,1,1,,4,,,,,,,,,,7,15.0
"McConville, Peter",,1,1,6,3,,,,,,,,5,7,9,2,3,3,7,5,-,10,5,67.0
"McKenzie, Warren",,,,,,,,,,,,-,3,,6,8,1,5,7,10,4,,8,52.0
"Meldrum, Paul",3,4,4,8,3,2,4,1,2,1,6,1,3,6,8,9,5,10,7,1,3,4,2,97.0
"Montgomery, Allan",4,2,2,6,4,2,,,,,,4,-,,,,,,,,,,,24.0
"Muller, Ian",,,,,1,,,,,,,,,,,,,,-,,,1,,2.0
"Murphy, Fraser",,-,3,1,-,1,1,3,-,4,1,3,2,4,2,2,2,3,1,5,,3,-,41.0
"Nixon, Ricky",,,,,,,,,,,,,,,,,,,,-,,,,
"Ogier, Darren",,,,,,,-,4,-,,,,,,,,,,,,,,,4.0
"Perovic, Val",,,,,,,,,3,3,,,,,,,,,,,,,,6.0
"Ralph, Warren",4,,,,,,,,,,,,,,,,,,,,,2,,6.0
"Reid, Bruce",1,7,11,1,2,3,2,-,,,,,1,2,2,-,-,-,,,,,,32.0
"Rhys-Jones, David",1,3,4,-,,-,2,,3,1,2,1,,6,2,1,6,,1,3,7,8,8,59.0
"Robertson, Shane",,,,4,1,3,,,,,4,1,-,2,,,,,1,,,-,,16.0
"Rohde, Peter",,,,6,3,4,2,5,3,1,3,3,1,4,5,3,2,2,8,2,5,6,4,72.0
"Sheldon, Ken",,,,,,1,5,2,3,2,2,-,,7,5,,5,,,3,2,,,37.0
"Shine, Brad",2,,,,,,,,,,,,,,,,,,,,,,,2.0
"Silvagni, Stephen",,,,,,,2,4,2,8,2,5,1,5,4,5,2,4,6,1,6,3,1,61.0
"Williams, Mark",,,,,3,,,,,,,,,,4,4,2,-,,,,,,13.0
Totals,63,64,73,92,56,46,67,68,54,76,76,49,75,90,86,89,66,70,90,70,89,73,82,1664.0
Opponent,FO,SK,NM,GE,ME,ES,SY,RI,FI,HW,CW,FO,SK,NM,GE,ME,ES,SY,RI,FI,HW,CW,NM,
