Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,R15,Tot
"Atkins, Tom",9,7,12,7,8,9,9,6,10,5,10,8,7,8,115.0
"Bews, Jed",4,5,10,-,,,3,5,8,4,5,7,3,5,59.0
"Blicavs, Mark",5,9,9,6,6,6,5,5,4,6,8,6,7,7,89.0
"Bowes, Jack",,9,9,14,5,9,2,,,,,,4,2,54.0
"Bruhn, Tanner",10,5,9,,,,6,6,13,10,8,13,8,9,97.0
"Cameron, Jeremy",14,20,13,15,9,15,15,10,14,6,11,18,6,-,166.0
"Ceglar, Jonathon",,,7,,,,,7,5,3,3,4,,,29.0
"Clark, Jhye",,,,,,,,,3,,,,,,3.0
"Close, Brad",5,6,12,14,12,9,10,6,,7,3,9,4,8,105.0
"Dangerfield, Patrick",7,8,8,13,8,16,14,10,,,,,7,,91.0
"De Koning, Sam",3,9,4,,6,9,6,,,,6,5,5,10,63.0
"Dempsey, Oliver",,,,,,,,3,8,2,,,,,13.0
"Duncan, Mitch",,,,22,12,12,12,13,18,,,,12,14,115.0
"Guthrie, Cameron",9,16,18,11,11,14,,,,,,,,,79.0
"Guthrie, Zach",9,6,8,12,10,7,11,10,6,11,11,10,16,5,132.0
"Hawkins, Tom",4,6,4,9,6,3,9,5,4,4,3,5,7,7,76.0
"Henry, Jack",,,,,,,,,,3,6,7,6,8,30.0
"Henry, Oliver",6,4,9,4,13,4,8,4,6,,6,4,6,3,77.0
"Holmes, Max",13,16,6,16,11,16,10,10,9,7,,,9,11,134.0
"Knevitt, Mitch",,,,,,3,8,10,10,4,5,10,,,50.0
"Kolodjashnij, Jake",,,,10,10,9,6,13,9,6,5,6,9,5,88.0
"Miers, Gryan",12,13,10,18,13,13,19,9,14,5,15,16,7,8,172.0
"Mullin, Oisin",,,,,,,,,,,10,5,,,15.0
"OConnor, Mark",10,8,8,8,6,11,10,9,10,7,10,5,14,6,122.0
"Parfitt, Brandan",3,,,,9,,,,7,7,8,,,,34.0
"Ratugolea, Esava",2,3,6,9,10,8,2,6,6,4,4,,,,60.0
"Rohan, Gary",7,5,3,4,,3,2,,,,,5,3,10,42.0
"Simpson, Sam",,,,,,7,6,5,9,5,,2,,,34.0
"Smith, Isaac",14,15,18,20,15,13,13,13,16,12,19,17,17,15,217.0
"Stanley, Rhys",6,8,,5,3,,,,,,,,,2,24.0
"Stengle, Tyson",13,11,5,10,3,,,,,7,9,3,3,7,71.0
"Stewart, Tom",-,,17,12,14,11,16,13,13,6,19,17,11,11,160.0
"Tuohy, Zach",5,7,14,9,7,6,,8,6,11,9,13,12,9,116.0
"Whyte, Cooper",,1,,,,,,,,,,,,,1.0
Totals,170,197,219,248,207,213,202,186,208,142,193,195,183,170,2733.0
Opponent,CW,CA,GC,HW,WC,SY,ES,AD,RI,FR,GW,WB,PA,ME,
