Player,R1,R2,R3,R4,R5,R6,R7,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R20,R21,R22,Tot
"Bennett, Darren",,,-,,,,,,,,,,-,,,,,,,,
"Campbell, Adrian",,,,,,,,,,,,,,,,,,,3,-,3.0
"Charles, Sean",1,-,,,,,,,,,,,,,,,,,,,1.0
"Cuthbertson, Darren",,,,,,,,,,,,,1,-,1,-,-,,,,2.0
"Doyle, Greg",,,,-,,,,,,,,,,-,,,,,,,
"Dyson, Kevin",,,,,,,,,,,,,,-,-,-,1,1,-,-,2.0
"Febey, Matthew",1,3,-,,,1,1,1,3,-,2,3,2,2,1,-,2,-,2,-,24.0
"Febey, Steven",3,3,1,1,4,1,-,3,-,2,-,-,1,5,3,1,2,1,1,3,35.0
"Gilbert, Phil",2,-,,,2,3,1,-,1,1,1,-,,,1,3,-,1,,2,18.0
"Goodwin, Andy",,,,1,,,,,,,,,,,,1,,,1,1,4.0
"Grinter, Rod",,,,4,1,-,1,-,-,-,4,1,1,1,-,-,-,-,,,13.0
"Healy, Greg",1,2,-,3,1,1,2,-,,,,,,,,,,,,,10.0
"Hopgood, Paul",,,,-,1,1,1,1,1,2,4,2,3,-,-,1,1,-,1,-,19.0
"Jakovich, Allen",1,,,,,,,1,1,2,1,-,,,,,,-,2,-,8.0
"Kowal, Darren",,,2,,1,-,1,1,1,1,2,1,1,2,-,1,2,2,-,-,18.0
"Lamprill, Andrew",,,,,,,,,,,,,,,,,,,4,-,4.0
"Lovell, Andy",-,-,2,1,2,2,1,-,1,,,2,2,2,2,-,2,-,-,1,20.0
"Lovett, Brett",1,2,2,2,3,1,-,1,-,-,,,3,1,1,-,-,1,3,-,21.0
"Lovett, Glenn",3,-,2,1,3,2,3,1,-,1,-,1,2,-,1,-,3,2,2,1,28.0
"Lyon, Garry",3,,,1,2,4,2,2,-,3,2,2,3,3,1,2,6,2,4,3,45.0
"Molloy, Glenn",,,,,,,,,-,,,,,,,,,,,,
"Neitz, David",1,-,-,-,1,3,1,-,-,1,-,2,2,1,1,-,1,-,-,2,16.0
"Norrish, Jason",,,,,,,,,,,,,-,2,1,,1,,-,,4.0
"Obst, Andrew",,1,2,-,3,3,-,2,1,2,-,3,-,2,1,5,1,1,-,-,27.0
"Pickering, Michael",2,,,,1,-,1,,,,,,,,,,,,,,4.0
"Pike, Martin",-,1,2,1,2,-,1,-,,,,,,,,,,,,,7.0
"Robins, Haydn",4,1,1,,,,,,,2,2,-,,,,,,,,,10.0
"Rohde, Peter",-,1,-,1,1,-,1,-,1,1,-,1,1,2,1,1,1,2,-,-,15.0
"Schwarz, David",2,1,1,-,1,-,2,-,1,,,,,,,,,,,,8.0
"Simister, Scott",,,,,,,,,,1,-,2,,,,,,,,,3.0
"Stretch, Steven",3,-,-,-,,,,,1,-,-,2,-,-,-,2,-,2,,,10.0
"Stynes, Jim",6,1,2,1,2,6,5,3,3,3,3,5,1,3,1,1,3,2,2,3,56.0
"Tingay, Stephen",-,2,1,-,1,1,-,-,1,1,1,1,-,1,-,1,1,-,-,3,15.0
"Viney, Todd",-,-,1,2,-,2,3,2,2,2,-,3,2,2,-,2,1,2,3,-,29.0
"Wight, Sean",,1,-,,2,,,,,,-,,-,,,,,,,,3.0
"Yeats, Graeme",,2,3,2,,,,,,1,-,-,,,,,,1,,,9.0
Totals,34,21,22,21,34,31,27,18,18,26,22,31,25,29,16,21,28,20,28,19,491.0
Opponent,HW,FO,BB,NM,AD,RI,FI,WC,CA,CW,ES,SY,SK,GE,HW,FO,BB,AD,RI,FI,
