Player,R1,R2,R3,R4,R5,R6,R7,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R20,R21,R22,Tot
"Bennett, Darren",,,-,,,,,,,,,,-,,,,,,,,
"Campbell, Adrian",,,,,,,,,,,,,,,,,,,3,1,4.0
"Charles, Sean",1,1,,,,,,,,,,,,,,,,,,,2.0
"Cuthbertson, Darren",,,,,,,,,,,,,-,-,1,1,-,,,,2.0
"Doyle, Greg",,,,-,,,,,,,,,,-,,,,,,,
"Dyson, Kevin",,,,,,,,,,,,,,-,2,1,-,1,1,2,7.0
"Febey, Matthew",-,1,1,,,2,3,4,1,1,2,2,1,2,2,1,6,2,3,1,35.0
"Febey, Steven",-,2,-,2,-,-,1,4,1,2,-,-,2,1,1,-,2,1,3,-,22.0
"Gilbert, Phil",-,-,,,-,1,1,-,-,1,-,-,,,-,3,2,-,,-,8.0
"Goodwin, Andy",,,,-,,,,,,,,,,,,1,,,-,1,2.0
"Grinter, Rod",,,,-,-,1,-,-,2,-,1,1,1,-,-,-,1,1,,,8.0
"Healy, Greg",-,-,1,-,-,1,3,1,,,,,,,,,,,,,6.0
"Hopgood, Paul",,,,1,-,1,-,-,-,1,-,-,-,-,1,1,2,1,-,1,9.0
"Jakovich, Allen",-,,,,,,,2,-,-,-,-,,,,,,-,1,-,3.0
"Kowal, Darren",,,-,,1,-,-,-,1,2,1,2,2,1,-,1,3,4,-,3,21.0
"Lamprill, Andrew",,,,,,,,,,,,,,,,,,,2,-,2.0
"Lovell, Andy",-,-,1,-,-,1,1,4,2,,,2,-,-,2,-,1,1,1,2,18.0
"Lovett, Brett",-,-,-,1,3,-,1,-,-,1,,,-,-,1,1,-,2,1,-,11.0
"Lovett, Glenn",-,-,1,-,1,1,-,5,1,1,5,1,1,3,2,-,3,-,1,1,27.0
"Lyon, Garry",1,,,-,1,1,-,2,-,1,1,1,2,-,2,-,2,-,2,1,17.0
"Molloy, Glenn",,,,,,,,,1,,,,,,,,,,,,1.0
"Neitz, David",1,-,-,-,2,-,-,1,-,1,-,-,-,-,-,1,1,4,1,-,12.0
"Norrish, Jason",,,,,,,,,,,,,-,2,2,,3,,2,,9.0
"Obst, Andrew",,1,1,3,1,2,-,1,1,2,1,6,-,2,1,1,1,7,2,-,33.0
"Pickering, Michael",-,,,,1,1,3,,,,,,,,,,,,,,5.0
"Pike, Martin",-,1,-,1,1,-,1,1,,,,,,,,,,,,,5.0
"Robins, Haydn",1,-,2,,,,,,,1,1,-,,,,,,,,,5.0
"Rohde, Peter",-,2,-,-,1,-,-,1,-,2,-,2,2,2,-,1,-,-,-,2,15.0
"Schwarz, David",3,2,-,-,2,-,1,1,1,,,,,,,,,,,,10.0
"Simister, Scott",,,,,,,,,,1,-,1,,,,,,,,,2.0
"Stretch, Steven",-,-,-,-,,,,,-,2,1,4,1,1,1,1,1,-,,,12.0
"Stynes, Jim",-,-,-,-,-,-,-,-,-,1,2,-,1,-,1,-,-,-,1,-,6.0
"Tingay, Stephen",-,2,1,3,-,-,1,1,3,4,3,5,5,1,3,5,-,1,2,2,42.0
"Viney, Todd",-,2,2,1,2,3,2,1,3,1,1,1,2,2,1,2,2,1,6,3,38.0
"Wight, Sean",,-,1,,1,,,,,,-,,-,,,,,,,,2.0
"Yeats, Graeme",,1,1,2,,,,,,-,-,-,,,,,,-,,,4.0
Totals,7,15,12,14,17,15,18,29,17,25,19,28,20,17,23,21,30,26,32,20,405.0
Opponent,HW,FO,BB,NM,AD,RI,FI,WC,CA,CW,ES,SY,SK,GE,HW,FO,BB,AD,RI,FI,
