Player,R1,R2,R3,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,Tot
"Benison, Alf",-,1,1,1,,-,-,,,,,,,-,,3.0
"Blumfield, Max",,,,,,,,-,-,1,-,-,1,-,-,2.0
"Brown, Mel",,-,,,,,,,,,,,,,,
"Butcher, Jack",1,-,3,1,-,3,-,-,-,4,-,-,-,-,1,13.0
"Callick, Alf",,,,,,,,,,,,,,,-,
"Castles, Vic",1,1,2,-,-,2,-,1,3,2,1,1,-,1,1,16.0
"Cleary, Jim",-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1.0
"Culph, Charlie",,3,1,-,,,,5,5,3,4,6,3,-,5,35.0
"Eastmure, Bill",,,,-,2,-,-,,,,,,,,,2.0
"Engellenner, Dave",,-,-,,,,,-,-,-,-,-,-,-,-,
"Goldsmith, Gordon",,-,,,,,,,,,,,,,,
"Graham, Jack",-,,,-,3,1,1,-,-,-,1,1,1,2,2,12.0
"Hacker, Jack",-,,-,-,-,-,-,-,2,-,-,1,-,-,-,3.0
"Hartridge, Ron",,,,,,,2,3,2,-,-,-,-,-,-,7.0
"Hazelwood, Les",-,-,-,-,-,-,,,,,,,,,,
"Icke, Bill",-,,-,,,,,,,,,,,,,
"Kelly, Brian",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"King, Billy",1,,,-,-,1,-,-,-,1,1,-,-,-,-,4.0
"Lamborn, Chris",,,,,-,,,,,,,,,,,
"Leahy, Pat",,,2,-,-,1,2,1,2,-,2,2,2,,,14.0
"Leith, Merv",1,1,-,1,-,,-,-,2,4,-,-,1,-,-,10.0
"Linden, Alan",,,,,1,1,-,-,,,,,,,1,3.0
"Matthews, Herbie",-,,,,,-,-,-,-,-,-,1,-,-,-,1.0
"McCrory, Alan",,-,,,,,,,,,,,,,,
"Mitchell, Alex",-,-,-,-,,,,,,,,,,,,
"Moloney, George",1,1,-,,,,,,,,,,,,,2.0
"Moloney, Vin",,-,-,,,-,-,-,-,,,,,,,
"Mullenger, Allan",,-,-,-,-,-,-,-,-,1,2,1,2,1,,7.0
"Patterson, Fred",-,,,,,,,,,,,,,,,
"Richards, Reg",,-,-,,,-,,,-,-,-,-,-,-,-,
"Smith, Keith",1,,2,-,-,,-,-,-,-,-,-,-,1,-,4.0
"Southern, Wally",,-,,,,,,,,,,,,,,
"Sweet, Eric",,,,,-,1,,,,,,,,,,1.0
"Sweet, Jack",,,,-,-,-,-,,-,-,,,,,,
"Taylor, Percy",4,,5,4,1,2,-,-,,,,,,,,16.0
"White, Lindsay",3,5,,3,5,,,,,,3,8,2,2,-,31.0
"Williams, Jack",-,,,,,,,,,-,-,-,-,-,-,
Totals,13,12,16,10,12,12,6,10,16,16,14,21,12,7,10,187.0
Opponent,ES,ME,FI,HW,NM,RI,FO,CA,CW,SK,NM,ME,CW,HW,FO,
