Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,Tot
"Allen, Oscar",7,6,9,10,9,7,4,12,7,4,9,9,9,2,5,109.0
"Barnett, Harry",,,,,,,,,,,,,,,-,
"Barrass, Tom",15,4,17,10,7,8,2,6,5,,6,,,6,15,101.0
"Bazzo, Rhett",,,,,,2,1,,,2,4,5,6,2,9,31.0
"Chesser, Campbell",4,3,8,,,,,,,5,,,3,4,8,35.0
"Clark, Greg",,,,4,6,5,6,8,9,3,6,5,4,,,56.0
"Cole, Tom",8,7,11,6,,,,,,,,,,,,32.0
"Cripps, Jamie",5,8,2,,,,,,,,,,,,5,20.0
"Culley, Jai",,,,1,3,7,3,-,,,,,,,,14.0
"Darling, Jack",9,9,5,6,6,6,3,4,6,,,,6,7,5,72.0
"Duggan, Liam",10,11,15,12,16,14,17,20,22,8,18,24,,13,19,219.0
"Edwards, Harry",,,,,,,,,4,8,,,,,,12.0
"Edwards, Luke",,,,8,4,7,6,6,7,,3,,5,1,,47.0
"Foley, Luke",,,,,,12,5,5,6,8,9,11,6,,,62.0
"Gaff, Andrew",11,16,12,13,8,10,8,8,8,5,7,12,7,5,6,136.0
"Ginbey, Reuben",4,9,6,3,5,7,2,5,4,1,8,8,8,6,4,80.0
"Hewett, Elijah",,1,9,1,,,,,,,,1,,8,6,26.0
"Hough, Brady",,,,5,7,,,,4,5,9,12,7,7,8,64.0
"Hunt, Jayden",6,17,14,15,12,12,18,14,8,12,21,14,7,4,15,189.0
"Hurn, Shannon",19,17,17,8,,,13,15,,,21,4,,,22,136.0
"Jamieson, Callum",2,,,,,,,,3,3,,6,,,,14.0
"Jones, Jamaine",7,18,7,13,16,12,9,18,4,11,,,,,,115.0
"Kelly, Tim",13,14,14,19,7,9,10,11,13,9,13,15,16,16,,179.0
"Long, Noah",6,3,6,3,5,,,,,2,3,10,2,5,11,56.0
"Maric, Ryan",,,,,,,,,,,,,4,3,4,11.0
"McGovern, Jeremy",15,14,7,,,,,,,,,,,,,36.0
"ONeill, Xavier",4,,,,5,,7,8,7,7,9,7,7,,4,65.0
"Petrevski-Seton, Sam",,9,16,7,8,7,1,,,,,,6,2,,56.0
"Petruccelle, Jack",-,,,,3,10,6,8,6,7,4,10,9,9,9,81.0
"Rotham, Josh",,,,2,6,7,5,10,11,10,2,9,,,,62.0
"Ryan, Liam",11,13,6,,,,,,,,,,,,,30.0
"Sheed, Dom",12,9,10,,,,,14,9,21,9,22,9,10,11,136.0
"Shuey, Luke",18,5,5,,,9,,,,,,,7,18,17,79.0
"Trew, Zane",,,,,,2,,3,,,,,6,,,11.0
"Waterman, Jake",,11,5,10,15,14,7,12,4,17,12,5,,,,112.0
"West, Connor",,,,5,-,5,7,7,5,3,7,1,,,,40.0
"Williams, Bailey",3,3,7,9,4,10,4,8,1,6,6,6,8,4,7,86.0
"Williams, Jack",,,,,,,,,,,,,,1,5,6.0
"Witherden, Alex",9,9,5,,14,14,12,14,19,23,8,15,7,7,23,179.0
"Yeo, Elliot",,,,9,9,,,,,,11,13,15,15,,72.0
Totals,198,216,213,179,175,196,156,216,172,180,205,224,164,155,218,2867.0
Opponent,NM,GW,FR,ME,GE,PA,CA,RI,GC,HW,ES,CW,AD,SY,SK,
