Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,Tot
"Amartey, Joel",,1,2,3,-,,,,,,,1,1,2,2,12.0
"Blakey, Nick",5,2,1,1,-,7,1,3,2,6,3,1,4,-,5,41.0
"Buller, Jack",,,,,,,,,,,,,-,,,
"Campbell, Braeden",4,1,3,2,3,5,4,2,1,2,1,5,2,2,1,38.0
"Clarke, Ryan",,,,,,1,3,5,1,3,3,5,,3,-,24.0
"Cunningham, Harry",2,1,1,-,1,1,-,4,1,1,1,1,-,1,3,18.0
"Florent, Oliver",-,1,1,3,4,7,1,4,4,4,-,6,3,-,1,39.0
"Fox, Robbie",,,,2,2,2,,4,6,3,4,3,2,-,2,30.0
"Francis, Aaron",,,,,,4,3,-,2,-,2,5,6,3,1,26.0
"Franklin, Lance",7,,3,5,,,4,2,4,3,1,7,,,,36.0
"Gould, Will",,,,,1,-,,,1,1,,,,,,3.0
"Gulden, Errol",2,4,4,1,5,7,4,3,1,4,-,7,4,4,4,54.0
"Hayward, Will",4,2,4,1,1,4,3,3,2,1,1,3,2,,-,31.0
"Heeney, Isaac",4,4,3,3,2,4,2,3,3,2,2,1,,1,7,41.0
"Hickey, Tom",,,,,,,,,3,,6,1,4,2,4,20.0
"Ladhams, Peter",5,5,5,4,8,4,4,3,,4,,,,,,42.0
"Lloyd, Jake",2,2,2,-,1,2,2,1,1,2,2,2,3,2,2,26.0
"McAndrew, Lachlan",,,,,,,,,,-,2,,,,,2.0
"McCartin, Paddy",3,-,2,-,,,,,,,,,,,,5.0
"McCartin, Tom",2,3,1,2,,,4,2,,,,,,,,14.0
"McDonald, Logan",1,1,1,1,1,2,1,4,-,,,,,-,2,14.0
"McInerney, Justin",4,1,1,1,3,-,,1,2,1,1,5,1,1,2,24.0
"McLean, Hayden",2,5,,,1,2,3,3,3,2,2,2,1,2,2,30.0
"Melican, Lewis",,,,,,,,,,,1,1,-,3,4,9.0
"Mills, Callum",3,3,4,2,1,3,3,5,-,,,,,1,2,27.0
"Papley, Tom",3,2,3,6,6,1,5,4,6,1,4,2,6,4,2,55.0
"Parker, Luke",2,4,3,3,6,3,5,6,4,3,5,,2,2,5,53.0
"Rampe, Dane",-,-,2,2,,,,,,,,3,4,-,1,12.0
"Roberts, Matt",-,1,1,,1,1,,,,,,,,,,4.0
"Rowbottom, James",4,3,7,2,2,2,2,4,5,3,9,3,8,4,7,65.0
"Sheather, Marc",,,,,,,2,3,1,,,,,,,6.0
"Sheldrick, Angus",,,,,,,1,,,-,,6,5,2,1,15.0
"Stephens, Dylan",3,3,1,1,4,5,2,,,3,,,2,,,24.0
"Warner, Chad",6,1,4,6,6,5,5,5,3,3,6,3,2,2,,57.0
"Warner, Corey",,,,,1,,,,,,-,,,,,1.0
"Wicks, Sam",,,,,,,,,,,1,1,3,,,5.0
Totals,68,50,59,51,60,72,64,74,56,52,57,74,65,41,60,903.0
Opponent,GC,HW,ME,PA,RI,GE,GW,CW,FR,NM,CA,SK,BL,WC,GE,
