Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,Tot
"Amartey, Joel",,3,11,4,2,,,,,,,1,8,3,3,,35.0
"Blakey, Nick",3,7,3,5,8,7,2,2,8,6,8,3,6,3,4,1,76.0
"Buller, Jack",,,,,,,,,,,,,-,,,,
"Campbell, Braeden",9,2,3,5,7,4,4,7,6,1,3,8,2,8,4,3,76.0
"Clarke, Ryan",,,,,,4,4,2,1,6,2,8,,5,-,,32.0
"Cunningham, Harry",3,3,2,4,2,1,7,3,2,3,3,7,3,1,7,3,54.0
"Florent, Oliver",7,7,5,8,7,4,5,3,5,7,2,13,4,4,3,7,91.0
"Fox, Robbie",,,,5,2,10,,8,6,11,8,7,4,2,8,5,76.0
"Francis, Aaron",,,,,,5,1,3,8,5,5,4,5,4,2,5,47.0
"Franklin, Lance",5,,3,3,,,10,7,1,7,2,4,,,,6,48.0
"Gould, Will",,,,,2,2,,,3,-,,,,,,,7.0
"Gulden, Errol",13,9,10,8,9,6,14,13,11,9,7,8,8,10,12,11,158.0
"Hayward, Will",7,8,4,2,3,2,8,2,2,3,6,3,4,,2,9,65.0
"Heeney, Isaac",7,6,4,8,15,7,11,7,9,10,14,8,,10,7,9,132.0
"Hickey, Tom",,,,,,,,,6,,8,4,11,13,5,6,53.0
"Ladhams, Peter",7,7,8,13,11,2,12,5,,3,,,,,,,68.0
"Lloyd, Jake",5,5,3,6,11,4,7,3,3,5,7,5,3,5,6,2,80.0
"McAndrew, Lachlan",,,,,,,,,,6,2,,,,,,8.0
"McCartin, Paddy",5,4,3,-,,,,,,,,,,,,,12.0
"McCartin, Tom",6,6,5,-,,,6,6,,,,,,,,6,35.0
"McDonald, Logan",1,6,2,4,4,3,9,1,2,,,,,5,-,6,43.0
"McInerney, Justin",4,4,3,1,1,3,,3,5,5,6,7,6,6,7,2,63.0
"McLean, Hayden",6,3,,,6,8,3,8,10,6,8,7,3,7,-,5,80.0
"Melican, Lewis",,,,,,,,,,,7,4,2,2,8,6,29.0
"Mills, Callum",7,9,12,8,5,3,9,8,-,,,,,6,11,8,86.0
"Papley, Tom",9,8,1,10,12,6,4,5,9,3,7,10,4,5,3,6,102.0
"Parker, Luke",12,11,5,10,8,12,13,12,13,18,13,,14,18,8,9,176.0
"Rampe, Dane",9,2,3,6,,,,,,,,6,5,7,-,4,42.0
"Roberts, Matt",4,3,-,,8,1,,,,,,,,,,,16.0
"Rowbottom, James",10,10,9,7,8,7,10,11,15,7,10,17,15,20,6,8,170.0
"Sheather, Marc",,,,,,,1,1,5,,,,,,,,7.0
"Sheldrick, Angus",,,,,,,1,,,1,,10,9,12,6,5,44.0
"Stephens, Dylan",8,6,5,3,3,7,5,,,2,,,1,,,,40.0
"Warner, Chad",12,11,3,19,12,11,14,9,13,11,8,11,8,6,,,148.0
"Warner, Corey",,,,,2,,,,,,-,,,,,,2.0
"Wicks, Sam",,,,,,,,,,,7,2,2,,,,11.0
Totals,159,140,107,139,148,119,160,129,143,135,143,157,127,162,112,132,2212.0
Opponent,GC,HW,ME,PA,RI,GE,GW,CW,FR,NM,CA,SK,BL,WC,GE,RI,
