Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,Tot
"Amartey, Joel",,1,-,2,-,,,,,,,-,-,2,2,,7.0
"Blakey, Nick",4,2,-,-,-,2,-,-,2,1,1,4,3,1,-,1,21.0
"Buller, Jack",,,,,,,,,,,,,2,,,,2.0
"Campbell, Braeden",3,5,6,3,4,2,2,1,3,4,1,4,1,1,4,1,45.0
"Clarke, Ryan",,,,,,3,4,3,5,3,5,1,,-,-,,24.0
"Cunningham, Harry",4,1,2,4,2,5,-,2,1,3,3,2,3,3,5,3,43.0
"Florent, Oliver",2,2,3,2,1,3,2,-,1,3,1,-,3,2,1,-,26.0
"Fox, Robbie",,,,1,2,2,,2,5,2,2,4,-,1,2,5,28.0
"Francis, Aaron",,,,,,1,1,-,2,1,1,2,1,-,2,2,13.0
"Franklin, Lance",1,,1,-,,,4,2,3,5,1,1,,,,3,21.0
"Gould, Will",,,,,2,2,,,-,1,,,,,,,5.0
"Gulden, Errol",5,3,5,7,4,3,6,4,5,6,5,7,2,5,9,6,82.0
"Hayward, Will",2,5,1,4,2,1,1,3,3,3,6,2,3,,3,3,42.0
"Heeney, Isaac",3,4,-,3,7,8,3,2,4,2,10,6,,5,3,6,66.0
"Hickey, Tom",,,,,,,,,3,,2,3,-,-,4,6,18.0
"Ladhams, Peter",3,2,2,2,1,3,4,1,,-,,,,,,,18.0
"Lloyd, Jake",2,2,3,1,3,2,3,6,1,1,3,-,1,1,5,-,34.0
"McAndrew, Lachlan",,,,,,,,,,5,1,,,,,,6.0
"McCartin, Paddy",2,-,-,1,,,,,,,,,,,,,3.0
"McCartin, Tom",3,3,1,-,,,1,2,,,,,,,,2,12.0
"McDonald, Logan",1,-,1,3,1,1,-,2,2,,,,,1,1,1,14.0
"McInerney, Justin",4,2,3,2,2,2,,1,-,1,2,1,5,1,2,3,31.0
"McLean, Hayden",3,4,,,2,2,1,4,3,2,2,3,1,3,2,2,34.0
"Melican, Lewis",,,,,,,,,,,2,-,6,1,2,5,16.0
"Mills, Callum",7,3,4,3,1,8,2,3,-,,,,,2,6,7,46.0
"Papley, Tom",-,-,2,4,-,4,3,-,4,2,1,-,2,5,-,2,29.0
"Parker, Luke",6,4,3,4,6,4,4,5,2,5,5,,11,3,4,3,69.0
"Rampe, Dane",4,1,1,4,,,,,,,,-,2,2,4,3,21.0
"Roberts, Matt",3,-,-,,4,1,,,,,,,,,,,8.0
"Rowbottom, James",10,6,4,13,4,10,6,6,5,6,12,4,11,13,5,7,122.0
"Sheather, Marc",,,,,,,1,2,3,,,,,,,,6.0
"Sheldrick, Angus",,,,,,,2,,,1,,6,4,4,6,1,24.0
"Stephens, Dylan",4,2,3,-,1,1,1,,,2,,,3,,,,17.0
"Warner, Chad",8,4,-,5,3,2,6,4,7,3,5,7,3,5,,,62.0
"Warner, Corey",,,,,1,,,,,,-,,,,,,1.0
"Wicks, Sam",,,,,,,,,,,2,3,4,,,,9.0
Totals,84,56,45,68,53,72,57,55,64,62,73,60,71,61,72,72,1025.0
Opponent,GC,HW,ME,PA,RI,GE,GW,CW,FR,NM,CA,SK,BL,WC,GE,RI,
