Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,Tot
"Amartey, Joel",,2,-,1,-,,,,,,,1,2,-,2,,8.0
"Blakey, Nick",1,3,5,4,8,7,3,8,5,10,5,2,9,7,10,2,89.0
"Buller, Jack",,,,,,,,,,,,,1,,,,1.0
"Campbell, Braeden",5,1,-,-,2,3,2,2,1,1,-,-,1,-,5,2,25.0
"Clarke, Ryan",,,,,,1,-,1,-,1,-,1,,-,-,,4.0
"Cunningham, Harry",1,-,1,-,1,1,2,-,2,3,2,4,2,1,1,-,21.0
"Florent, Oliver",2,1,-,-,1,-,2,1,2,2,1,3,-,1,1,1,18.0
"Fox, Robbie",,,,5,6,1,,5,2,2,6,4,-,1,2,-,34.0
"Francis, Aaron",,,,,,5,13,-,7,3,4,14,6,6,4,2,64.0
"Franklin, Lance",1,,1,-,,,4,3,4,2,1,2,,,,2,20.0
"Gould, Will",,,,,3,2,,,8,5,,,,,,,18.0
"Gulden, Errol",2,1,1,2,2,1,1,-,-,1,2,-,1,-,1,-,15.0
"Hayward, Will",-,1,-,1,2,1,1,-,2,1,1,1,3,,-,1,15.0
"Heeney, Isaac",3,-,1,1,2,3,-,1,2,-,1,2,,3,1,1,21.0
"Hickey, Tom",,,,,,,,,4,,5,2,2,-,2,2,17.0
"Ladhams, Peter",2,1,2,4,3,5,2,2,,3,,,,,,,24.0
"Lloyd, Jake",2,4,1,3,1,1,3,3,2,1,4,1,3,3,2,1,35.0
"McAndrew, Lachlan",,,,,,,,,,4,2,,,,,,6.0
"McCartin, Paddy",4,4,8,1,,,,,,,,,,,,,17.0
"McCartin, Tom",5,3,11,2,,,10,7,,,,,,,,5,43.0
"McDonald, Logan",1,-,1,3,-,3,2,1,1,,,,,1,-,1,14.0
"McInerney, Justin",2,1,3,1,2,2,,3,3,2,1,2,-,1,3,-,26.0
"McLean, Hayden",6,-,,,3,8,5,5,4,1,1,4,3,3,1,-,44.0
"Melican, Lewis",,,,,,,,,,,8,10,6,5,6,6,41.0
"Mills, Callum",4,-,1,1,4,3,1,1,-,,,,,-,-,-,15.0
"Papley, Tom",3,-,1,-,1,-,-,-,2,1,3,3,1,2,2,1,20.0
"Parker, Luke",-,1,1,1,1,2,2,2,2,2,-,,5,2,1,1,23.0
"Rampe, Dane",9,9,4,11,,,,,,,,1,3,2,11,8,58.0
"Roberts, Matt",-,-,-,,3,-,,,,,,,,,,,3.0
"Rowbottom, James",1,-,1,-,-,2,1,-,1,1,2,3,-,3,-,-,15.0
"Sheather, Marc",,,,,,,-,-,2,,,,,,,,2.0
"Sheldrick, Angus",,,,,,,-,,,-,,1,2,-,-,-,3.0
"Stephens, Dylan",4,3,-,1,1,1,2,,,-,,,-,,,,12.0
"Warner, Chad",2,-,2,1,1,1,3,-,1,-,2,1,-,-,,,14.0
"Warner, Corey",,,,,-,,,,,,-,,,,,,
"Wicks, Sam",,,,,,,,,,,3,-,-,,,,3.0
Totals,60,35,45,43,47,53,59,45,57,46,54,62,50,41,55,36,788.0
Opponent,GC,HW,ME,PA,RI,GE,GW,CW,FR,NM,CA,SK,BL,WC,GE,RI,
