Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,Tot
"Amartey, Joel",,1,8,3,-,,,,,,,2,5,2,5,,26.0
"Blakey, Nick",2,6,7,7,11,7,5,7,6,7,5,3,10,12,15,6,116.0
"Buller, Jack",,,,,,,,,,,,,1,,,,1.0
"Campbell, Braeden",6,2,4,5,7,7,2,4,4,5,6,8,1,8,5,3,77.0
"Clarke, Ryan",,,,,,3,5,10,5,8,4,5,,11,-,,51.0
"Cunningham, Harry",4,5,7,2,4,5,11,8,6,7,10,8,4,6,7,7,101.0
"Florent, Oliver",9,14,11,9,8,3,1,13,11,12,7,14,8,13,7,17,157.0
"Fox, Robbie",,,,13,7,11,,12,5,14,10,8,8,4,8,7,107.0
"Francis, Aaron",,,,,,1,3,2,4,3,2,8,2,5,8,4,42.0
"Franklin, Lance",1,,1,4,,,2,5,1,5,3,2,,,,5,29.0
"Gould, Will",,,,,3,1,,,3,2,,,,,,,9.0
"Gulden, Errol",6,9,6,7,6,-,11,5,15,9,8,2,8,10,6,7,115.0
"Hayward, Will",8,4,3,1,1,2,4,7,2,3,7,3,3,,3,5,56.0
"Heeney, Isaac",4,4,3,5,8,5,7,6,8,7,10,8,,9,3,12,99.0
"Hickey, Tom",,,,,,,,,8,,8,11,10,10,4,3,54.0
"Ladhams, Peter",13,5,8,8,7,3,11,6,,1,,,,,,,62.0
"Lloyd, Jake",13,8,10,6,10,5,5,6,8,4,12,7,10,7,10,3,124.0
"McAndrew, Lachlan",,,,,,,,,,6,2,,,,,,8.0
"McCartin, Paddy",1,5,3,-,,,,,,,,,,,,,9.0
"McCartin, Tom",4,8,7,2,,,7,6,,,,,,,,3,37.0
"McDonald, Logan",2,3,5,3,2,1,5,1,-,,,,,2,2,4,30.0
"McInerney, Justin",8,9,6,7,4,5,,11,6,8,6,8,4,10,11,4,107.0
"McLean, Hayden",7,2,,,6,7,2,9,6,5,5,5,5,8,3,8,78.0
"Melican, Lewis",,,,,,,,,,,10,4,3,4,5,5,31.0
"Mills, Callum",11,14,15,9,7,5,9,19,-,,,,,13,17,9,128.0
"Papley, Tom",3,5,1,3,4,4,3,3,4,5,1,5,3,5,5,4,58.0
"Parker, Luke",16,16,7,11,9,10,15,20,14,13,8,,8,19,14,19,199.0
"Rampe, Dane",12,6,9,8,,,,,,,,8,5,11,5,3,67.0
"Roberts, Matt",4,1,1,,5,-,,,,,,,,,,,11.0
"Rowbottom, James",7,7,2,4,6,3,8,10,11,7,8,15,9,10,5,10,122.0
"Sheather, Marc",,,,,,,1,2,3,,,,,,,,6.0
"Sheldrick, Angus",,,,,,,2,,,2,,9,10,15,11,9,58.0
"Stephens, Dylan",8,5,6,9,1,2,3,,,3,,,1,,,,38.0
"Warner, Chad",9,8,7,14,8,9,13,14,13,10,12,10,6,15,,,148.0
"Warner, Corey",,,,,5,,,,,,1,,,,,,6.0
"Wicks, Sam",,,,,,,,,,,6,2,3,,,,11.0
Totals,158,147,137,140,129,99,135,186,143,146,151,155,127,209,159,157,2378.0
Opponent,GC,HW,ME,PA,RI,GE,GW,CW,FR,NM,CA,SK,BL,WC,GE,RI,
