Player,R1,R2,R3,R4,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,Tot
"Beasy, Maurie",-,-,-,1,-,-,-,-,-,-,,,-,-,,1,2.0
"Bell, Harry",,,,-,-,-,-,-,1,-,-,-,-,-,-,-,1.0
"Blackman, Billy",-,-,,,1,,-,-,,,,-,-,-,-,-,1.0
"Blackmore, Hedley",-,-,,,,,,,,,,,-,3,1,-,4.0
"Bolt, George",,-,-,-,,,-,-,,,-,,,,,,
"Boromeo, Bert",-,1,,,,,,,-,-,1,1,,,,,3.0
"Brew, Ray",,,2,2,-,1,-,1,2,-,2,-,1,1,2,-,14.0
"Chandler, Newton",,,,,,,,,,,,,-,-,-,-,
"Clover, Horrie",1,3,1,,,,2,3,3,2,2,1,5,1,4,,28.0
"Credlin, Leo",,2,-,,,-,,,,,,,,,,,2.0
"Davies, Johnny",1,-,1,-,-,,1,1,,,-,-,-,-,-,-,4.0
"Dick, Roy",,,,,,,,,,,,,,,,-,
"Duncan, Alex",1,-,4,1,-,-,2,4,,1,-,1,3,2,1,1,21.0
"Farrow, Alec",2,,-,,,,,,,,,,,,,,2.0
"Faust, Rowley",,-,-,-,-,-,-,,,-,-,-,-,-,-,-,
"Fraser, Jim",2,1,,-,1,,1,,,,,,,,,,5.0
"Goodrick, Garney",,,,,,,,-,-,-,1,-,-,-,-,1,2.0
"Goonan, Jimmy",,,-,1,,,,,-,,,,-,,,,1.0
"Greenhill, Jack",,,,1,-,-,,,,,,,,,,,1.0
"Hart, Tom",,,,,,2,1,2,2,2,2,2,,,-,-,13.0
"Hill, Clyde",,,,,,,,,,,,,,,,-,
"Hiskins, Rupe",-,-,,,,-,-,-,,,,-,-,1,-,1,2.0
"Husband, Les",,,,,,,,-,1,1,-,-,-,-,-,-,2.0
"Kennedy, Pat",,,,,,,,,2,-,-,-,2,1,-,,5.0
"Martin, Ernie",,,,,-,,,,,,,,,,,,
"Martin, Frank",,,-,,,,,,,,,,,,,,
"McKenzie, Croft",-,-,,,,,,,,,,,,,,,
"McLatchie, Stewart",-,-,-,2,1,1,,2,-,-,,-,2,1,1,,10.0
"Morrissey, Jack",-,-,-,-,-,-,-,,-,,,,,,,,
"OBrien, Paddy",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Pringle, Fred",,,,-,1,-,2,-,-,-,,,,,,,3.0
"Pritchard, Frank",1,1,,1,1,1,,-,,,-,,,,,,5.0
"Russell, Joe",-,,-,-,-,-,,,,-,-,,,,,,
"Toole, Harry",-,-,-,-,-,1,1,,2,,,,,-,-,-,4.0
"Watson, Jim",,,,,,,,,-,-,-,-,-,-,-,-,
"Whannell, Dan",-,,-,,,-,1,-,-,-,-,-,,,,,1.0
"Wilson, Bob",,,-,-,-,-,-,-,-,-,-,-,,,,,
Totals,8,8,8,9,5,6,11,13,13,6,8,5,13,10,9,4,136.0
Opponent,FI,SK,RI,ES,SM,CW,ME,GE,FI,SK,RI,ES,SM,CW,ME,GE,
