Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Thu 24 Mar 7:40pm,Gabba,33369,Round 1,2005,BRL,STK,116,93
Sat 26 Mar 2:10pm,Marvel Stadium,40345,Round 1,2005,NTH,CAR,105,85
Sat 26 Mar 5:40pm,Domain Stadium,33704,Round 1,2005,FRE,POR,88,53
Sat 26 Mar 7:10pm,MCG,47849,Round 1,2005,MEL,ESS,103,57
Sun 27 Mar 1:10pm,SCG,27274,Round 1,2005,SYD,HAW,118,55
Sun 27 Mar 2:10pm,MCG,48251,Round 1,2005,RCH,GEE,98,160
Sun 27 Mar 2:40pm,AAMI Stadium,39055,Round 1,2005,ADE,WCE,53,64
Mon 28 Mar 2:10pm,MCG,53259,Round 1,2005,COL,WBD,80,112
Fri 1 Apr 7:40pm,MCG,56446,Round 2,2005,CAR,ESS,110,106
Sat 2 Apr 2:10pm,Manuka Oval,13481,Round 2,2005,NTH,SYD,82,59
Sat 2 Apr 2:10pm,Marvel Stadium,26307,Round 2,2005,WBD,MEL,111,137
Sat 2 Apr 5:40pm,Domain Stadium,39578,Round 2,2005,WCE,GEE,84,62
Sat 2 Apr 7:10pm,AAMI Stadium,34892,Round 2,2005,POR,BRL,75,73
Sun 3 Apr 1:10pm,UTAS Stadium,12465,Round 2,2005,STK,FRE,59,58
Sun 3 Apr 2:10pm,Marvel Stadium,31464,Round 2,2005,COL,ADE,75,81
Sun 3 Apr 2:10pm,MCG,33409,Round 2,2005,HAW,RCH,89,103
Fri 8 Apr 7:40pm,MCG,51793,Round 3,2005,MEL,GEE,114,66
Sat 9 Apr 2:10pm,MCG,61608,Round 3,2005,CAR,COL,108,128
Sat 9 Apr 2:10pm,Marvel Stadium,36140,Round 3,2005,STK,NTH,93,100
Sat 9 Apr 5:40pm,Domain Stadium,42027,Round 3,2005,FRE,WCE,80,88
Sat 9 Apr 7:10pm,Gabba,33960,Round 3,2005,BRL,SYD,81,87
Sun 10 Apr 12:40pm,AAMI Stadium,44807,Round 3,2005,ADE,POR,124,56
Sun 10 Apr 2:10pm,Marvel Stadium,30871,Round 3,2005,WBD,RCH,84,88
Sun 10 Apr 2:10pm,MCG,44971,Round 3,2005,ESS,HAW,77,75
Fri 15 Apr 7:40pm,MCG,51565,Round 4,2005,NTH,COL,93,90
Sat 16 Apr 2:10pm,MCG,27778,Round 4,2005,HAW,BRL,115,69
Sat 16 Apr 2:10pm,Domain Stadium,39124,Round 4,2005,WCE,WBD,143,107
Sat 16 Apr 7:10pm,AAMI Stadium,33519,Round 4,2005,POR,CAR,109,109
Sat 16 Apr 7:10pm,Marvel Stadium,48653,Round 4,2005,GEE,ESS,131,75
Sun 17 Apr 1:10pm,SCG,30478,Round 4,2005,SYD,ADE,79,120
Sun 17 Apr 2:10pm,MCG,24242,Round 4,2005,RCH,FRE,100,52
Sun 17 Apr 2:10pm,Marvel Stadium,40004,Round 4,2005,STK,MEL,151,104
Fri 22 Apr 8:10pm,AAMI Stadium,33405,Round 5,2005,POR,GEE,95,99
Sat 23 Apr 2:10pm,Domain Stadium,36056,Round 5,2005,FRE,CAR,103,84
Sat 23 Apr 2:10pm,MCG,38764,Round 5,2005,NTH,HAW,108,89
Sat 23 Apr 7:10pm,SCG,29099,Round 5,2005,SYD,MEL,60,94
Sat 23 Apr 7:10pm,Marvel Stadium,27900,Round 5,2005,WBD,ADE,140,109
Sun 24 Apr 1:10pm,Gabba,33007,Round 5,2005,BRL,WCE,84,157
Sun 24 Apr 5:10pm,Marvel Stadium,49580,Round 5,2005,STK,RCH,147,79
Mon 25 Apr 2:10pm,MCG,70033,Round 5,2005,ESS,COL,83,69
Fri 29 Apr 7:40pm,Marvel Stadium,49018,Round 6,2005,CAR,HAW,89,83
Sat 30 Apr 2:10pm,MCG,21963,Round 6,2005,MEL,FRE,129,143
Sat 30 Apr 2:10pm,AAMI Stadium,41867,Round 6,2005,ADE,NTH,74,64
Sat 30 Apr 5:40pm,Domain Stadium,39687,Round 6,2005,WCE,SYD,104,59
Sat 30 Apr 7:10pm,Marvel Stadium,44055,Round 6,2005,ESS,BRL,88,136
Sun 1 May 1:10pm,GMHBA Stadium,23019,Round 6,2005,GEE,WBD,108,73
Sun 1 May 2:10pm,MCG,44122,Round 6,2005,COL,STK,71,109
Sun 1 May 2:10pm,Marvel Stadium,21301,Round 6,2005,RCH,POR,123,67
Fri 6 May 7:40pm,MCG,39475,Round 7,2005,MEL,ADE,78,54
Sat 7 May 2:10pm,Marvel Stadium,44814,Round 7,2005,GEE,STK,119,101
Sat 7 May 2:10pm,MCG,52234,Round 7,2005,RCH,CAR,151,66
Sat 7 May 7:10pm,Gabba,30639,Round 7,2005,BRL,WBD,87,110
Sat 7 May 7:10pm,Accor Stadium,31668,Round 7,2005,SYD,ESS,94,88
Sun 8 May 1:10pm,UTAS Stadium,16933,Round 7,2005,HAW,WCE,77,96
Sun 8 May 2:40pm,Domain Stadium,36491,Round 7,2005,FRE,COL,180,68
Sun 8 May 2:40pm,AAMI Stadium,27050,Round 7,2005,POR,NTH,119,72
Fri 13 May 7:40pm,Marvel Stadium,45758,Round 8,2005,CAR,GEE,73,143
Sat 14 May 2:10pm,MCG,38587,Round 8,2005,HAW,MEL,128,89
Sat 14 May 2:10pm,Domain Stadium,41177,Round 8,2005,WCE,STK,88,52
