Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Sat 10 Jul 1:45pm,UTAS Stadium,9111,Round 17,2021,HAW,FRE,46,108
Sat 10 Jul 4:35pm,MCG,31834,Round 17,2021,CAR,GEE,44,70
Sat 10 Jul 7:25pm,Heritage Bank Stadium,9075,Round 17,2021,BRL,STK,63,95
Sun 11 Jul 12:40pm,Mars Stadium,2952,Round 17,2021,GWS,GCS,64,65
Sun 11 Jul 3:20pm,Marvel Stadium,24817,Round 17,2021,WBD,SYD,60,79
Sun 11 Jul 4:10pm,MCG,29437,Round 17,2021,RCH,COL,71,87
Mon 12 Jul 5:40pm,Optus Stadium,30515,Round 17,2021,WCE,NTH,60,70
Thu 15 Jul 6:10pm,Optus Stadium,35271,Round 18,2021,FRE,GEE,31,100
Fri 16 Jul 7:50pm,Heritage Bank Stadium,4119,Round 18,2021,RCH,BRL,106,86
Sat 17 Jul 4:35pm,MCG,,Round 18,2021,MEL,HAW,79,79
Sat 17 Jul 4:35pm,Heritage Bank Stadium,8244,Round 18,2021,GCS,WBD,79,90
Sat 17 Jul 7:25pm,Marvel Stadium,,Round 18,2021,STK,POR,61,74
Sun 18 Jul 12:35pm,Heritage Bank Stadium,5114,Round 18,2021,NTH,ESS,74,92
Sun 18 Jul 3:20pm,MCG,,Round 18,2021,COL,CAR,62,91
Sun 18 Jul 4:10pm,Adelaide Oval,24554,Round 18,2021,ADE,WCE,56,98
Sun 18 Jul 6:10pm,Heritage Bank Stadium,2374,Round 18,2021,GWS,SYD,72,98
Fri 23 Jul 7:10pm,Marvel Stadium,,Round 19,2021,POR,COL,97,69
Sat 24 Jul 1:45pm,Marvel Stadium,,Round 19,2021,CAR,NTH,77,116
Sat 24 Jul 2:35pm,Optus Stadium,43657,Round 19,2021,WCE,STK,94,86
Sat 24 Jul 3:10pm,Gabba,16660,Round 19,2021,BRL,GCS,120,71
Sat 24 Jul 7:25pm,MCG,,Round 19,2021,MEL,WBD,65,85
Sat 24 Jul 7:40pm,Marvel Stadium,,Round 19,2021,ADE,HAW,102,83
Sun 25 Jul 12:30pm,Heritage Bank Stadium,2875,Round 19,2021,SYD,FRE,98,58
Sun 25 Jul 3:20pm,MCG,,Round 19,2021,GEE,RCH,95,57
Sun 25 Jul 6:10pm,Heritage Bank Stadium,2681,Round 19,2021,ESS,GWS,53,66
Fri 30 Jul 7:50pm,Marvel Stadium,,Round 20,2021,STK,CAR,81,112
Sat 31 Jul 12:20pm,Mars Stadium,,Round 20,2021,WBD,ADE,105,56
Sat 31 Jul 1:15pm,Blundstone Arena,8083,Round 20,2021,NTH,GEE,42,62
Sat 31 Jul 4:15pm,MCG,,Round 20,2021,COL,WCE,90,45
Sun 1 Aug 12:10pm,Marvel Stadium,,Round 20,2021,GCS,MEL,30,128
Sun 1 Aug 2:10pm,UTAS Stadium,5381,Round 20,2021,HAW,BRL,92,80
Sun 1 Aug 3:10pm,Optus Stadium,24979,Round 20,2021,FRE,RCH,55,51
Sun 1 Aug 3:10pm,MCG,,Round 20,2021,ESS,SYD,102,109
Sun 1 Aug 6:10pm,Marvel Stadium,,Round 20,2021,GWS,POR,73,100
Fri 6 Aug 7:50pm,GMHBA Stadium,,Round 21,2021,GEE,GWS,65,84
Sat 7 Aug 1:45pm,Marvel Stadium,,Round 21,2021,CAR,GCS,57,76
Sat 7 Aug 4:35pm,MCG,,Round 21,2021,RCH,NTH,89,56
Sat 7 Aug 7:10pm,Adelaide Oval,14736,Round 21,2021,ADE,POR,51,55
Sat 7 Aug 7:40pm,Marvel Stadium,,Round 21,2021,STK,SYD,93,64
Sun 8 Aug 2:10pm,MCG,,Round 21,2021,HAW,COL,97,78
Sun 8 Aug 3:10pm,Optus Stadium,29589,Round 21,2021,FRE,BRL,54,118
Sun 8 Aug 3:20pm,Marvel Stadium,,Round 21,2021,WBD,ESS,84,97
Mon 9 Aug 6:10pm,Optus Stadium,31584,Round 21,2021,WCE,MEL,63,72
Fri 13 Aug 7:50pm,Marvel Stadium,,Round 22,2021,GWS,RCH,106,67
Sat 14 Aug 1:45pm,UTAS Stadium,7822,Round 22,2021,HAW,WBD,64,37
Sat 14 Aug 4:05pm,Adelaide Oval,13943,Round 22,2021,POR,CAR,140,45
Sat 14 Aug 4:35pm,GMHBA Stadium,,Round 22,2021,GEE,STK,85,71
Sat 14 Aug 7:25pm,Gabba,15146,Round 22,2021,BRL,COL,142,57
Sat 14 Aug 7:40pm,Marvel Stadium,,Round 22,2021,NTH,SYD,77,91
Sun 15 Aug 2:10pm,MCG,,Round 22,2021,MEL,ADE,104,63
Sun 15 Aug 3:10pm,Optus Stadium,51692,Round 22,2021,FRE,WCE,79,64
Sun 15 Aug 3:20pm,GMHBA Stadium,,Round 22,2021,GCS,ESS,30,98
Fri 20 Aug 7:50pm,Marvel Stadium,,Round 23,2021,WBD,POR,64,66
Sat 21 Aug 1:35pm,MCG,,Round 23,2021,RCH,HAW,83,83
Sat 21 Aug 1:45pm,Marvel Stadium,,Round 23,2021,SYD,GCS,136,49
Sat 21 Aug 4:35pm,Gabba,21845,Round 23,2021,BRL,WCE,125,87
Sat 21 Aug 7:25pm,GMHBA Stadium,,Round 23,2021,GEE,MEL,77,81
Sat 21 Aug 7:40pm,Marvel Stadium,,Round 23,2021,CAR,GWS,75,89
Sun 22 Aug 12:15pm,Blundstone Arena,3082,Round 23,2021,STK,FRE,107,49
Sun 22 Aug 3:20pm,MCG,,Round 23,2021,ESS,COL,102,64
Sun 22 Aug 4:10pm,Adelaide Oval,13103,Round 23,2021,ADE,NTH,98,54
Fri 27 Aug 7:20pm,Adelaide Oval,19712,QF,2021,POR,GEE,86,43
Sat 28 Aug 3:20pm,UTAS Stadium,8635,EF,2021,SYD,GWS,73,74
Sat 28 Aug 7:00pm,Adelaide Oval,13784,QF,2021,MEL,BRL,93,60
Sun 29 Aug 3:20pm,UTAS Stadium,9760,EF,2021,WBD,ESS,85,36
Fri 3 Sep 5:50pm,Optus Stadium,44091,SF,2021,GEE,GWS,103,68
Sat 4 Sep 7:20pm,Gabba,36470,SF,2021,BRL,WBD,78,79
Fri 10 Sep 5:50pm,Optus Stadium,58599,PF,2021,MEL,GEE,125,42
Sat 11 Sep 7:10pm,Adelaide Oval,26400,PF,2021,POR,WBD,45,116
Sat 25 Sep 5:15pm,Optus Stadium,61118,GF,2021,MEL,WBD,140,66
