Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Fri 27 Mar,MCG,27150,R1,1998,NTH,WCE,103,101
Sat 28 Mar,Waverley Park,34323,R1,1998,STK,GEE,109,91
Sat 28 Mar,Princes Park,20957,R1,1998,CAR,ADE,73,63
Sat 28 Mar,Gabba,18788,R1,1998,BRL,WBD,72,118
Sat 28 Mar,MCG,47628,R1,1998,COL,HAW,123,84
Sun 29 Mar,Domain Stadium,18133,R1,1998,FRE,MEL,84,61
Sun 29 Mar,MCG,70200,R1,1998,RCH,ESS,103,89
Sun 29 Mar,AAMI Stadium,31230,R1,1998,POR,SYD,117,124
Fri 3 Apr,Domain Stadium,35909,R2,1998,WCE,COL,116,56
Sat 4 Apr,MCG,29990,R2,1998,MEL,NTH,125,100
Sat 4 Apr,SCG,32111,R2,1998,SYD,BRL,135,97
Sat 4 Apr,Waverley Park,18698,R2,1998,HAW,POR,67,112
Sat 4 Apr,GMHBA Stadium,26669,R2,1998,GEE,RCH,99,80
Sun 5 Apr,Princes Park,27659,R2,1998,WBD,CAR,140,84
Sun 5 Apr,MCG,53905,R2,1998,ESS,STK,182,93
Sun 5 Apr,AAMI Stadium,40602,R2,1998,ADE,FRE,167,74
Sat 11 Apr,AAMI Stadium,28167,R3,1998,POR,NTH,69,98
Sat 11 Apr,MCG,39954,R3,1998,RCH,HAW,103,97
Sat 11 Apr,Princes Park,26518,R3,1998,WBD,COL,119,85
Sun 12 Apr,Domain Stadium,34710,R3,1998,FRE,WCE,67,94
Sun 12 Apr,SCG,29614,R3,1998,SYD,GEE,160,57
Sun 12 Apr,Waverley Park,20532,R3,1998,STK,ADE,82,60
Mon 13 Apr,Gabba,17161,R3,1998,BRL,MEL,87,100
Mon 13 Apr,MCG,68177,R3,1998,ESS,CAR,99,98
Fri 17 Apr,MCG,78259,R4,1998,COL,RCH,133,88
Sat 18 Apr,WACA,27059,R4,1998,WCE,SYD,99,118
Sat 18 Apr,Waverley Park,36117,R4,1998,HAW,STK,121,129
Sat 18 Apr,GMHBA Stadium,26301,R4,1998,GEE,WBD,79,94
Sun 19 Apr,Waverley Park,26241,R4,1998,FRE,ESS,100,76
Sun 19 Apr,AAMI Stadium,41476,R4,1998,POR,ADE,73,64
Sun 19 Apr,Princes Park,27508,R4,1998,CAR,MEL,70,72
Sun 19 Apr,MCG,22688,R4,1998,NTH,BRL,137,120
Fri 24 Apr,MCG,34837,R5,1998,RCH,WCE,86,71
Sat 25 Apr,MCG,81542,R5,1998,COL,ESS,108,88
Sat 25 Apr,Waverley Park,22366,R5,1998,HAW,BRL,124,83
Sat 25 Apr,WACA,26335,R5,1998,FRE,NTH,104,87
Sun 26 Apr,MCG,21726,R5,1998,MEL,POR,102,53
Sun 26 Apr,AAMI Stadium,39974,R5,1998,ADE,GEE,87,61
Sun 26 Apr,SCG,36505,R5,1998,SYD,WBD,99,83
Sun 26 Apr,Waverley Park,31955,R5,1998,STK,CAR,88,66
Fri 1 May,Gabba,19219,R6,1998,BRL,RCH,86,51
Sat 2 May,GMHBA Stadium,23267,R6,1998,GEE,HAW,90,73
Sat 2 May,AAMI Stadium,30519,R6,1998,POR,FRE,96,60
Sat 2 May,Princes Park,24813,R6,1998,WBD,ESS,97,89
Sat 2 May,MCG,69963,R6,1998,COL,CAR,96,67
Sun 3 May,MCG,23041,R6,1998,NTH,ADE,106,102
Sun 3 May,Domain Stadium,36406,R6,1998,WCE,STK,119,121
Sun 3 May,SCG,25951,R6,1998,SYD,MEL,61,80
Fri 8 May,MCG,57894,R7,1998,COL,SYD,79,115
Fri 8 May,WACA,22037,R7,1998,FRE,HAW,57,99
Sat 9 May,MCG,56093,R7,1998,ESS,GEE,70,79
Sat 9 May,Princes Park,16058,R7,1998,CAR,POR,76,165
Sat 9 May,Waverley Park,23960,R7,1998,STK,BRL,82,99
Sun 10 May,MCG,46217,R7,1998,RCH,MEL,91,49
Sun 10 May,AAMI Stadium,39057,R7,1998,ADE,WCE,79,71
Sun 10 May,Princes Park,22058,R7,1998,WBD,NTH,111,83
Fri 15 May,MCG,35384,R8,1998,ESS,BRL,84,70
Sat 16 May,GMHBA Stadium,19449,R8,1998,GEE,FRE,76,54
Sat 16 May,Waverley Park,20063,R8,1998,STK,POR,72,45
Sat 16 May,MCG,43400,R8,1998,NTH,SYD,105,95
Sun 17 May,AAMI Stadium,40559,R8,1998,ADE,RCH,79,92
Sun 17 May,Waverley Park,34541,R8,1998,HAW,WBD,96,136
Sun 17 May,MCG,57425,R8,1998,MEL,COL,114,111
Sun 17 May,Domain Stadium,37361,R8,1998,WCE,CAR,92,84
Fri 22 May,WACA,22803,R9,1998,FRE,STK,105,90
Sat 23 May,Waverley Park,36428,R9,1998,WBD,RCH,88,75
Sat 23 May,Princes Park,20205,R9,1998,CAR,NTH,74,115
Sat 23 May,Gabba,19509,R9,1998,BRL,ADE,50,98
Sat 23 May,MCG,49580,R9,1998,MEL,ESS,84,122
Sat 23 May,GMHBA Stadium,19848,R9,1998,GEE,WCE,44,65
Sun 24 May,SCG,31420,R9,1998,SYD,HAW,117,80
Sun 24 May,AAMI Stadium,35659,R9,1998,POR,COL,80,63
Fri 29 May,WACA,28193,R10,1998,WCE,WBD,113,100
Sat 30 May,SCG,36180,R10,1998,SYD,STK,53,154
Sat 30 May,Waverley Park,41780,R10,1998,HAW,ESS,87,93
Sat 30 May,MCG,31225,R10,1998,RCH,POR,97,67
Sat 30 May,Princes Park,18317,R10,1998,CAR,BRL,111,87
Sun 31 May,AAMI Stadium,40844,R10,1998,ADE,MEL,111,58
Sun 31 May,Victoria Park,23188,R10,1998,COL,FRE,119,112
Sun 31 May,MCG,35595,R10,1998,NTH,GEE,91,114
Fri 5 Jun,MCG,62866,R11,1998,ESS,SYD,160,100
Sat 6 Jun,AAMI Stadium,28284,R11,1998,POR,WCE,55,57
Sat 6 Jun,Waverley Park,31365,R11,1998,HAW,MEL,70,117
Sat 6 Jun,MCG,41222,R11,1998,GEE,CAR,80,63
Sun 7 Jun,Domain Stadium,17452,R11,1998,FRE,BRL,121,50
Sun 7 Jun,Princes Park,21165,R11,1998,WBD,ADE,155,88
Mon 8 Jun,Waverley Park,71488,R11,1998,STK,RCH,137,110
Mon 8 Jun,MCG,58369,R11,1998,NTH,COL,126,97
Fri 12 Jun,WACA,27112,R12,1998,WCE,HAW,123,108
Sat 13 Jun,AAMI Stadium,40700,R12,1998,ADE,ESS,108,106
Sat 13 Jun,Princes Park,23226,R12,1998,CAR,SYD,100,74
Sat 13 Jun,MCG,41567,R12,1998,MEL,GEE,46,141
Sun 14 Jun,Princes Park,16487,R12,1998,WBD,FRE,122,96
Sun 14 Jun,Gabba,15924,R12,1998,BRL,POR,123,123
Sun 14 Jun,Waverley Park,50578,R12,1998,STK,COL,117,82
Sun 14 Jun,MCG,43497,R12,1998,RCH,NTH,127,92
Fri 19 Jun,MCG,45277,R13,1998,ESS,WCE,72,83
Sat 20 Jun,GMHBA Stadium,21833,R13,1998,GEE,BRL,80,106
Sat 20 Jun,MCG,34630,R13,1998,COL,ADE,70,79
Sat 20 Jun,Waverley Park,23845,R13,1998,HAW,NTH,114,112
Sat 20 Jun,AAMI Stadium,28746,R13,1998,POR,WBD,73,39
Sun 21 Jun,SCG,28445,R13,1998,SYD,RCH,102,91
Sun 21 Jun,Domain Stadium,23899,R13,1998,FRE,CAR,76,68
Sun 21 Jun,MCG,35055,R13,1998,MEL,STK,42,127
Fri 26 Jun,MCG,48618,R14,1998,NTH,ESS,127,109
Sat 27 Jun,AAMI Stadium,32431,R14,1998,POR,GEE,91,73
Sat 27 Jun,Princes Park,25529,R14,1998,CAR,HAW,92,76
Sat 27 Jun,MCG,25723,R14,1998,RCH,FRE,145,55
Sat 27 Jun,Waverley Park,49706,R14,1998,STK,WBD,87,72
Sun 28 Jun,Domain Stadium,35238,R14,1998,WCE,MEL,79,96
Sun 28 Jun,Gabba,17275,R14,1998,BRL,COL,135,83
Sun 28 Jun,SCG,30735,R14,1998,SYD,ADE,87,124
Fri 3 Jul,MCG,66287,R15,1998,RCH,CAR,132,70
Sat 4 Jul,MCG,37685,R15,1998,ESS,POR,108,81
Sat 4 Jul,Gabba,15369,R15,1998,BRL,WCE,49,76
Sat 4 Jul,Waverley Park,36557,R15,1998,STK,NTH,79,145
Sat 4 Jul,Princes Park,20782,R15,1998,WBD,MEL,83,65
Sun 5 Jul,Domain Stadium,21042,R15,1998,FRE,SYD,69,82
Sun 5 Jul,MCG,44806,R15,1998,COL,GEE,71,61
Sun 5 Jul,AAMI Stadium,38430,R15,1998,ADE,HAW,68,35
Fri 17 Jul,AAMI Stadium,42713,R16,1998,ADE,CAR,101,105
Sat 18 Jul,GMHBA Stadium,26879,R16,1998,GEE,STK,76,100
Sat 18 Jul,Princes Park,16131,R16,1998,WBD,BRL,177,86
Sat 18 Jul,MCG,20365,R16,1998,MEL,FRE,106,83
