Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Thu 16 Mar 7:20pm,MCG,88084,Round 1,2023,RCH,CAR,58,58
Fri 17 Mar 7:40pm,MCG,86595,Round 1,2023,GEE,COL,103,125
Sat 18 Mar 1:45pm,Marvel Stadium,21274,Round 1,2023,NTH,WCE,87,82
Sat 18 Mar 4:05pm,Adelaide Oval,34255,Round 1,2023,POR,BRL,126,72
Sat 18 Mar 7:00pm,Heritage Bank Stadium,13648,Round 1,2023,GCS,SYD,61,110
Sat 18 Mar 7:25pm,MCG,48103,Round 1,2023,MEL,WBD,115,65
Sun 19 Mar 1:10pm,GIANTS Stadium,8169,Round 1,2023,GWS,ADE,106,90
Sun 19 Mar 3:20pm,MCG,68691,Round 1,2023,HAW,ESS,65,124
Sun 19 Mar 4:40pm,Marvel Stadium,23429,Round 1,2023,STK,FRE,67,52
Thu 23 Mar 7:20pm,MCG,55861,Round 2,2023,CAR,GEE,90,82
Fri 24 Mar 6:55pm,Gabba,30047,Round 2,2023,BRL,MEL,93,82
Sat 25 Mar 1:45pm,MCG,60744,Round 2,2023,COL,POR,135,64
Sat 25 Mar 4:05pm,Adelaide Oval,38492,Round 2,2023,ADE,RCH,76,108
Sat 25 Mar 4:30pm,Optus Stadium,40487,Round 2,2023,FRE,NTH,72,73
Sat 25 Mar 7:25pm,Marvel Stadium,33294,Round 2,2023,WBD,STK,41,92
Sun 26 Mar 1:10pm,SCG,37052,Round 2,2023,SYD,HAW,118,37
Sun 26 Mar 3:20pm,Optus Stadium,44649,Round 2,2023,WCE,GWS,100,81
Sun 26 Mar 3:20pm,Marvel Stadium,32915,Round 2,2023,ESS,GCS,108,80
Thu 30 Mar 7:20pm,Marvel Stadium,23665,Round 3,2023,WBD,BRL,67,53
Fri 31 Mar 7:50pm,MCG,85241,Round 3,2023,COL,RCH,63,49
Sat 1 Apr 1:45pm,UTAS Stadium,11007,Round 3,2023,HAW,NTH,80,61
Sat 1 Apr 4:35pm,GIANTS Stadium,9691,Round 3,2023,GWS,CAR,64,74
Sat 1 Apr 7:00pm,Adelaide Oval,48962,Round 3,2023,POR,ADE,86,117
Sat 1 Apr 7:25pm,MCG,69255,Round 3,2023,STK,ESS,92,74
Sun 2 Apr 2:10pm,Heritage Bank Stadium,13122,Round 3,2023,GCS,GEE,73,54
Sun 2 Apr 3:20pm,MCG,42423,Round 3,2023,MEL,SYD,134,84
Sun 2 Apr 3:20pm,Optus Stadium,56090,Round 3,2023,FRE,WCE,108,67
Thu 6 Apr 7:35pm,Gabba,33565,Round 4,2023,BRL,COL,116,83
Fri 7 Apr 4:20pm,Marvel Stadium,49062,Round 4,2023,NTH,CAR,84,107
Sat 8 Apr 1:15pm,Adelaide Oval,33725,Round 4,2023,ADE,FRE,111,72
Sat 8 Apr 4:35pm,MCG,56449,Round 4,2023,RCH,WBD,84,89
Sat 8 Apr 7:30pm,SCG,31686,Round 4,2023,SYD,POR,64,66
Sat 8 Apr 7:30pm,Marvel Stadium,21049,Round 4,2023,STK,GCS,113,60
Sun 9 Apr 2:10pm,Marvel Stadium,28815,Round 4,2023,ESS,GWS,88,75
Sun 9 Apr 3:20pm,Optus Stadium,42458,Round 4,2023,WCE,MEL,63,126
Mon 10 Apr 3:20pm,MCG,65335,Round 4,2023,GEE,HAW,127,45
Thu 13 Apr 7:10pm,Adelaide Oval,47395,Round 5,2023,ADE,CAR,118,62
Fri 14 Apr 4:40pm,Norwood Oval,9329,Round 5,2023,FRE,GCS,100,90
Fri 14 Apr 7:40pm,Adelaide Oval,42134,Round 5,2023,RCH,SYD,78,122
Sat 15 Apr 12:40pm,Adelaide Hills,7329,Round 5,2023,BRL,NTH,152,77
Sat 15 Apr 3:40pm,Adelaide Oval,33832,Round 5,2023,ESS,MEL,104,77
Sat 15 Apr 7:20pm,Adelaide Oval,45115,Round 5,2023,POR,WBD,70,56
Sun 16 Apr 12:40pm,Adelaide Oval,30120,Round 5,2023,GEE,WCE,136,89
Sun 16 Apr 2:50pm,Norwood Oval,9057,Round 5,2023,GWS,HAW,77,75
Sun 16 Apr 4:20pm,Adelaide Oval,43976,Round 5,2023,COL,STK,70,64
Fri 21 Apr 6:10pm,Optus Stadium,47503,Round 6,2023,FRE,WBD,69,118
Sat 22 Apr 1:15pm,Adelaide Oval,31638,Round 6,2023,POR,WCE,109,69
Sat 22 Apr 4:35pm,Manuka Oval,10461,Round 6,2023,GWS,BRL,87,108
Sat 22 Apr 7:25pm,GMHBA Stadium,23134,Round 6,2023,GEE,SYD,130,37
Sun 23 Apr 1:10pm,UTAS Stadium,10119,Round 6,2023,HAW,ADE,76,79
Sun 23 Apr 3:20pm,Marvel Stadium,45770,Round 6,2023,CAR,STK,60,82
Sun 23 Apr 4:40pm,Heritage Bank Stadium,9672,Round 6,2023,GCS,NTH,97,54
Mon 24 Apr 7:25pm,MCG,83985,Round 6,2023,MEL,RCH,96,78
Tue 25 Apr 3:20pm,MCG,95179,Round 6,2023,COL,ESS,90,77
Fri 28 Apr 7:50pm,Marvel Stadium,25845,Round 7,2023,STK,POR,76,83
Sat 29 Apr 1:45pm,Gabba,25528,Round 7,2023,BRL,FRE,115,67
Sat 29 Apr 2:10pm,SCG,31615,Round 7,2023,SYD,GWS,106,107
Sat 29 Apr 4:35pm,Marvel Stadium,40119,Round 7,2023,WBD,HAW,94,65
Sat 29 Apr 5:30pm,Optus Stadium,47940,Round 7,2023,WCE,CAR,44,152
Sat 29 Apr 7:25pm,MCG,29455,Round 7,2023,MEL,NTH,139,49
Sun 30 Apr 1:10pm,MCG,67457,Round 7,2023,ESS,GEE,104,132
Sun 30 Apr 3:20pm,Marvel Stadium,23664,Round 7,2023,RCH,GCS,48,72
Sun 30 Apr 4:10pm,Adelaide Oval,43942,Round 7,2023,ADE,COL,58,59
Fri 5 May 7:50pm,Marvel Stadium,45458,Round 8,2023,CAR,BRL,74,100
Sat 6 May 1:45pm,MCG,28293,Round 8,2023,RCH,WCE,104,58
Sat 6 May 2:10pm,GMHBA Stadium,21415,Round 8,2023,GEE,ADE,98,72
Sat 6 May 4:35pm,Heritage Bank Stadium,11440,Round 8,2023,GCS,MEL,85,90
Sat 6 May 5:30pm,Optus Stadium,37160,Round 8,2023,FRE,HAW,117,48
Sat 6 May 7:30pm,Manuka Oval,10039,Round 8,2023,GWS,WBD,71,86
Sun 7 May 12:40pm,Adelaide Oval,36247,Round 8,2023,POR,ESS,92,87
Sun 7 May 3:20pm,MCG,71463,Round 8,2023,COL,SYD,77,48
