Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Fri 26 Mar 7:45pm,MCG,55622,Round 1,2004,RCH,COL,97,57
Sat 27 Mar 1:15pm,Domain Stadium,34177,Round 1,2004,FRE,CAR,107,60
Sat 27 Mar 2:15pm,MCG,38351,Round 1,2004,HAW,MEL,119,70
Sat 27 Mar 7:10pm,Gabba,34028,Round 1,2004,BRL,SYD,80,78
Sat 27 Mar 7:15pm,Marvel Stadium,35042,Round 1,2004,STK,GEE,122,61
Sun 28 Mar 12:45pm,AAMI Stadium,28413,Round 1,2004,POR,ESS,158,62
Sun 28 Mar 2:15pm,MCG,19231,Round 1,2004,NTH,ADE,149,74
Sun 28 Mar 2:15pm,Marvel Stadium,18841,Round 1,2004,WBD,WCE,137,144
Fri 2 Apr 7:40pm,MCG,33406,Round 2,2004,MEL,RCH,135,76
Sat 3 Apr 2:10pm,MCG,40044,Round 2,2004,COL,WBD,106,97
Sat 3 Apr 2:10pm,AAMI Stadium,41095,Round 2,2004,ADE,BRL,83,104
Sat 3 Apr 5:40pm,Domain Stadium,39760,Round 2,2004,WCE,POR,115,118
Sat 3 Apr 7:10pm,Marvel Stadium,44876,Round 2,2004,ESS,STK,60,94
Sun 4 Apr 1:10pm,SCG,21366,Round 2,2004,SYD,FRE,102,71
Sun 4 Apr 2:10pm,Princes Park,25037,Round 2,2004,CAR,GEE,104,50
Sun 4 Apr 2:10pm,MCG,35305,Round 2,2004,HAW,NTH,74,103
Thu 8 Apr 7:40pm,Gabba,36467,Round 3,2004,BRL,COL,137,77
Sat 10 Apr 2:10pm,MCG,36273,Round 3,2004,NTH,CAR,111,106
Sat 10 Apr 7:10pm,SCG,25451,Round 3,2004,SYD,GEE,73,67
Sat 10 Apr 7:10pm,Marvel Stadium,33195,Round 3,2004,ESS,WCE,137,131
Sun 11 Apr 12:40pm,AAMI Stadium,27421,Round 3,2004,POR,HAW,171,90
Sun 11 Apr 2:10pm,MCG,27767,Round 3,2004,WBD,MEL,87,97
Sun 11 Apr 2:10pm,Domain Stadium,32575,Round 3,2004,FRE,ADE,73,64
Mon 12 Apr 2:10pm,Marvel Stadium,43468,Round 3,2004,STK,RCH,114,69
Fri 16 Apr 7:40pm,MCG,60864,Round 4,2004,CAR,ESS,80,117
Sat 17 Apr 2:10pm,MCG,20093,Round 4,2004,MEL,POR,124,71
Sat 17 Apr 2:10pm,Domain Stadium,39666,Round 4,2004,WCE,BRL,79,76
Sat 17 Apr 7:10pm,Marvel Stadium,31375,Round 4,2004,GEE,RCH,127,78
Sat 17 Apr 7:10pm,AAMI Stadium,42219,Round 4,2004,ADE,STK,98,113
Sun 18 Apr 1:10pm,Manuka Oval,14891,Round 4,2004,NTH,SYD,70,121
Sun 18 Apr 2:10pm,Marvel Stadium,34416,Round 4,2004,COL,FRE,54,88
Sun 18 Apr 2:10pm,MCG,24959,Round 4,2004,HAW,WBD,97,109
Fri 23 Apr 7:40pm,Marvel Stadium,25267,Round 5,2004,RCH,ADE,59,134
Sat 24 Apr 2:10pm,Princes Park,18018,Round 5,2004,CAR,WCE,92,43
Sat 24 Apr 2:10pm,Marvel Stadium,38896,Round 5,2004,STK,NTH,130,65
Sat 24 Apr 7:10pm,Gabba,34526,Round 5,2004,BRL,HAW,110,62
Sat 24 Apr 7:20pm,Accor Stadium,33127,Round 5,2004,SYD,MEL,99,111
Sun 25 Apr 1:10pm,MCG,57294,Round 5,2004,COL,ESS,79,112
Sun 25 Apr 2:10pm,Domain Stadium,35021,Round 5,2004,FRE,GEE,117,91
Sun 25 Apr 2:45pm,AAMI Stadium,26839,Round 5,2004,POR,WBD,119,64
Fri 30 Apr 7:40pm,Marvel Stadium,37947,Round 6,2004,RCH,HAW,84,83
Sat 1 May 2:10pm,MCG,38946,Round 6,2004,ESS,SYD,108,98
Sat 1 May 2:10pm,Manuka Oval,7222,Round 6,2004,NTH,WBD,119,120
Sat 1 May 5:40pm,Domain Stadium,42135,Round 6,2004,WCE,FRE,73,83
Sat 1 May 7:10pm,Marvel Stadium,52539,Round 6,2004,STK,BRL,92,91
Sun 2 May 1:10pm,GMHBA Stadium,18224,Round 6,2004,GEE,ADE,101,58
Sun 2 May 2:10pm,MCG,38799,Round 6,2004,MEL,CAR,160,55
Sun 2 May 2:45pm,AAMI Stadium,31174,Round 6,2004,POR,COL,101,84
Fri 7 May 7:40pm,Marvel Stadium,45119,Round 7,2004,WBD,ESS,95,121
Sat 8 May 2:10pm,Domain Stadium,39931,Round 7,2004,FRE,STK,72,95
Sat 8 May 2:10pm,MCG,56617,Round 7,2004,CAR,COL,89,80
Sat 8 May 7:10pm,Marvel Stadium,27511,Round 7,2004,NTH,BRL,76,120
Sat 8 May 7:10pm,AAMI Stadium,44733,Round 7,2004,POR,ADE,87,119
Sun 9 May 1:10pm,SCG,23014,Round 7,2004,SYD,RCH,54,67
Sun 9 May 2:10pm,MCG,21145,Round 7,2004,MEL,WCE,122,73
Sun 9 May 5:10pm,Marvel Stadium,28612,Round 7,2004,HAW,GEE,52,108
Fri 14 May 8:10pm,AAMI Stadium,46309,Round 8,2004,ADE,ESS,84,135
Sat 15 May 2:10pm,MCG,33960,Round 8,2004,RCH,WBD,105,82
Sat 15 May 2:10pm,Domain Stadium,38870,Round 8,2004,WCE,SYD,124,97
Sat 15 May 7:10pm,Gabba,34368,Round 8,2004,BRL,CAR,140,102
Sat 15 May 7:10pm,Marvel Stadium,47898,Round 8,2004,STK,COL,138,91
Sun 16 May 1:10pm,UTAS Stadium,14554,Round 8,2004,HAW,FRE,70,61
Sun 16 May 2:10pm,Marvel Stadium,16910,Round 8,2004,NTH,POR,140,48
Sun 16 May 2:10pm,GMHBA Stadium,21157,Round 8,2004,GEE,MEL,101,87
Fri 21 May 7:40pm,Marvel Stadium,37881,Round 9,2004,COL,ADE,68,65
Sat 22 May 2:10pm,MCG,31291,Round 9,2004,MEL,NTH,96,78
Sat 22 May 2:10pm,Domain Stadium,32575,Round 9,2004,FRE,BRL,137,78
Sat 22 May 7:10pm,Marvel Stadium,51400,Round 9,2004,GEE,ESS,120,97
Sat 22 May 7:10pm,AAMI Stadium,25761,Round 9,2004,POR,RCH,128,50
Sun 23 May 1:10pm,SCG,25127,Round 9,2004,SYD,HAW,80,79
Sun 23 May 2:10pm,Princes Park,26041,Round 9,2004,CAR,WBD,79,104
Sun 23 May 2:10pm,Marvel Stadium,30478,Round 9,2004,STK,WCE,169,68
Fri 28 May 7:40pm,Marvel Stadium,38411,Round 10,2004,ESS,FRE,115,85
Sat 29 May 2:10pm,Domain Stadium,38517,Round 10,2004,WCE,RCH,100,63
Sat 29 May 2:10pm,MCG,22942,Round 10,2004,HAW,ADE,47,133
Sat 29 May 7:10pm,SCG,23479,Round 10,2004,WBD,SYD,67,93
Sat 29 May 7:10pm,Marvel Stadium,44833,Round 10,2004,NTH,COL,65,92
Sun 30 May 1:10pm,Gabba,32902,Round 10,2004,MEL,BRL,83,123
Sun 30 May 2:10pm,AAMI Stadium,29177,Round 10,2004,POR,GEE,116,112
Sun 30 May 2:10pm,Princes Park,37136,Round 10,2004,CAR,STK,88,196
Fri 4 Jun 7:40pm,Marvel Stadium,44401,Round 11,2004,COL,WCE,93,75
Sat 5 Jun 2:10pm,MCG,42682,Round 11,2004,HAW,ESS,80,154
Sat 5 Jun 2:10pm,AAMI Stadium,41617,Round 11,2004,ADE,CAR,87,91
Sat 5 Jun 7:10pm,Gabba,34241,Round 11,2004,BRL,POR,123,86
Sat 5 Jun 7:10pm,Marvel Stadium,31700,Round 11,2004,NTH,RCH,154,80
Sun 6 Jun 1:10pm,SCG,36039,Round 11,2004,SYD,STK,112,76
Sun 6 Jun 2:10pm,Domain Stadium,33125,Round 11,2004,FRE,MEL,62,93
Sun 6 Jun 2:10pm,Marvel Stadium,31811,Round 11,2004,WBD,GEE,67,113
Fri 11 Jun 7:40pm,Marvel Stadium,47302,Round 12,2004,CAR,HAW,100,88
Sat 12 Jun 12:00am,AAMI Stadium,28032,Round 12,2004,POR,SYD,132,60
Sat 12 Jun 2:10pm,MCG,28306,Round 12,2004,WBD,STK,103,80
