Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Thu 21 Mar 7:25pm,MCG,85016,R1,2019,CAR,RCH,64,97
Fri 22 Mar 7:50pm,MCG,78017,R1,2019,COL,GEE,65,72
Sat 23 Mar 1:45pm,MCG,38866,R1,2019,MEL,POR,61,87
Sat 23 Mar 4:05pm,Adelaide Oval,50180,R1,2019,ADE,HAW,55,87
Sat 23 Mar 7:20pm,Gabba,20029,R1,2019,BRL,WCE,102,58
Sat 23 Mar 7:25pm,Marvel Stadium,32303,R1,2019,WBD,SYD,82,65
Sun 24 Mar 1:10pm,Marvel Stadium,20291,R1,2019,STK,GCS,85,84
Sun 24 Mar 3:20pm,GIANTS Stadium,15424,R1,2019,GWS,ESS,112,40
Sun 24 Mar 3:20pm,Optus Stadium,40033,R1,2019,FRE,NTH,141,59
Thu 28 Mar 7:20pm,MCG,70699,R2,2019,RCH,COL,66,110
Fri 29 Mar 7:50pm,SCG,32575,R2,2019,SYD,ADE,62,88
Sat 30 Mar 4:35pm,Marvel Stadium,44252,R2,2019,ESS,STK,65,76
Sat 30 Mar 4:40pm,Adelaide Oval,41552,R2,2019,POR,CAR,88,72
Sat 30 Mar 5:10pm,Optus Stadium,54985,R2,2019,WCE,GWS,104,52
Sat 30 Mar 7:25pm,GMHBA Stadium,27561,R2,2019,GEE,MEL,126,46
Sun 31 Mar 1:10pm,Marvel Stadium,23100,R2,2019,NTH,BRL,87,107
Sun 31 Mar 3:20pm,MCG,39368,R2,2019,HAW,WBD,87,106
Sun 31 Mar 3:40pm,Heritage Bank Stadium,10119,R2,2019,GCS,FRE,61,58
Thu 4 Apr 7:20pm,Adelaide Oval,45631,R3,2019,ADE,GEE,75,99
Fri 5 Apr 7:50pm,MCG,52475,R3,2019,MEL,ESS,112,130
Sat 6 Apr 1:45pm,Marvel Stadium,39290,R3,2019,CAR,SYD,74,93
Sat 6 Apr 4:35pm,GIANTS Stadium,12697,R3,2019,GWS,RCH,125,76
Sat 6 Apr 6:25pm,Gabba,19958,R3,2019,BRL,POR,107,90
Sat 6 Apr 7:25pm,MCG,60878,R3,2019,COL,WCE,76,98
Sun 7 Apr 2:20pm,Marvel Stadium,22499,R3,2019,WBD,GCS,68,73
Sun 7 Apr 3:20pm,MCG,36174,R3,2019,HAW,NTH,87,71
Sun 7 Apr 3:20pm,Optus Stadium,38227,R3,2019,FRE,STK,71,66
Thu 11 Apr 7:20pm,SCG,26669,R4,2019,SYD,MEL,78,100
Fri 12 Apr 7:50pm,MCG,59257,R4,2019,COL,WBD,78,64
Sat 13 Apr 1:45pm,GMHBA Stadium,28780,R4,2019,GEE,GWS,75,79
Sat 13 Apr 2:10pm,MCG,48289,R4,2019,ESS,BRL,112,65
Sat 13 Apr 4:05pm,Adelaide Oval,38864,R4,2019,POR,RCH,92,99
Sat 13 Apr 6:10pm,Optus Stadium,58219,R4,2019,WCE,FRE,69,56
Sat 13 Apr 7:25pm,Marvel Stadium,17207,R4,2019,NTH,ADE,71,59
Sun 14 Apr 2:40pm,Heritage Bank Stadium,14176,R4,2019,GCS,CAR,59,57
Sun 14 Apr 3:20pm,Marvel Stadium,35883,R4,2019,STK,HAW,74,69
Thu 18 Apr 7:35pm,Gabba,34017,R5,2019,BRL,COL,61,123
Fri 19 Apr 4:20pm,Marvel Stadium,48278,R5,2019,NTH,ESS,58,116
Fri 19 Apr 6:10pm,Optus Stadium,49290,R5,2019,WCE,POR,53,95
Sat 20 Apr 1:45pm,Manuka Oval,11277,R5,2019,GWS,FRE,82,106
Sat 20 Apr 4:35pm,MCG,35558,R5,2019,MEL,STK,55,95
Sat 20 Apr 7:25pm,Marvel Stadium,40053,R5,2019,RCH,SYD,89,67
Sun 21 Apr 1:10pm,Marvel Stadium,35069,R5,2019,WBD,CAR,57,101
Sun 21 Apr 4:10pm,Adelaide Oval,40847,R5,2019,ADE,GCS,119,46
Mon 22 Apr 3:20pm,MCG,66347,R5,2019,HAW,GEE,90,113
Wed 24 Apr 7:35pm,MCG,72704,R6,2019,RCH,MEL,85,42
Thu 25 Apr 3:20pm,MCG,92241,R6,2019,ESS,COL,69,73
Fri 26 Apr 7:20pm,Adelaide Oval,36099,R6,2019,POR,NTH,88,72
Sat 27 Apr 1:45pm,Heritage Bank Stadium,13694,R6,2019,GCS,BRL,62,111
Sat 27 Apr 4:35pm,Marvel Stadium,28404,R6,2019,STK,ADE,68,97
Sat 27 Apr 6:10pm,Optus Stadium,43732,R6,2019,FRE,WBD,88,69
Sat 27 Apr 7:25pm,SCG,29780,R6,2019,SYD,GWS,79,120
Sun 28 Apr 3:20pm,UTAS Stadium,15888,R6,2019,HAW,CAR,93,88
Sun 28 Apr 4:40pm,GMHBA Stadium,28085,R6,2019,GEE,WCE,104,46
Fri 3 May 7:50pm,Marvel Stadium,37559,R7,2019,COL,POR,108,69
Sat 4 May 1:45pm,MCG,40864,R7,2019,MEL,HAW,79,74
Sat 4 May 1:45pm,Manuka Oval,12633,R7,2019,GWS,STK,114,70
Sat 4 May 4:35pm,Gabba,20075,R7,2019,BRL,SYD,103,81
Sat 4 May 6:10pm,Optus Stadium,47497,R7,2019,WCE,GCS,80,57
Sat 4 May 7:25pm,Marvel Stadium,36151,R7,2019,WBD,RCH,99,52
Sun 5 May 1:10pm,Marvel Stadium,42430,R7,2019,CAR,NTH,62,120
Sun 5 May 3:20pm,MCG,63527,R7,2019,GEE,ESS,86,54
Sun 5 May 4:10pm,Adelaide Oval,42383,R7,2019,ADE,FRE,51,34
Fri 10 May 7:50pm,SCG,26502,R8,2019,SYD,ESS,77,72
Sat 11 May 1:45pm,MCG,69289,R8,2019,CAR,COL,87,106
Sat 11 May 1:45pm,Mars Stadium,9039,R8,2019,WBD,BRL,92,76
Sat 11 May 4:35pm,Heritage Bank Stadium,9765,R8,2019,GCS,MEL,60,61
Sat 11 May 7:10pm,Adelaide Oval,49675,R8,2019,POR,ADE,68,88
Sat 11 May 7:25pm,Marvel Stadium,24246,R8,2019,STK,WCE,70,88
Sun 12 May 1:10pm,Marvel Stadium,21156,R8,2019,NTH,GEE,80,104
Sun 12 May 3:20pm,Optus Stadium,42641,R8,2019,FRE,RCH,86,111
Sun 12 May 3:20pm,MCG,14636,R8,2019,HAW,GWS,71,38
Fri 17 May 6:10pm,Optus Stadium,51162,R9,2019,WCE,MEL,85,69
Sat 18 May 1:45pm,MCG,60702,R9,2019,COL,STK,112,71
Sat 18 May 2:10pm,Gabba,20405,R9,2019,BRL,ADE,93,92
Sat 18 May 4:35pm,GMHBA Stadium,31373,R9,2019,GEE,WBD,133,89
Sat 18 May 7:25pm,Blundstone Arena,12799,R9,2019,NTH,SYD,72,77
Sat 18 May 7:25pm,Marvel Stadium,29176,R9,2019,ESS,FRE,60,53
Sun 19 May 12:40pm,Adelaide Oval,26129,R9,2019,POR,GCS,89,51
Sun 19 May 3:20pm,MCG,64936,R9,2019,RCH,HAW,95,59
Sun 19 May 4:40pm,GIANTS Stadium,9599,R9,2019,GWS,CAR,138,45
Fri 24 May 7:50pm,SCG,34649,R10,2019,SYD,COL,73,80
Sat 25 May 1:45pm,UTAS Stadium,11637,R10,2019,HAW,POR,80,49
Sat 25 May 2:10pm,Marvel Stadium,26156,R10,2019,WBD,NTH,90,115
