Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Fri 30 Mar 7:40pm,MCG,49490,Round 1,2007,MEL,STK,62,93
Sat 31 Mar 2:10pm,MCG,42402,Round 1,2007,NTH,COL,79,82
Sat 31 Mar 4:10pm,Domain Stadium,37425,Round 1,2007,FRE,POR,105,121
Sat 31 Mar 7:10pm,Accor Stadium,62586,Round 1,2007,SYD,WCE,73,74
Sat 31 Mar 7:10pm,Gabba,27104,Round 1,2007,BRL,HAW,69,44
Sun 1 Apr 1:10pm,AAMI Stadium,43064,Round 1,2007,ADE,ESS,74,105
Sun 1 Apr 2:10pm,Marvel Stadium,42626,Round 1,2007,WBD,GEE,113,93
Sun 1 Apr 5:10pm,MCG,59847,Round 1,2007,CAR,RCH,115,98
Thu 5 Apr 7:40pm,Gabba,28266,Round 2,2007,BRL,STK,102,50
Sat 7 Apr 2:10pm,MCG,37985,Round 2,2007,RCH,SYD,72,88
Sat 7 Apr 7:10pm,Marvel Stadium,41113,Round 2,2007,GEE,CAR,162,84
Sat 7 Apr 7:40pm,Domain Stadium,40413,Round 2,2007,WCE,COL,87,75
Sun 8 Apr 1:10pm,AAMI Stadium,25054,Round 2,2007,POR,NTH,122,104
Sun 8 Apr 2:10pm,Marvel Stadium,32623,Round 2,2007,ESS,FRE,122,112
Sun 8 Apr 5:10pm,MCG,27199,Round 2,2007,WBD,ADE,72,110
Mon 9 Apr 2:10pm,MCG,43197,Round 2,2007,HAW,MEL,116,94
Fri 13 Apr 7:40pm,MCG,70569,Round 3,2007,COL,RCH,115,90
Sat 14 Apr 2:10pm,MCG,64710,Round 3,2007,CAR,ESS,125,122
Sat 14 Apr 3:10pm,AAMI Stadium,36959,Round 3,2007,POR,ADE,63,87
Sat 14 Apr 7:10pm,Marvel Stadium,38474,Round 3,2007,STK,WBD,116,66
Sat 14 Apr 7:40pm,Domain Stadium,42051,Round 3,2007,FRE,WCE,70,101
Sun 15 Apr 1:10pm,SCG,24854,Round 3,2007,SYD,BRL,96,69
Sun 15 Apr 2:10pm,MCG,38438,Round 3,2007,MEL,GEE,57,109
Sun 15 Apr 5:10pm,Marvel Stadium,28481,Round 3,2007,NTH,HAW,70,91
Fri 20 Apr 7:40pm,MCG,36821,Round 4,2007,RCH,WBD,100,132
Sat 21 Apr 2:10pm,Marvel Stadium,47605,Round 4,2007,STK,ESS,68,99
Sat 21 Apr 2:10pm,MCG,35355,Round 4,2007,COL,POR,66,84
Sat 21 Apr 7:10pm,Heritage Bank Stadium,11133,Round 4,2007,NTH,BRL,87,63
Sat 21 Apr 7:40pm,AAMI Stadium,43752,Round 4,2007,ADE,SYD,61,44
Sun 22 Apr 1:10pm,UTAS Stadium,17120,Round 4,2007,HAW,GEE,76,72
Sun 22 Apr 2:10pm,MCG,16654,Round 4,2007,MEL,FRE,92,137
