Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Thu 24 Mar 7:10pm,MCG,60654,Round 1,2011,CAR,RCH,104,84
Fri 25 Mar 7:40pm,MCG,42869,Round 1,2011,GEE,STK,48,47
Sat 26 Mar 2:10pm,Marvel Stadium,35773,Round 1,2011,COL,POR,155,80
Sat 26 Mar 7:10pm,Gabba,23373,Round 1,2011,BRL,FRE,92,94
Sat 26 Mar 7:10pm,AAMI Stadium,42536,Round 1,2011,ADE,HAW,105,85
Sun 27 Mar 1:10pm,Marvel Stadium,42617,Round 1,2011,ESS,WBD,113,58
Sun 27 Mar 2:10pm,MCG,33951,Round 1,2011,MEL,SYD,84,84
Sun 27 Mar 4:10pm,Domain Stadium,35855,Round 1,2011,WCE,NTH,92,88
Fri 1 Apr 7:40pm,MCG,41465,Round 2,2011,STK,RCH,95,95
Sat 2 Apr 2:10pm,Marvel Stadium,40578,Round 2,2011,NTH,COL,56,143
Sat 2 Apr 2:40pm,AAMI Stadium,23214,Round 2,2011,POR,WCE,98,116
Sat 2 Apr 5:40pm,Domain Stadium,37004,Round 2,2011,FRE,GEE,78,89
Sat 2 Apr 6:40pm,Gabba,27914,Round 2,2011,GCS,CAR,52,171
Sun 3 Apr 1:10pm,Marvel Stadium,22331,Round 2,2011,WBD,BRL,123,45
Sun 3 Apr 2:10pm,Accor Stadium,28082,Round 2,2011,SYD,ESS,98,93
Sun 3 Apr 4:40pm,MCG,49905,Round 2,2011,HAW,MEL,122,77
Fri 8 Apr 7:40pm,MCG,88181,Round 3,2011,COL,CAR,102,74
Sat 9 Apr 2:10pm,Marvel Stadium,21373,Round 3,2011,WBD,GCS,122,51
Sat 9 Apr 2:40pm,AAMI Stadium,33414,Round 3,2011,ADE,FRE,54,79
Sat 9 Apr 5:40pm,Domain Stadium,37288,Round 3,2011,WCE,SYD,88,101
Sat 9 Apr 7:10pm,MCG,46369,Round 3,2011,RCH,HAW,52,115
Sun 10 Apr 1:10pm,MCG,24380,Round 3,2011,MEL,BRL,82,71
Sun 10 Apr 2:10pm,GMHBA Stadium,22420,Round 3,2011,GEE,POR,122,43
Sun 10 Apr 4:40pm,Marvel Stadium,47762,Round 3,2011,STK,ESS,84,136
Fri 15 Apr 7:40pm,MCG,58050,Round 4,2011,RCH,COL,90,161
Sat 16 Apr 2:10pm,UTAS Stadium,15063,Round 4,2011,HAW,WCE,72,65
Sat 16 Apr 2:10pm,MCG,78065,Round 4,2011,CAR,ESS,79,79
Sat 16 Apr 7:10pm,SCG,25300,Round 4,2011,SYD,GEE,54,81
Sat 16 Apr 7:10pm,AAMI Stadium,33143,Round 4,2011,POR,ADE,98,66
Sun 17 Apr 2:10pm,Gabba,12111,Round 4,2011,GCS,MEL,69,159
Sun 17 Apr 2:40pm,Domain Stadium,34779,Round 4,2011,FRE,NTH,127,98
Thu 21 Apr 7:40pm,Gabba,22543,Round 5,2011,BRL,STK,76,89
Sat 23 Apr 2:40pm,AAMI Stadium,21287,Round 5,2011,POR,GCS,101,104
Sat 23 Apr 7:10pm,Marvel Stadium,37607,Round 5,2011,CAR,ADE,85,79
Sun 24 Apr 4:40pm,Marvel Stadium,36461,Round 5,2011,NTH,RCH,103,112
