Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Wed 8 Mar,MCG,41648,Round 1,2000,MEL,RCH,92,94
Thu 9 Mar,Marvel Stadium,43012,Round 1,2000,ESS,POR,156,62
Fri 10 Mar,MCG,20580,Round 1,2000,NTH,WCE,111,154
Sat 11 Mar,Domain Stadium,19777,Round 1,2000,FRE,GEE,107,129
Sat 11 Mar,AAMI Stadium,37222,Round 1,2000,ADE,WBD,108,131
Sun 12 Mar,Marvel Stadium,31440,Round 1,2000,STK,SYD,100,134
Mon 13 Mar,MCG,53776,Round 1,2000,HAW,COL,86,140
Mon 13 Mar,Princes Park,22374,Round 1,2000,CAR,BRL,152,112
Thu 16 Mar,MCG,49521,Round 2,2000,ESS,RCH,130,87
Fri 17 Mar,MCG,23348,Round 2,2000,MEL,NTH,145,120
Sat 18 Mar,GMHBA Stadium,20476,Round 2,2000,GEE,STK,139,99
Sat 18 Mar,AAMI Stadium,24695,Round 2,2000,POR,FRE,87,125
Sun 19 Mar,Princes Park,21161,Round 2,2000,CAR,HAW,154,112
Sun 19 Mar,MCG,33076,Round 2,2000,COL,ADE,103,92
Sun 19 Mar,Marvel Stadium,24460,Round 2,2000,WBD,BRL,110,139
Sun 19 Mar,Domain Stadium,38127,Round 2,2000,WCE,SYD,70,82
Fri 24 Mar,MCG,37543,Round 3,2000,RCH,NTH,134,170
Sat 25 Mar,AAMI Stadium,39179,Round 3,2000,ADE,GEE,100,111
Sat 25 Mar,Marvel Stadium,21215,Round 3,2000,STK,WCE,116,116
Sat 25 Mar,MCG,20374,Round 3,2000,HAW,BRL,110,103
Sun 26 Mar,Marvel Stadium,18134,Round 3,2000,WBD,POR,141,94
Sun 26 Mar,MCG,82669,Round 3,2000,COL,CAR,160,87
Sun 26 Mar,SCG,26920,Round 3,2000,SYD,MEL,126,114
Sun 26 Mar,Domain Stadium,27230,Round 3,2000,FRE,ESS,88,124
Fri 31 Mar,Marvel Stadium,34623,Round 4,2000,NTH,GEE,104,99
Sat 1 Apr,WACA,26008,Round 4,2000,WCE,ADE,187,73
Sat 1 Apr,MCG,46889,Round 4,2000,HAW,ESS,90,137
Sat 1 Apr,Marvel Stadium,30576,Round 4,2000,WBD,CAR,98,59
Sat 1 Apr,SCG,34687,Round 4,2000,SYD,COL,101,106
Sun 2 Apr,Marvel Stadium,23578,Round 4,2000,RCH,FRE,87,88
Sun 2 Apr,AAMI Stadium,24458,Round 4,2000,POR,BRL,149,106
Sun 2 Apr,MCG,31642,Round 4,2000,MEL,STK,165,75
Fri 7 Apr,Marvel Stadium,45141,Round 5,2000,WBD,COL,110,118
Sat 8 Apr,MCG,64658,Round 5,2000,ESS,CAR,123,99
Sat 8 Apr,WACA,20484,Round 5,2000,FRE,MEL,75,106
Sat 8 Apr,Gabba,26395,Round 5,2000,BRL,ADE,122,92
Sun 9 Apr,SCG,19306,Round 5,2000,NTH,SYD,128,120
Sun 9 Apr,AAMI Stadium,22086,Round 5,2000,POR,HAW,74,113
