Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Thu 27 Mar,MCG,35802,Round 1,1997,NTH,MEL,55,70
Sat 29 Mar,Waverley Park,35732,Round 1,1997,STK,HAW,71,77
Sat 29 Mar,Domain Stadium,29965,Round 1,1997,WCE,SYD,78,37
Sat 29 Mar,MCG,51883,Round 1,1997,COL,POR,166,87
Sat 29 Mar,Princes Park,8664,Round 1,1997,WBD,FRE,76,80
Sun 30 Mar,MCG,48358,Round 1,1997,RCH,GEE,104,95
Sun 30 Mar,AAMI Stadium,36602,Round 1,1997,ADE,BRL,132,96
Mon 31 Mar,MCG,82363,Round 1,1997,ESS,CAR,106,99
Fri 4 Apr,MCG,61138,Round 2,1997,MEL,COL,56,163
Sat 5 Apr,MCG,32880,Round 2,1997,RCH,ADE,128,100
Sat 5 Apr,GMHBA Stadium,17988,Round 2,1997,GEE,WCE,78,72
Sat 5 Apr,Princes Park,12604,Round 2,1997,WBD,SYD,90,83
Sun 6 Apr,Domain Stadium,19057,Round 2,1997,FRE,HAW,87,73
Sun 6 Apr,AAMI Stadium,32747,Round 2,1997,POR,ESS,60,93
Sun 6 Apr,Gabba,17123,Round 2,1997,BRL,STK,154,57
Mon 7 Apr,MCG,38170,Round 2,1997,NTH,CAR,86,60
Fri 11 Apr,SCG,23598,Round 3,1997,SYD,MEL,99,91
Sat 12 Apr,MCG,35438,Round 3,1997,RCH,WBD,86,105
Sat 12 Apr,Waverley Park,54699,Round 3,1997,STK,COL,125,118
Sat 12 Apr,AAMI Stadium,32074,Round 3,1997,POR,GEE,129,90
Sun 13 Apr,MCG,57978,Round 3,1997,ESS,NTH,122,80
Sun 13 Apr,Waverley Park,27947,Round 3,1997,HAW,BRL,87,75
Sun 13 Apr,Domain Stadium,39294,Round 3,1997,WCE,FRE,111,71
Sun 13 Apr,Princes Park,25966,Round 3,1997,CAR,ADE,108,80
Fri 18 Apr,MCG,28043,Round 4,1997,MEL,WBD,87,89
Sat 19 Apr,Domain Stadium,38222,Round 4,1997,WCE,HAW,112,88
Sat 19 Apr,Waverley Park,35061,Round 4,1997,STK,SYD,81,127
Sat 19 Apr,Princes Park,15461,Round 4,1997,RCH,FRE,72,67
Sat 19 Apr,MCG,78704,Round 4,1997,COL,CAR,84,101
Sun 20 Apr,Gabba,18575,Round 4,1997,BRL,NTH,109,83
Sun 20 Apr,MCG,54922,Round 4,1997,ESS,GEE,78,85
Sun 20 Apr,AAMI Stadium,47256,Round 4,1997,ADE,POR,72,83
Fri 25 Apr,MCG,83271,Round 5,1997,ESS,COL,70,99
Fri 25 Apr,Domain Stadium,23504,Round 5,1997,FRE,STK,107,101
Sat 26 Apr,MCG,19655,Round 5,1997,MEL,WCE,78,126
Sat 26 Apr,Waverley Park,37576,Round 5,1997,HAW,SYD,99,74
Sat 26 Apr,Princes Park,12694,Round 5,1997,WBD,ADE,71,121
Sun 27 Apr,MCG,44449,Round 5,1997,NTH,RCH,141,46
Sun 27 Apr,AAMI Stadium,31757,Round 5,1997,POR,BRL,73,71
Sun 27 Apr,Princes Park,25801,Round 5,1997,CAR,GEE,86,94
Fri 2 May,WACA,29838,Round 6,1997,WCE,WBD,99,113
Sat 3 May,GMHBA Stadium,16467,Round 6,1997,GEE,FRE,97,43
Sat 3 May,Victoria Park,24663,Round 6,1997,COL,ADE,84,83
Sat 3 May,MCG,37642,Round 6,1997,ESS,BRL,102,71
Sat 3 May,Waverley Park,38953,Round 6,1997,HAW,NTH,93,103
Sun 4 May,SCG,37933,Round 6,1997,SYD,CAR,142,83
Sun 4 May,AAMI Stadium,36090,Round 6,1997,POR,RCH,122,58
Sun 4 May,Waverley Park,21104,Round 6,1997,STK,MEL,121,35
Fri 9 May,MCG,54901,Round 7,1997,NTH,COL,68,111
Sat 10 May,Princes Park,18860,Round 7,1997,WBD,HAW,133,88
Sat 10 May,MCG,48833,Round 7,1997,RCH,CAR,76,98
Sat 10 May,GMHBA Stadium,22151,Round 7,1997,GEE,SYD,76,44
Sat 10 May,WACA,18198,Round 7,1997,FRE,MEL,124,69
Sat 10 May,Waverley Park,17752,Round 7,1997,STK,POR,126,61
Sun 11 May,Gabba,17524,Round 7,1997,BRL,WCE,60,139
Sun 11 May,AAMI Stadium,39275,Round 7,1997,ADE,ESS,126,73
Fri 16 May,MCG,61014,Round 8,1997,COL,WBD,129,83
Sat 17 May,Princes Park,13056,Round 8,1997,NTH,POR,128,100
Sat 17 May,MCG,28989,Round 8,1997,MEL,GEE,49,128
Sat 17 May,AAMI Stadium,40147,Round 8,1997,ADE,SYD,144,55
Sun 18 May,Domain Stadium,14721,Round 8,1997,FRE,BRL,98,93
Sun 18 May,MCG,51928,Round 8,1997,ESS,STK,100,124
Sun 18 May,Princes Park,29783,Round 8,1997,CAR,HAW,106,81
Mon 19 May,MCG,26721,Round 8,1997,RCH,WCE,119,67
Fri 23 May,AAMI Stadium,32958,Round 9,1997,POR,MEL,78,27
Sat 24 May,Waverley Park,23463,Round 9,1997,HAW,ADE,88,102
Sat 24 May,SCG,39780,Round 9,1997,SYD,COL,111,74
Sat 24 May,Princes Park,18187,Round 9,1997,CAR,FRE,105,88
Sun 25 May,Waverley Park,52257,Round 9,1997,STK,RCH,141,94
Sun 25 May,Domain Stadium,38984,Round 9,1997,WCE,ESS,110,85
Sun 25 May,Gabba,19828,Round 9,1997,BRL,GEE,126,98
Sun 25 May,MCG,29307,Round 9,1997,NTH,WBD,71,103
Fri 30 May,AAMI Stadium,40116,Round 10,1997,POR,CAR,93,55
Sat 31 May,Princes Park,13614,Round 10,1997,NTH,WCE,103,58
Sat 31 May,GMHBA Stadium,22731,Round 10,1997,GEE,STK,107,79
Sat 31 May,Waverley Park,51494,Round 10,1997,HAW,COL,108,55
Sat 31 May,MCG,28879,Round 10,1997,RCH,MEL,67,92
Sun 1 Jun,Gabba,20403,Round 10,1997,BRL,SYD,92,89
Sun 1 Jun,MCG,50138,Round 10,1997,ESS,WBD,114,136
Mon 2 Jun,Domain Stadium,22464,Round 10,1997,FRE,ADE,72,105
Fri 6 Jun,MCG,70350,Round 11,1997,COL,RCH,71,77
Sat 7 Jun,Princes Park,24897,Round 11,1997,WBD,GEE,96,75
Sat 7 Jun,MCG,60594,Round 11,1997,ESS,HAW,91,124
Sat 7 Jun,AAMI Stadium,35669,Round 11,1997,POR,SYD,41,76
Sun 8 Jun,MCG,27463,Round 11,1997,MEL,ADE,45,97
Sun 8 Jun,Domain Stadium,29390,Round 11,1997,WCE,STK,73,89
Mon 9 Jun,Princes Park,27904,Round 11,1997,CAR,BRL,84,63
Mon 9 Jun,MCG,20585,Round 11,1997,NTH,FRE,105,79
Fri 13 Jun,SCG,35033,Round 12,1997,SYD,RCH,164,110
Sat 14 Jun,GMHBA Stadium,22871,Round 12,1997,GEE,HAW,82,88
Sat 14 Jun,Victoria Park,25323,Round 12,1997,COL,WCE,55,71
Sat 14 Jun,Princes Park,14025,Round 12,1997,WBD,POR,82,94
Sun 15 Jun,Waverley Park,44883,Round 12,1997,STK,CAR,116,85
Sun 15 Jun,Domain Stadium,21956,Round 12,1997,FRE,ESS,157,60
Sun 15 Jun,MCG,13392,Round 12,1997,MEL,BRL,50,135
Sun 15 Jun,AAMI Stadium,43345,Round 12,1997,ADE,NTH,83,105
Fri 27 Jun,Domain Stadium,37854,Round 13,1997,WCE,CAR,79,86
Sat 28 Jun,MCG,58812,Round 13,1997,RCH,ESS,34,127
Sat 28 Jun,Gabba,19560,Round 13,1997,BRL,COL,88,73
Sat 28 Jun,GMHBA Stadium,20236,Round 13,1997,GEE,ADE,110,54
Sat 28 Jun,Waverley Park,32370,Round 13,1997,STK,WBD,84,101
Sat 28 Jun,AAMI Stadium,30827,Round 13,1997,POR,FRE,69,54
Sun 29 Jun,SCG,30160,Round 13,1997,SYD,NTH,65,55
Sun 29 Jun,Waverley Park,31517,Round 13,1997,HAW,MEL,118,55
Fri 4 Jul,AAMI Stadium,39221,Round 14,1997,ADE,WCE,106,31
Sat 5 Jul,WACA,19290,Round 14,1997,FRE,SYD,48,33
Sat 5 Jul,MCG,65228,Round 14,1997,COL,GEE,72,80
Sat 5 Jul,Princes Park,32183,Round 14,1997,CAR,WBD,74,110
Sat 5 Jul,Waverley Park,32635,Round 14,1997,STK,NTH,133,79
Sun 6 Jul,Waverley Park,29886,Round 14,1997,HAW,POR,124,92
Sun 6 Jul,Gabba,19155,Round 14,1997,BRL,RCH,68,50
Sun 6 Jul,MCG,44803,Round 14,1997,ESS,MEL,120,57
Fri 11 Jul,MCG,45120,Round 15,1997,NTH,GEE,92,102
Sat 12 Jul,Princes Park,16430,Round 15,1997,WBD,BRL,73,137
