Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Fri 29 Mar,MCG,46832,Round 1,1996,MEL,GEE,56,183
Sat 30 Mar,Western Oval,10239,Round 1,1996,Fitzroy ,HAW,71,92
Sat 30 Mar,MCG,52271,Round 1,1996,RCH,ESS,104,122
Sat 30 Mar,Waverley Park,23434,Round 1,1996,STK,NTH,85,109
Sat 30 Mar,Gabba,14222,Round 1,1996,BRL,WBD,141,54
Sun 31 Mar,MCG,70152,Round 1,1996,COL,CAR,87,109
Sun 31 Mar,Domain Stadium,33041,Round 1,1996,FRE,WCE,45,67
Sun 31 Mar,AAMI Stadium,40665,Round 1,1996,ADE,SYD,130,40
Sat 6 Apr,WACA,29213,Round 2,1996,WCE,BRL,77,103
Sat 6 Apr,Western Oval,8685,Round 2,1996,Fitzroy ,ADE,101,133
Sat 6 Apr,Waverley Park,38263,Round 2,1996,HAW,RCH,51,98
Sat 6 Apr,MCG,30873,Round 2,1996,NTH,WBD,168,37
Sat 6 Apr,GMHBA Stadium,25950,Round 2,1996,GEE,STK,164,134
Sun 7 Apr,MCG,62207,Round 2,1996,ESS,CAR,72,101
Sun 7 Apr,SCG,10965,Round 2,1996,SYD,FRE,71,100
Mon 8 Apr,MCG,53268,Round 2,1996,COL,MEL,173,79
Fri 12 Apr,AAMI Stadium,43766,Round 3,1996,ADE,GEE,142,78
Sat 13 Apr,Waverley Park,20331,Round 3,1996,HAW,NTH,80,153
Sat 13 Apr,Gabba,20635,Round 3,1996,BRL,RCH,90,108
Sat 13 Apr,Western Oval,14345,Round 3,1996,WBD, Fitzroy,121,70
Sun 14 Apr,Waverley Park,20852,Round 3,1996,ESS,WCE,109,50
Sun 14 Apr,Princes Park,11881,Round 3,1996,MEL,STK,98,88
Sun 14 Apr,Domain Stadium,22652,Round 3,1996,FRE,CAR,102,49
Sun 14 Apr,SCG,17674,Round 3,1996,SYD,COL,107,73
Fri 19 Apr,Gabba,17469,Round 4,1996,BRL,NTH,125,95
Sat 20 Apr,Waverley Park,17625,Round 4,1996,STK, Fitzroy,160,75
Sat 20 Apr,AAMI Stadium,45266,Round 4,1996,ADE,ESS,161,65
Sat 20 Apr,Western Oval,16804,Round 4,1996,WBD,HAW,57,57
Sat 20 Apr,Victoria Park,23170,Round 4,1996,COL,FRE,98,61
Sat 20 Apr,Princes Park,19051,Round 4,1996,CAR,MEL,133,86
Sun 21 Apr,Domain Stadium,30837,Round 4,1996,WCE,GEE,88,106
Sun 21 Apr,Waverley Park,33847,Round 4,1996,SYD,RCH,71,70
Thu 25 Apr,MCG,87549,Round 5,1996,ESS,COL,105,117
Fri 26 Apr,WACA,26618,Round 5,1996,FRE,MEL,96,59
Sat 27 Apr,MCG,32215,Round 5,1996,NTH,ADE,152,113
Sat 27 Apr,Princes Park,19927,Round 5,1996,CAR,WCE,86,85
Sat 27 Apr,SCG,20227,Round 5,1996,SYD,HAW,88,76
Sat 27 Apr,GMHBA Stadium,26016,Round 5,1996,GEE,RCH,91,88
Sun 28 Apr,Waverley Park,27094,Round 5,1996,STK,WBD,116,90
Sun 28 Apr,Gabba,14495,Round 5,1996,BRL, Fitzroy,158,49
Fri 3 May,MCG,50074,Round 6,1996,NTH,GEE,104,93
Fri 3 May,SCG,22088,Round 6,1996,SYD,ESS,90,90
Sat 4 May,Western Oval,13497,Round 6,1996,Fitzroy ,RCH,62,154
Sat 4 May,Waverley Park,30225,Round 6,1996,HAW,STK,65,86
Sat 4 May,Princes Park,8747,Round 6,1996,WCE,MEL,156,50
Sat 4 May,Victoria Park,26459,Round 6,1996,COL,ADE,152,80
Sun 5 May,Domain Stadium,24591,Round 6,1996,FRE,BRL,85,110
Sun 5 May,MCG,31024,Round 6,1996,CAR,WBD,80,64
Wed 8 May,MCG,75632,Round 7,1996,ESS,GEE,143,114
Fri 10 May,MCG,71663,Round 7,1996,COL,STK,95,118
Sat 11 May,MCG,23660,Round 7,1996,MEL,SYD,38,82
Sat 11 May,Gabba,20053,Round 7,1996,BRL,HAW,104,41
Sat 11 May,Princes Park,16176,Round 7,1996,CAR, Fitzroy,125,62
Sun 12 May,MCG,25691,Round 7,1996,RCH,WBD,113,62
Sun 12 May,AAMI Stadium,40386,Round 7,1996,ADE,FRE,132,36
Sun 12 May,Domain Stadium,32312,Round 7,1996,WCE,NTH,125,58
Fri 17 May,Gabba,21644,Round 8,1996,BRL,COL,108,98
Fri 17 May,MCG,67931,Round 8,1996,GEE,CAR,98,86
Sat 18 May,Waverley Park,20527,Round 8,1996,HAW,MEL,122,71
Sat 18 May,MCG,49939,Round 8,1996,NTH,RCH,144,89
Sat 18 May,WACA,31411,Round 8,1996,WCE,SYD,100,64
Sat 18 May,Western Oval,5083,Round 8,1996,Fitzroy ,FRE,107,76
Sun 19 May,MCG,36766,Round 8,1996,ESS,WBD,151,84
Sun 19 May,AAMI Stadium,43370,Round 8,1996,ADE,STK,97,73
Fri 24 May,MCG,19964,Round 9,1996,NTH, Fitzroy,170,65
Sat 25 May,Waverley Park,14286,Round 9,1996,HAW,WCE,56,90
Sat 25 May,MCG,37288,Round 9,1996,ESS,MEL,89,77
Sat 25 May,Western Oval,11140,Round 9,1996,WBD,ADE,119,79
Sun 26 May,Domain Stadium,20934,Round 9,1996,FRE,RCH,120,66
Sun 26 May,Waverley Park,41023,Round 9,1996,STK,CAR,69,91
Sun 26 May,SCG,26537,Round 9,1996,SYD,BRL,132,74
Mon 27 May,MCG,56609,Round 9,1996,COL,GEE,76,139
Fri 7 Jun,MCG,22416,Round 10,1996,NTH,WBD,89,69
Sat 8 Jun,Western Oval,9701,Round 10,1996,Fitzroy ,SYD,67,137
Sat 8 Jun,GMHBA Stadium,24800,Round 10,1996,GEE,BRL,98,98
Sat 8 Jun,MCG,59062,Round 10,1996,RCH,CAR,90,101
Sat 8 Jun,Waverley Park,43925,Round 10,1996,STK,ESS,67,89
Sun 9 Jun,AAMI Stadium,43398,Round 10,1996,ADE,WCE,76,130
Sun 9 Jun,Domain Stadium,19350,Round 10,1996,FRE,HAW,53,110
Mon 10 Jun,MCG,48302,Round 10,1996,MEL,COL,114,76
Sat 15 Jun,Princes Park,18644,Round 11,1996,SYD,NTH,152,73
Sat 15 Jun,MCG,39029,Round 11,1996,RCH,STK,139,105
Sat 15 Jun,Gabba,20225,Round 11,1996,BRL,CAR,38,62
Sat 15 Jun,GMHBA Stadium,21516,Round 11,1996,GEE,WBD,129,85
Sat 15 Jun,Waverley Park,16652,Round 11,1996,HAW,ADE,108,99
Sun 16 Jun,Western Oval,10836,Round 11,1996,Fitzroy ,MEL,56,119
Sun 16 Jun,MCG,31383,Round 11,1996,ESS,FRE,90,89
Sun 16 Jun,Domain Stadium,34832,Round 11,1996,WCE,COL,115,62
Fri 21 Jun,MCG,39044,Round 12,1996,RCH,ADE,128,82
Sat 22 Jun,MCG,61448,Round 12,1996,COL,CAR,95,116
Sat 22 Jun,Waverley Park,16217,Round 12,1996,HAW, Fitzroy,114,83
Sat 22 Jun,GMHBA Stadium,22116,Round 12,1996,GEE,FRE,112,93
Sat 22 Jun,Gabba,14871,Round 12,1996,BRL,MEL,123,46
Sun 23 Jun,Domain Stadium,29434,Round 12,1996,WCE,STK,141,108
Sun 23 Jun,SCG,22689,Round 12,1996,SYD,WBD,123,77
Sun 23 Jun,MCG,39515,Round 12,1996,NTH,ESS,107,95
Fri 28 Jun,MCG,69072,Round 13,1996,RCH,COL,92,69
Sat 29 Jun,WACA,19360,Round 13,1996,FRE,NTH,58,74
Sat 29 Jun,MCG,43481,Round 13,1996,ESS,HAW,121,100
Sat 29 Jun,Waverley Park,13824,Round 13,1996,STK,BRL,96,50
Sat 29 Jun,Princes Park,20030,Round 13,1996,CAR,SYD,91,102
Sat 29 Jun,Western Oval,10504,Round 13,1996,Fitzroy ,GEE,39,166
Sun 30 Jun,Western Oval,11184,Round 13,1996,WBD,WCE,59,71
Sun 30 Jun,AAMI Stadium,37557,Round 13,1996,ADE,MEL,72,123
Fri 5 Jul,MCG,68537,Round 14,1996,NTH,CAR,144,89
Sat 6 Jul,Waverley Park,30886,Round 14,1996,HAW,COL,114,81
Sat 6 Jul,MCG,37482,Round 14,1996,RCH,WCE,51,68
Sat 6 Jul,AAMI Stadium,34183,Round 14,1996,ADE,BRL,102,94
Sat 6 Jul,Princes Park,12748,Round 14,1996,ESS, Fitzroy,118,52
Sun 7 Jul,Domain Stadium,17697,Round 14,1996,FRE,STK,77,100
Sun 7 Jul,SCG,44047,Round 14,1996,SYD,GEE,125,74
Sun 7 Jul,MCG,22852,Round 14,1996,MEL,WBD,94,67
Fri 12 Jul,WACA,22044,Round 15,1996,WCE, Fitzroy,131,63
Sat 13 Jul,GMHBA Stadium,22207,Round 15,1996,GEE,HAW,72,74
Sat 13 Jul,Princes Park,20102,Round 15,1996,CAR,ADE,131,64
Sat 13 Jul,MCG,34514,Round 15,1996,COL,NTH,144,83
Sat 13 Jul,Waverley Park,34337,Round 15,1996,STK,SYD,79,96
Sun 14 Jul,MCG,41380,Round 15,1996,MEL,RCH,81,127
Sun 14 Jul,Western Oval,8674,Round 15,1996,WBD,FRE,117,99
Sun 14 Jul,Gabba,20378,Round 15,1996,BRL,ESS,103,68
Fri 19 Jul,MCG,24778,Round 16,1996,NTH,STK,118,29
Sat 20 Jul,Waverley Park,28670,Round 16,1996,HAW,CAR,98,49
Sat 20 Jul,GMHBA Stadium,17538,Round 16,1996,GEE,MEL,88,30
Sat 20 Jul,MCG,58768,Round 16,1996,ESS,RCH,108,88
Sat 20 Jul,Western Oval,9994,Round 16,1996,WBD,BRL,22,36
Sun 21 Jul,Domain Stadium,35406,Round 16,1996,WCE,FRE,82,48
Sun 21 Jul,SCG,29174,Round 16,1996,SYD,ADE,110,88
Sun 21 Jul,Victoria Park,23567,Round 16,1996,COL, Fitzroy,116,76
Fri 26 Jul,MCG,20955,Round 17,1996,MEL,NTH,70,183
Sat 27 Jul,MCG,65420,Round 17,1996,ESS,CAR,82,91
Sat 27 Jul,Princes Park,19081,Round 17,1996,RCH,HAW,114,73
Sat 27 Jul,Gabba,15772,Round 17,1996,BRL,WCE,163,116
Sat 27 Jul,Waverley Park,24289,Round 17,1996,STK,GEE,100,76
Sun 28 Jul,MCG,28776,Round 17,1996,COL,WBD,114,108
Sun 28 Jul,AAMI Stadium,31880,Round 17,1996,ADE, Fitzroy,166,67
Sun 28 Jul,Domain Stadium,17513,Round 17,1996,FRE,SYD,104,78
Fri 2 Aug,MCG,28555,Round 18,1996,NTH,HAW,130,99
Sat 3 Aug,Waverley Park,30065,Round 18,1996,STK,COL,88,78
Sat 3 Aug,Princes Park,15277,Round 18,1996,CAR,FRE,145,84
Sat 3 Aug,GMHBA Stadium,17818,Round 18,1996,GEE,ADE,104,69
Sun 4 Aug,Princes Park,17157,Round 18,1996,BRL,RCH,70,53
Sun 4 Aug,Western Oval,8757,Round 18,1996,Fitzroy ,WBD,45,60
Sun 4 Aug,SCG,18850,Round 18,1996,SYD,MEL,115,52
Sun 4 Aug,Domain Stadium,37669,Round 18,1996,WCE,ESS,99,93
Fri 9 Aug,WACA,22874,Round 19,1996,FRE,COL,106,82
Sat 10 Aug,Waverley Park,14914,Round 19,1996,HAW,WBD,132,65
Sat 10 Aug,Princes Park,15794,Round 19,1996,ESS,ADE,143,107
Sat 10 Aug,GMHBA Stadium,21081,Round 19,1996,GEE,WCE,127,82
Sat 10 Aug,Western Oval,7781,Round 19,1996,Fitzroy ,STK,35,88
Sat 10 Aug,MCG,30166,Round 19,1996,MEL,CAR,129,110
Sun 11 Aug,SCG,28541,Round 19,1996,SYD,RCH,130,82
Sun 11 Aug,Princes Park,15453,Round 19,1996,BRL,NTH,77,59
Fri 16 Aug,MCG,15494,Round 20,1996,MEL,FRE,92,71
Sat 17 Aug,MCG,50633,Round 20,1996,RCH,GEE,132,67
Sat 17 Aug,Princes Park,6469,Round 20,1996,BRL, Fitzroy,187,100
Sat 17 Aug,Waverley Park,28897,Round 20,1996,HAW,SYD,49,72
Sat 17 Aug,AAMI Stadium,33030,Round 20,1996,ADE,NTH,70,76
Sun 18 Aug,Princes Park,7677,Round 20,1996,WBD,STK,95,57
Sun 18 Aug,Domain Stadium,40085,Round 20,1996,WCE,CAR,127,68
Sun 18 Aug,MCG,51057,Round 20,1996,COL,ESS,64,77
Fri 23 Aug,MCG,52426,Round 21,1996,NTH,GEE,96,109
Sat 24 Aug,Gabba,19204,Round 21,1996,BRL,FRE,71,70
Sat 24 Aug,Waverley Park,28118,Round 21,1996,STK,HAW,63,80
Sat 24 Aug,MCG,69237,Round 21,1996,ESS,SYD,100,82
Sat 24 Aug,Princes Park,21674,Round 21,1996,CAR,WBD,96,66
Sun 25 Aug,AAMI Stadium,40212,Round 21,1996,ADE,COL,96,153
Sun 25 Aug,Domain Stadium,33689,Round 21,1996,WCE,MEL,151,78
Sun 25 Aug,MCG,48884,Round 21,1996,RCH, Fitzroy,187,36
Fri 30 Aug,MCG,42598,Round 22,1996,ESS,WBD,79,76
Sat 31 Aug,SCG,29517,Round 22,1996,SYD,WCE,85,50
Sat 31 Aug,Victoria Park,21126,Round 22,1996,COL,BRL,100,51
Sat 31 Aug,GMHBA Stadium,27659,Round 22,1996,GEE,CAR,65,107
Sat 31 Aug,MCG,63196,Round 22,1996,MEL,HAW,101,102
Sat 31 Aug,Waverley Park,14778,Round 22,1996,STK,ADE,144,75
Sun 1 Sep,Domain Stadium,22574,Round 22,1996,FRE, Fitzroy,157,71
Sun 1 Sep,MCG,61740,Round 22,1996,RCH,NTH,109,141
Fri 6 Sep,Gabba,21964,QF,1996,BRL,ESS,101,100
Sat 7 Sep,Domain Stadium,41501,QF,1996,WCE,CAR,125,70
Sat 7 Sep,SCG,37010,QF,1996,SYD,HAW,90,84
Sun 8 Sep,MCG,69323,QF,1996,NTH,GEE,131,71
Sat 14 Sep,MCG,85656,SF,1996,ESS,WCE,144,67
