Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Thu 25 Mar,MCG,71501,Round 1,1999,ESS,CAR,110,71
Fri 26 Mar,MCG,33674,Round 1,1999,NTH,GEE,135,141
Sat 27 Mar,MCG,47620,Round 1,1999,MEL,RCH,104,87
Sat 27 Mar,Gabba,20172,Round 1,1999,BRL,STK,152,63
Sat 27 Mar,AAMI Stadium,39135,Round 1,1999,ADE,WBD,78,91
Sun 28 Mar,Domain Stadium,32680,Round 1,1999,FRE,WCE,98,102
Sun 28 Mar,MCG,48620,Round 1,1999,COL,HAW,59,74
Sun 28 Mar,SCG,28264,Round 1,1999,SYD,POR,86,115
Thu 1 Apr,MCG,48383,Round 2,1999,NTH,ESS,106,141
Sat 3 Apr,Princes Park,22162,Round 2,1999,WBD,GEE,134,155
Sat 3 Apr,Waverley Park,29135,Round 2,1999,HAW,ADE,56,60
Sat 3 Apr,MCG,40462,Round 2,1999,RCH,SYD,108,96
Sat 3 Apr,Domain Stadium,29932,Round 2,1999,WCE,BRL,83,73
Sun 4 Apr,Waverley Park,37232,Round 2,1999,STK,MEL,130,84
Sun 4 Apr,AAMI Stadium,28384,Round 2,1999,POR,FRE,114,101
Mon 5 Apr,MCG,70506,Round 2,1999,COL,CAR,83,112
Fri 9 Apr,MCG,46173,Round 3,1999,RCH,NTH,90,100
Sat 10 Apr,MCG,50324,Round 3,1999,ESS,SYD,149,68
Sat 10 Apr,Gabba,21092,Round 3,1999,BRL,POR,80,103
Sat 10 Apr,Domain Stadium,22552,Round 3,1999,FRE,HAW,78,112
Sat 10 Apr,GMHBA Stadium,27417,Round 3,1999,GEE,MEL,97,91
Sun 11 Apr,Princes Park,27649,Round 3,1999,WBD,CAR,103,105
Sun 11 Apr,Victoria Park,19441,Round 3,1999,COL,WCE,75,111
Sun 11 Apr,AAMI Stadium,41708,Round 3,1999,ADE,STK,96,81
Fri 16 Apr,MCG,46289,Round 4,1999,MEL,HAW,85,84
Sat 17 Apr,MCG,49609,Round 4,1999,COL,RCH,96,146
Sat 17 Apr,Princes Park,19100,Round 4,1999,CAR,FRE,121,92
Sat 17 Apr,SCG,29617,Round 4,1999,SYD,NTH,72,70
Sat 17 Apr,Gabba,21360,Round 4,1999,BRL,ADE,115,54
Sat 17 Apr,Waverley Park,33581,Round 4,1999,STK,WBD,107,99
Sun 18 Apr,AAMI Stadium,34570,Round 4,1999,POR,GEE,74,115
Sun 18 Apr,Domain Stadium,32893,Round 4,1999,WCE,ESS,97,23
Fri 23 Apr,MCG,43043,Round 5,1999,RCH,WBD,81,143
Sat 24 Apr,SCG,11706,Round 5,1999,NTH,STK,92,90
Sat 24 Apr,MCG,24533,Round 5,1999,MEL,POR,90,66
Sat 24 Apr,Waverley Park,27370,Round 5,1999,HAW,WCE,68,94
Sat 24 Apr,Princes Park,31189,Round 5,1999,CAR,GEE,65,115
Sun 25 Apr,MCG,73118,Round 5,1999,ESS,COL,108,100
Sun 25 Apr,AAMI Stadium,42641,Round 5,1999,ADE,SYD,155,74
Sun 25 Apr,Domain Stadium,24044,Round 5,1999,FRE,BRL,53,108
Fri 30 Apr,MCG,43777,Round 6,1999,STK,CAR,99,58
Sat 1 May,Domain Stadium,32370,Round 6,1999,WCE,WBD,124,52
Sat 1 May,GMHBA Stadium,27341,Round 6,1999,GEE,HAW,98,100
Sat 1 May,Gabba,21753,Round 6,1999,BRL,MEL,93,70
Sat 1 May,MCG,59458,Round 6,1999,RCH,ESS,78,113
Sun 2 May,SCG,24629,Round 6,1999,SYD,FRE,100,75
Sun 2 May,AAMI Stadium,45615,Round 6,1999,ADE,POR,115,87
Sun 2 May,MCG,38245,Round 6,1999,COL,NTH,109,137
Fri 7 May,MCG,52103,Round 7,1999,RCH,CAR,98,118
Sat 8 May,Waverley Park,28240,Round 7,1999,STK,WCE,68,48
Sat 8 May,Gabba,22023,Round 7,1999,BRL,COL,96,62
Sat 8 May,MCG,51722,Round 7,1999,MEL,ESS,134,113
Sat 8 May,AAMI Stadium,28525,Round 7,1999,POR,WBD,75,120
Sun 9 May,Domain Stadium,17620,Round 7,1999,FRE,GEE,116,99
Sun 9 May,SCG,25823,Round 7,1999,SYD,HAW,131,103
Sun 9 May,MCG,22006,Round 7,1999,NTH,ADE,141,85
Fri 14 May,MCG,62928,Round 8,1999,ESS,STK,51,94
Sat 15 May,MCG,26339,Round 8,1999,COL,FRE,99,59
Sat 15 May,Princes Park,18226,Round 8,1999,WBD,MEL,117,53
Sat 15 May,Waverley Park,21114,Round 8,1999,HAW,NTH,49,101
Sat 15 May,AAMI Stadium,30557,Round 8,1999,POR,CAR,125,86
