Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Sat 31 Mar,Princes Park,22427,Round 1,1990,CAR,SYD,99,104
Sat 31 Mar,North Hobart,18960,Round 1,1990,ESS, Fitzroy,141,60
Sat 31 Mar,Waverley Park,41694,Round 1,1990,GEE,HAW,77,192
Sat 31 Mar,MCG,23191,Round 1,1990,NTH,MEL,89,142
Sat 31 Mar,Heritage Bank Stadium,11814,Round 1,1990,BRL,RCH,133,74
Sun 1 Apr,Domain Stadium,25342,Round 1,1990,WCE,COL,100,54
Sun 1 Apr,Western Oval,28553,Round 1,1990,WBD,STK,81,144
Fri 6 Apr,MCG,18105,Round 2,1990,RCH,NTH,68,209
Sat 7 Apr,Princes Park,6838,Round 2,1990,Fitzroy ,BRL,98,59
Sat 7 Apr,Waverley Park,44906,Round 2,1990,CAR,COL,87,122
Sat 7 Apr,MCG,29024,Round 2,1990,MEL,GEE,128,91
Sat 7 Apr,Heritage Bank Stadium,23161,Round 2,1990,STK,WCE,127,69
Sun 8 Apr,MCG,55311,Round 2,1990,ESS,HAW,159,97
Sun 8 Apr,SCG,11051,Round 2,1990,SYD,WBD,78,140
Sat 14 Apr,Waverley Park,53065,Round 3,1990,STK,CAR,76,92
Sat 14 Apr,Western Oval,14842,Round 3,1990,WBD,WCE,59,122
Sat 14 Apr,Princes Park,11698,Round 3,1990,HAW,RCH,111,81
Sun 15 Apr,Heritage Bank Stadium,8683,Round 3,1990,BRL,NTH,95,113
Mon 16 Apr,Victoria Park,27839,Round 3,1990,COL,SYD,128,93
Mon 16 Apr,MCG,59894,Round 3,1990,MEL,ESS,122,95
Mon 16 Apr,GMHBA Stadium,23031,Round 3,1990,GEE, Fitzroy,150,77
Fri 20 Apr,WACA,28568,Round 4,1990,WCE,CAR,120,70
Sat 21 Apr,Princes Park,8649,Round 4,1990,HAW,BRL,120,38
Sat 21 Apr,Victoria Park,17948,Round 4,1990,COL,WBD,96,78
Sat 21 Apr,MCG,17975,Round 4,1990,RCH,ESS,49,127
Sat 21 Apr,Waverley Park,13671,Round 4,1990,Fitzroy ,MEL,64,89
Sun 22 Apr,MCG,28512,Round 4,1990,NTH,GEE,112,143
Sun 22 Apr,SCG,11472,Round 4,1990,SYD,STK,97,131
Wed 25 Apr,Princes Park,24960,Round 5,1990,CAR,WBD,76,103
Wed 25 Apr,MCG,23078,Round 5,1990,RCH, Fitzroy,143,64
Sat 28 Apr,MCG,67893,Round 5,1990,STK,COL,91,92
Sat 28 Apr,Waverley Park,42097,Round 5,1990,ESS,GEE,81,89
Sat 28 Apr,Princes Park,13144,Round 5,1990,HAW,NTH,108,78
Sat 28 Apr,Heritage Bank Stadium,9381,Round 5,1990,BRL,MEL,61,125
Sun 29 Apr,Domain Stadium,25683,Round 5,1990,WCE,SYD,128,67
Fri 4 May,MCG,17229,Round 6,1990,RCH,WCE,68,103
Sat 5 May,GMHBA Stadium,18426,Round 6,1990,GEE,BRL,151,80
Sat 5 May,Princes Park,17555,Round 6,1990,CAR,NTH,133,103
Sat 5 May,MCG,63318,Round 6,1990,COL,ESS,75,101
Sat 5 May,Waverley Park,13610,Round 6,1990,WBD, Fitzroy,82,50
Sat 5 May,Heritage Bank Stadium,30895,Round 6,1990,STK,HAW,104,101
Sun 6 May,SCG,10155,Round 6,1990,SYD,MEL,98,93
Fri 11 May,MCG,32269,Round 7,1990,MEL,WCE,116,61
Sat 12 May,North Hobart,22198,Round 7,1990,ESS,CAR,91,111
Sat 12 May,Waverley Park,48099,Round 7,1990,COL,HAW,92,94
Sat 12 May,Princes Park,14524,Round 7,1990,Fitzroy ,STK,121,103
Sat 12 May,MCG,16155,Round 7,1990,NTH,WBD,85,87
Sun 13 May,Heritage Bank Stadium,7226,Round 7,1990,BRL,SYD,96,88
Sun 13 May,GMHBA Stadium,21181,Round 7,1990,GEE,RCH,82,96
Fri 18 May,SCG,8960,Round 8,1990,SYD,GEE,107,98
Sat 19 May,Waverley Park,36370,Round 8,1990,CAR,HAW,126,59
Sat 19 May,Princes Park,16530,Round 8,1990,Fitzroy ,COL,75,120
Sat 19 May,MCG,26376,Round 8,1990,MEL,RCH,133,80
Sat 19 May,Heritage Bank Stadium,22351,Round 8,1990,STK,NTH,94,78
Sun 20 May,Domain Stadium,20457,Round 8,1990,WCE,BRL,122,63
Sun 20 May,Western Oval,25255,Round 8,1990,WBD,ESS,78,97
Sat 26 May,Princes Park,19052,Round 9,1990,CAR, Fitzroy,123,82
Sat 26 May,Victoria Park,22232,Round 9,1990,COL,NTH,176,96
Sat 26 May,North Hobart,21251,Round 9,1990,ESS,STK,124,113
Sat 26 May,Waverley Park,39701,Round 9,1990,HAW,MEL,92,48
Sat 26 May,Heritage Bank Stadium,6628,Round 9,1990,BRL,WBD,56,125
Sun 27 May,Domain Stadium,21323,Round 9,1990,WCE,GEE,112,93
Sun 27 May,MCG,19465,Round 9,1990,RCH,SYD,139,60
Fri 1 Jun,MCG,9377,Round 10,1990,NTH,WCE,118,90
Sat 2 Jun,Heritage Bank Stadium,14099,Round 10,1990,STK,BRL,148,71
Sat 2 Jun,MCG,31648,Round 10,1990,RCH,CAR,108,85
Sat 2 Jun,Waverley Park,49655,Round 10,1990,COL,MEL,110,58
Sat 2 Jun,Princes Park,11329,Round 10,1990,Fitzroy ,HAW,103,89
Sun 3 Jun,SCG,12551,Round 10,1990,SYD,ESS,74,164
Sun 3 Jun,GMHBA Stadium,26073,Round 10,1990,GEE,WBD,96,94
Sat 9 Jun,North Hobart,19427,Round 11,1990,ESS,WCE,99,60
Sat 9 Jun,Waverley Park,47572,Round 11,1990,STK,GEE,104,112
Sat 9 Jun,Princes Park,11848,Round 11,1990,HAW,SYD,132,83
Sun 10 Jun,Heritage Bank Stadium,12339,Round 11,1990,BRL,COL,73,107
Mon 11 Jun,MCG,59782,Round 11,1990,MEL,CAR,99,93
Mon 11 Jun,Princes Park,13271,Round 11,1990,Fitzroy ,NTH,78,100
Mon 11 Jun,Western Oval,29698,Round 11,1990,WBD,RCH,96,82
Fri 15 Jun,WACA,28094,Round 12,1990,WCE,HAW,105,82
Sat 16 Jun,Princes Park,11738,Round 12,1990,CAR,BRL,158,89
Sat 16 Jun,Waverley Park,53917,Round 12,1990,GEE,COL,88,99
Sat 16 Jun,North Hobart,16311,Round 12,1990,ESS,NTH,124,94
Sat 16 Jun,MCG,31180,Round 12,1990,RCH,STK,128,108
Sun 17 Jun,SCG,6136,Round 12,1990,SYD, Fitzroy,71,116
Sun 17 Jun,Western Oval,17828,Round 12,1990,WBD,MEL,68,101
Sat 23 Jun,Princes Park,29571,Round 13,1990,CAR,GEE,123,104
Sat 23 Jun,MCG,38511,Round 13,1990,MEL,STK,99,132
Sat 23 Jun,Heritage Bank Stadium,10105,Round 13,1990,BRL,ESS,55,109
Sat 30 Jun,Victoria Park,31447,Round 13,1990,COL,RCH,101,42
