Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Fri 22 Mar,AAMI Stadium,44902,Round 1,1991,ADE,HAW,155,69
Sat 23 Mar,Waverley Park,33192,Round 1,1991,STK,RCH,107,82
Sun 24 Mar,Domain Stadium,26105,Round 1,1991,WCE,MEL,99,20
Sun 24 Mar,Waverley Park,38861,Round 1,1991,WBD,COL,76,146
Sat 30 Mar,Princes Park,11278,Round 2,1991,Fitzroy ,MEL,49,180
Sat 30 Mar,Waverley Park,39266,Round 2,1991,COL,WCE,58,85
Sat 30 Mar,Heritage Bank Stadium,5724,Round 2,1991,BRL,NTH,58,104
Sun 31 Mar,AAMI Stadium,43850,Round 2,1991,ADE,CAR,81,104
Mon 1 Apr,Princes Park,13815,Round 2,1991,HAW,SYD,166,75
Mon 1 Apr,GMHBA Stadium,26303,Round 2,1991,GEE,STK,130,104
Mon 1 Apr,MCG,31793,Round 2,1991,RCH,ESS,109,113
Sat 6 Apr,Waverley Park,25960,Round 3,1991,HAW,RCH,136,79
Sat 6 Apr,Victoria Park,24691,Round 3,1991,COL, Fitzroy,117,58
Sat 6 Apr,MCG,24961,Round 3,1991,NTH,ESS,94,167
Sat 6 Apr,Princes Park,16651,Round 3,1991,CAR,BRL,127,70
Sun 7 Apr,MCG,27266,Round 3,1991,MEL,STK,145,154
Sun 7 Apr,Western Oval,20875,Round 3,1991,WBD,GEE,68,117
Sun 7 Apr,SCG,10649,Round 3,1991,SYD,ADE,108,132
Fri 12 Apr,WACA,28362,Round 4,1991,WCE,NTH,127,55
Sat 13 Apr,MCG,17294,Round 4,1991,RCH,SYD,127,164
Sat 13 Apr,Princes Park,10351,Round 4,1991,Fitzroy ,WBD,90,106
Sat 13 Apr,Moorabbin Oval,31213,Round 4,1991,STK,COL,94,94
Sat 13 Apr,Waverley Park,32573,Round 4,1991,MEL,CAR,155,110
Sat 13 Apr,North Hobart,20197,Round 4,1991,ESS,ADE,92,47
Sun 14 Apr,Gabba,12654,Round 4,1991,BRL,GEE,88,190
Fri 19 Apr,SCG,13140,Round 5,1991,SYD,ESS,130,161
Sat 20 Apr,MCG,22928,Round 5,1991,MEL,NTH,182,112
Sat 20 Apr,Waverley Park,21448,Round 5,1991,WBD,HAW,118,107
Sat 20 Apr,Princes Park,12124,Round 5,1991,Fitzroy ,RCH,89,113
Sat 20 Apr,Victoria Park,20403,Round 5,1991,COL,BRL,115,93
Sun 21 Apr,GMHBA Stadium,27365,Round 5,1991,GEE,CAR,95,58
Sun 21 Apr,Domain Stadium,34704,Round 5,1991,WCE,ADE,130,65
