Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Thu 23 Mar 7:20pm,MCG,73137,Round 1,2017,CAR,RCH,89,132
Fri 24 Mar 7:50pm,MCG,66254,Round 1,2017,COL,WBD,86,100
Sat 25 Mar 4:35pm,SCG,33129,Round 1,2017,SYD,POR,82,110
Sat 25 Mar 4:35pm,Marvel Stadium,36249,Round 1,2017,STK,MEL,90,120
Sat 25 Mar 7:05pm,Heritage Bank Stadium,12710,Round 1,2017,GCS,BRL,96,98
Sat 25 Mar 7:25pm,MCG,78294,Round 1,2017,ESS,HAW,116,91
Sun 26 Mar 1:10pm,Marvel Stadium,21997,Round 1,2017,NTH,WCE,93,136
Sun 26 Mar 2:50pm,Adelaide Oval,43993,Round 1,2017,ADE,GWS,147,91
Sun 26 Mar 4:40pm,Domain Stadium,34638,Round 1,2017,FRE,GEE,73,115
Thu 30 Mar 7:20pm,MCG,58236,Round 2,2017,RCH,COL,99,80
Fri 31 Mar 7:50pm,Marvel Stadium,42834,Round 2,2017,WBD,SYD,110,87
Sat 1 Apr 1:45pm,MCG,37420,Round 2,2017,HAW,ADE,89,113
Sat 1 Apr 4:35pm,GIANTS Stadium,8022,Round 2,2017,GWS,GCS,160,58
Sat 1 Apr 4:40pm,Domain Stadium,37749,Round 2,2017,WCE,STK,116,97
Sat 1 Apr 6:25pm,Gabba,21749,Round 2,2017,BRL,ESS,84,111
Sun 2 Apr 1:10pm,Marvel Stadium,30917,Round 2,2017,GEE,NTH,112,111
Sun 2 Apr 3:20pm,MCG,46727,Round 2,2017,MEL,CAR,86,64
Sun 2 Apr 4:10pm,Adelaide Oval,38388,Round 2,2017,POR,FRE,145,56
Fri 7 Apr 7:50pm,SCG,35310,Round 3,2017,SYD,COL,79,80
Sat 8 Apr 1:45pm,Blundstone Arena,8758,Round 3,2017,NTH,GWS,67,109
Sat 8 Apr 2:10pm,MCG,42523,Round 3,2017,RCH,WCE,76,65
Sat 8 Apr 4:35pm,Marvel Stadium,29733,Round 3,2017,GEE,MEL,126,97
Sat 8 Apr 5:40pm,Domain Stadium,28865,Round 3,2017,FRE,WBD,89,73
Sat 8 Apr 7:10pm,Adelaide Oval,53698,Round 3,2017,POR,ADE,83,100
Sun 9 Apr 1:10pm,Marvel Stadium,23097,Round 3,2017,STK,BRL,107,76
Sun 9 Apr 3:20pm,MCG,48022,Round 3,2017,CAR,ESS,57,42
Sun 9 Apr 4:40pm,Heritage Bank Stadium,14728,Round 3,2017,GCS,HAW,139,53
Thu 13 Apr 6:10pm,Domain Stadium,38065,Round 4,2017,WCE,SYD,91,65
