Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Fri 14 Mar 7:50pm,Marvel Stadium,37571,Round 1,2014,COL,FRE,46,116
Sat 15 Mar 4:40pm,GIANTS Stadium,17102,Round 1,2014,GWS,SYD,99,67
Sat 15 Mar 6:40pm,Heritage Bank Stadium,19425,Round 1,2014,GCS,RCH,87,69
Sun 16 Mar 7:40pm,Marvel Stadium,24460,Round 1,2014,CAR,POR,87,120
Thu 20 Mar 7:10pm,GMHBA Stadium,23622,Round 1,2014,GEE,ADE,119,81
Fri 21 Mar 7:50pm,Marvel Stadium,42332,Round 1,2014,NTH,ESS,60,99
Sat 22 Mar 4:40pm,UTAS Stadium,12430,Round 1,2014,HAW,BRL,139,91
Sat 22 Mar 7:40pm,Marvel Stadium,31607,Round 1,2014,STK,MEL,68,51
Sun 23 Mar 4:40pm,Domain Stadium,36752,Round 1,2014,WCE,WBD,134,69
Thu 27 Mar 7:45pm,MCG,62037,Round 2,2014,RCH,CAR,98,86
Fri 28 Mar 7:50pm,Marvel Stadium,44163,Round 2,2014,ESS,HAW,86,90
Sat 29 Mar 1:40pm,Marvel Stadium,19640,Round 2,2014,STK,GWS,95,88
Sat 29 Mar 4:10pm,Adelaide Oval,50397,Round 2,2014,POR,ADE,127,73
Sat 29 Mar 4:40pm,Domain Stadium,35583,Round 2,2014,FRE,GCS,87,39
Sat 29 Mar 7:40pm,Accor Stadium,32347,Round 2,2014,SYD,COL,69,89
Sun 30 Mar 12:10pm,Gabba,20933,Round 2,2014,BRL,GEE,68,93
Sun 30 Mar 3:20pm,MCG,22226,Round 2,2014,MEL,WCE,30,123
Sun 30 Mar 4:40pm,Marvel Stadium,28512,Round 2,2014,WBD,NTH,54,83
Fri 4 Apr 7:50pm,MCG,43583,Round 3,2014,HAW,FRE,137,79
Sat 5 Apr 1:40pm,Adelaide Oval,47426,Round 3,2014,ADE,SYD,71,134
Sat 5 Apr 1:45pm,Marvel Stadium,31724,Round 3,2014,WBD,RCH,100,98
Sat 5 Apr 3:40pm,Heritage Bank Stadium,16593,Round 3,2014,GCS,BRL,114,61
Sat 5 Apr 4:40pm,Domain Stadium,36448,Round 3,2014,WCE,STK,83,58
Sat 5 Apr 7:40pm,MCG,63152,Round 3,2014,COL,GEE,76,87
