Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Thu 19 Mar 7:40pm,MCG,,R1,2020,RCH,CAR,105,81
Fri 20 Mar 7:50pm,Marvel Stadium,,R1,2020,WBD,COL,34,86
Sat 21 Mar 2:10pm,Marvel Stadium,,R1,2020,ESS,FRE,63,57
Sat 21 Mar 4:35pm,Adelaide Oval,,R1,2020,ADE,SYD,71,74
Sat 21 Mar 6:40pm,Heritage Bank Stadium,,R1,2020,GCS,POR,29,76
Sat 21 Mar 7:40pm,GIANTS Stadium,,R1,2020,GWS,GEE,105,73
Sun 22 Mar 1:05pm,Marvel Stadium,,R1,2020,NTH,STK,56,54
Sun 22 Mar 3:35pm,MCG,,R1,2020,HAW,BRL,90,62
Sun 22 Mar 3:40pm,Optus Stadium,,R1,2020,WCE,MEL,78,51
Thu 11 Jun 7:40pm,MCG,,R2,2020,COL,RCH,36,36
Fri 12 Jun 7:50pm,GMHBA Stadium,,R2,2020,GEE,HAW,108,47
Sat 13 Jun 1:45pm,Gabba,,R2,2020,BRL,FRE,81,69
Sat 13 Jun 4:35pm,Marvel Stadium,,R2,2020,CAR,MEL,53,54
Sat 13 Jun 7:10pm,Adelaide Oval,,R2,2020,POR,ADE,110,35
Sat 13 Jun 7:40pm,Heritage Bank Stadium,,R2,2020,GCS,WCE,90,46
Sun 14 Jun 1:05pm,GIANTS Stadium,,R2,2020,GWS,NTH,60,80
Sun 14 Jun 3:35pm,SCG,,R2,2020,SYD,ESS,73,79
Sun 14 Jun 6:05pm,Marvel Stadium,,R2,2020,STK,WBD,88,49
Thu 18 Jun 7:40pm,MCG,,R3,2020,RCH,HAW,39,71
Fri 19 Jun 7:50pm,Marvel Stadium,,R3,2020,WBD,GWS,57,33
Sat 20 Jun 1:45pm,Marvel Stadium,,R3,2020,NTH,SYD,60,71
Sat 20 Jun 4:35pm,MCG,,R3,2020,COL,STK,81,37
Sat 20 Jun 7:40pm,GMHBA Stadium,,R3,2020,GEE,CAR,77,79
Sat 20 Jun 7:40pm,Gabba,,R3,2020,BRL,WCE,74,44
Sun 21 Jun 3:05pm,Heritage Bank Stadium,,R3,2020,GCS,ADE,82,29
Sun 21 Jun 8:10pm,Heritage Bank Stadium,,R3,2020,FRE,POR,41,70
Thu 25 Jun 7:40pm,SCG,,R4,2020,SYD,WBD,39,67
Fri 26 Jun 7:50pm,GIANTS Stadium,,R4,2020,GWS,COL,66,64
Sat 27 Jun 1:45pm,Heritage Bank Stadium,,R4,2020,POR,WCE,89,41
Sat 27 Jun 4:35pm,Marvel Stadium,,R4,2020,STK,RCH,93,67
Sat 27 Jun 7:40pm,Heritage Bank Stadium,,R4,2020,GCS,FRE,64,51
Sat 27 Jun 7:40pm,MCG,,R4,2020,ESS,CAR,51,52
Sun 28 Jun 1:05pm,Gabba,,R4,2020,BRL,ADE,83,46
Sun 28 Jun 3:35pm,MCG,,R4,2020,MEL,GEE,44,47
Sun 28 Jun 6:10pm,Marvel Stadium,,R4,2020,HAW,NTH,58,54
Thu 2 Jul 7:40pm,Marvel Stadium,,R5,2020,CAR,STK,55,73
Fri 3 Jul 7:50pm,MCG,,R5,2020,COL,ESS,48,63
Sat 4 Jul 1:45pm,Heritage Bank Stadium,,R5,2020,WCE,SYD,77,43
Sat 4 Jul 4:35pm,GMHBA Stadium,,R5,2020,GEE,GCS,89,52
Sat 4 Jul 7:40pm,Gabba,,R5,2020,BRL,POR,85,48
Sat 4 Jul 7:40pm,Marvel Stadium,,R5,2020,WBD,NTH,87,38
Sun 5 Jul 1:05pm,Heritage Bank Stadium,,R5,2020,ADE,FRE,34,54
Sun 5 Jul 3:35pm,MCG,,R5,2020,MEL,RCH,52,79
Sun 5 Jul 6:10pm,GIANTS Stadium,,R5,2020,GWS,HAW,83,49
Thu 9 Jul 7:40pm,SCG,,R6,2020,GEE,BRL,73,46
Fri 10 Jul 7:50pm,GIANTS Stadium,,R6,2020,COL,HAW,59,27
Sat 11 Jul 12:35pm,Heritage Bank Stadium,,R6,2020,FRE,STK,79,73
Sat 11 Jul 3:05pm,Gabba,,R6,2020,WCE,ADE,67,34
Sat 11 Jul 6:05pm,GIANTS Stadium,,R6,2020,MEL,GCS,80,63
Sat 11 Jul 7:40pm,Heritage Bank Stadium,,R6,2020,ESS,NTH,67,53
Sun 12 Jul 1:05pm,Heritage Bank Stadium,,R6,2020,POR,GWS,63,46
Sun 12 Jul 3:35pm,Gabba,,R6,2020,RCH,SYD,34,26
Sun 12 Jul 6:45pm,Heritage Bank Stadium,,R6,2020,CAR,WBD,103,51
Thu 16 Jul 6:10pm,Optus Stadium,,R7,2020,GEE,COL,35,57
Fri 17 Jul 7:50pm,Heritage Bank Stadium,,R7,2020,ESS,WBD,51,93
Sat 18 Jul 1:45pm,GIANTS Stadium,,R7,2020,GWS,BRL,68,88
Sat 18 Jul 4:35pm,SCG,,R7,2020,SYD,GCS,60,92
Sat 18 Jul 7:40pm,Heritage Bank Stadium,,R7,2020,RCH,NTH,77,23
Sun 19 Jul 1:05pm,Gabba,,R7,2020,CAR,POR,61,64
Sun 19 Jul 3:35pm,GIANTS Stadium,,R7,2020,HAW,MEL,48,91
Sun 19 Jul 4:35pm,Optus Stadium,,R7,2020,FRE,WCE,32,62
Mon 20 Jul 7:10pm,Adelaide Oval,,R7,2020,ADE,STK,55,78
Thu 23 Jul 7:40pm,Heritage Bank Stadium,,R8,2020,GCS,WBD,46,51
Fri 24 Jul 7:50pm,GIANTS Stadium,,R8,2020,GWS,RCH,62,50
Sat 25 Jul 1:05pm,Gabba,,R8,2020,NTH,CAR,57,64
Sat 25 Jul 3:35pm,SCG,,R8,2020,SYD,HAW,60,53
Sat 25 Jul 7:10pm,Adelaide Oval,,R8,2020,POR,STK,44,73
Sun 26 Jul 12:35pm,Adelaide Oval,,R8,2020,ADE,ESS,59,62
Sun 26 Jul 1:35pm,Optus Stadium,,R8,2020,WCE,COL,111,45
Sun 26 Jul 6:10pm,Heritage Bank Stadium,,R8,2020,MEL,BRL,49,53
Mon 27 Jul 6:10pm,Optus Stadium,,R8,2020,FRE,GEE,16,48
Wed 29 Jul 7:10pm,Heritage Bank Stadium,,R9,2020,WBD,RCH,49,90
Thu 30 Jul 7:50pm,Gabba,,R9,2020,MEL,POR,32,83
Fri 31 Jul 3:40pm,Optus Stadium,,R9,2020,CAR,HAW,58,89
Fri 31 Jul 8:10pm,Heritage Bank Stadium,,R9,2020,ESS,BRL,28,91
Sat 1 Aug 2:35pm,Heritage Bank Stadium,,R9,2020,NTH,ADE,119,50
Sat 1 Aug 5:10pm,Gabba,,R9,2020,STK,SYD,101,48
Sat 1 Aug 6:10pm,Optus Stadium,,R9,2020,WCE,GEE,73,64
Sun 2 Aug 3:35pm,Heritage Bank Stadium,,R9,2020,GCS,GWS,35,61
Sun 2 Aug 4:10pm,Optus Stadium,,R9,2020,FRE,COL,61,49
Mon 3 Aug 6:40pm,Adelaide Oval,,R10,2020,POR,WBD,55,42
