Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Thu 2 Apr 7:20pm,MCG,83493,Round 1,2015,CAR,RCH,78,105
Sat 4 Apr 1:40pm,MCG,27013,Round 1,2015,MEL,GCS,115,89
Sat 4 Apr 4:35pm,Accor Stadium,23274,Round 1,2015,SYD,ESS,72,60
Sat 4 Apr 6:20pm,Gabba,31240,Round 1,2015,BRL,COL,74,86
Sat 4 Apr 7:20pm,Marvel Stadium,22366,Round 1,2015,WBD,WCE,97,87
Sun 5 Apr 1:10pm,Marvel Stadium,18794,Round 1,2015,STK,GWS,78,87
Sun 5 Apr 2:50pm,Adelaide Oval,46491,Round 1,2015,ADE,NTH,140,63
Sun 5 Apr 4:40pm,Domain Stadium,34099,Round 1,2015,FRE,POR,75,68
Mon 6 Apr 3:20pm,MCG,73584,Round 1,2015,HAW,GEE,123,61
Fri 10 Apr 6:10pm,Domain Stadium,34588,Round 2,2015,WCE,CAR,131,62
Sat 11 Apr 1:45pm,MCG,49945,Round 2,2015,RCH,WBD,66,85
Sat 11 Apr 2:10pm,Manuka Oval,7760,Round 2,2015,GWS,MEL,101,56
Sat 11 Apr 4:35pm,Marvel Stadium,33771,Round 2,2015,COL,ADE,63,90
Sat 11 Apr 7:10pm,Adelaide Oval,49765,Round 2,2015,POR,SYD,44,92
Sat 11 Apr 7:20pm,Heritage Bank Stadium,13649,Round 2,2015,GCS,STK,76,104
Sun 12 Apr 1:10pm,GMHBA Stadium,23723,Round 2,2015,GEE,FRE,60,104
Sun 12 Apr 3:20pm,MCG,59866,Round 2,2015,ESS,HAW,78,76
Sun 12 Apr 4:40pm,Marvel Stadium,22275,Round 2,2015,NTH,BRL,133,51
Fri 17 Apr 7:50pm,MCG,45197,Round 3,2015,COL,STK,140,66
Sat 18 Apr 1:40pm,Adelaide Oval,43713,Round 3,2015,ADE,MEL,80,55
Sat 18 Apr 1:45pm,MCG,54854,Round 3,2015,CAR,ESS,84,105
Sat 18 Apr 4:35pm,SCG,31966,Round 3,2015,SYD,GWS,111,90
Sat 18 Apr 7:20pm,Marvel Stadium,22586,Round 3,2015,NTH,POR,105,113
Sat 18 Apr 7:20pm,Gabba,22441,Round 3,2015,BRL,RCH,58,137
Sun 19 Apr 1:10pm,UTAS Stadium,15559,Round 3,2015,HAW,WBD,127,57
Sun 19 Apr 2:40pm,Domain Stadium,39138,Round 3,2015,WCE,FRE,81,111
Sun 19 Apr 3:20pm,GMHBA Stadium,20813,Round 3,2015,GEE,GCS,105,96
Fri 24 Apr 7:50pm,MCG,58175,Round 4,2015,RCH,MEL,51,83
Sat 25 Apr 1:10pm,Westpac Stadium,12125,Round 4,2015,STK,CAR,81,121
Sat 25 Apr 2:40pm,MCG,88395,Round 4,2015,ESS,COL,49,69
Sat 25 Apr 5:40pm,Manuka Oval,6917,Round 4,2015,GWS,GCS,119,53
Sat 25 Apr 6:45pm,Domain Stadium,39009,Round 4,2015,FRE,SYD,74,60
Sat 25 Apr 7:10pm,Adelaide Oval,50675,Round 4,2015,POR,HAW,99,91
Sun 26 Apr 1:10pm,Gabba,16632,Round 4,2015,BRL,WCE,65,118
Sun 26 Apr 3:20pm,GMHBA Stadium,23452,Round 4,2015,GEE,NTH,67,83
Sun 26 Apr 4:40pm,Marvel Stadium,19915,Round 4,2015,WBD,ADE,125,68
Fri 1 May 7:50pm,MCG,71759,Round 5,2015,CAR,COL,45,120
Sat 2 May 1:45pm,MCG,45228,Round 5,2015,RCH,GEE,76,85
Sat 2 May 2:10pm,SCG,25541,Round 5,2015,SYD,WBD,73,77
Sat 2 May 4:35pm,Heritage Bank Stadium,12464,Round 5,2015,GCS,BRL,118,54
Sat 2 May 5:40pm,Domain Stadium,34554,Round 5,2015,WCE,GWS,120,33
Sat 2 May 7:20pm,Marvel Stadium,38077,Round 5,2015,NTH,HAW,70,130
Sun 3 May 1:10pm,MCG,22892,Round 5,2015,MEL,FRE,50,118
Sun 3 May 3:20pm,Marvel Stadium,29869,Round 5,2015,STK,ESS,80,82
Sun 3 May 4:10pm,Adelaide Oval,49735,Round 5,2015,ADE,POR,91,115
Fri 8 May 7:50pm,MCG,52152,Round 6,2015,COL,GEE,59,100
Sat 9 May 1:45pm,Blundstone Arena,17544,Round 6,2015,NTH,RCH,109,74
Sat 9 May 2:10pm,Marvel Stadium,29619,Round 6,2015,WBD,STK,87,94
Sat 9 May 4:35pm,GIANTS Stadium,13556,Round 6,2015,GWS,HAW,108,98
Sat 9 May 5:10pm,Heritage Bank Stadium,12464,Round 6,2015,GCS,ADE,78,119
Sat 9 May 6:10pm,Domain Stadium,37535,Round 6,2015,FRE,ESS,80,52
