Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Fri 31 Mar,MCG,24882,Round 1,1995,NTH,ADE,79,76
Sat 1 Apr,MCG,26219,Round 1,1995,RCH,FRE,90,85
Sat 1 Apr,Waverley Park,14653,Round 1,1995,HAW,BRL,127,70
Sat 1 Apr,Western Oval,17869,Round 1,1995,Fitzroy ,ESS,38,112
Sat 1 Apr,GMHBA Stadium,22707,Round 1,1995,GEE,MEL,87,73
Sun 2 Apr,WACA,28083,Round 1,1995,WCE,STK,121,75
Sun 2 Apr,MCG,87119,Round 1,1995,COL,CAR,66,95
Sun 2 Apr,Western Oval,19189,Round 1,1995,WBD,SYD,102,85
Fri 7 Apr,WACA,23688,Round 2,1995,FRE,ESS,82,91
Sat 8 Apr,Waverley Park,18136,Round 2,1995,HAW,WBD,71,95
Sat 8 Apr,Princes Park,16586,Round 2,1995,CAR, Fitzroy,125,56
Sat 8 Apr,MCG,25010,Round 2,1995,MEL,NTH,87,106
Sun 9 Apr,SCG,12973,Round 2,1995,SYD,GEE,75,80
Sun 9 Apr,Gabba,9334,Round 2,1995,BRL,ADE,126,99
Sun 9 Apr,MCG,33129,Round 2,1995,COL,WCE,76,80
Sun 9 Apr,Waverley Park,26037,Round 2,1995,STK,RCH,69,95
Sat 15 Apr,MCG,41576,Round 3,1995,CAR,WBD,158,60
Sat 15 Apr,WACA,31303,Round 3,1995,WCE,NTH,91,43
Sat 15 Apr,Western Oval,7561,Round 3,1995,Fitzroy ,FRE,78,121
Sat 15 Apr,GMHBA Stadium,27057,Round 3,1995,GEE,COL,122,95
Sun 16 Apr,Waverley Park,24820,Round 3,1995,HAW,RCH,34,40
Sun 16 Apr,AAMI Stadium,38046,Round 3,1995,ADE,STK,92,26
Sun 16 Apr,Gabba,8460,Round 3,1995,BRL,SYD,104,99
Mon 17 Apr,MCG,60057,Round 3,1995,ESS,MEL,98,82
Fri 21 Apr,WACA,26455,Round 4,1995,FRE,GEE,94,75
Sat 22 Apr,SCG,10762,Round 4,1995,SYD, Fitzroy,116,84
Sat 22 Apr,Waverley Park,24972,Round 4,1995,STK,HAW,70,106
