Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Thu 30 Mar 5:45pm,Domain Stadium,40036,Round 1,2006,WCE,STK,84,66
Fri 31 Mar 12:00am,Marvel Stadium,43532,Round 1,2006,WBD,RCH,167,52
Sat 1 Apr 12:00am,GMHBA Stadium,23029,Round 1,2006,GEE,BRL,115,38
Sat 1 Apr 12:00am,AAMI Stadium,27680,Round 1,2006,POR,NTH,87,128
Sat 1 Apr 12:00am,Marvel Stadium,45355,Round 1,2006,ESS,SYD,108,81
Sun 2 Apr 12:00am,UTAS Stadium,13862,Round 1,2006,HAW,FRE,109,87
Sun 2 Apr 12:00am,Marvel Stadium,31139,Round 1,2006,MEL,CAR,72,93
Mon 3 Apr 12:00am,Marvel Stadium,35434,Round 1,2006,COL,ADE,77,111
Fri 7 Apr 12:00am,Marvel Stadium,40740,Round 2,2006,RCH,STK,77,88
Sat 8 Apr 12:00am,Gabba,34357,Round 2,2006,BRL,ESS,115,97
Sat 8 Apr 12:00am,GMHBA Stadium,22839,Round 2,2006,GEE,NTH,138,69
Sat 8 Apr 12:00am,Marvel Stadium,28478,Round 2,2006,WBD,MEL,137,90
Sat 8 Apr 12:00am,Domain Stadium,34553,Round 2,2006,FRE,CAR,101,86
Sun 9 Apr 12:00am,AAMI Stadium,43206,Round 2,2006,ADE,WCE,88,90
Sun 9 Apr 12:00am,SCG,33551,Round 2,2006,SYD,POR,80,106
Sun 9 Apr 12:00am,Marvel Stadium,43296,Round 2,2006,HAW,COL,84,119
Thu 13 Apr 12:00am,Marvel Stadium,35760,Round 3,2006,STK,BRL,124,87
Sat 15 Apr 12:00am,GMHBA Stadium,24026,Round 3,2006,GEE,HAW,49,101
Sat 15 Apr 12:00am,Domain Stadium,39436,Round 3,2006,WCE,RCH,136,90
Sat 15 Apr 12:00am,Marvel Stadium,36930,Round 3,2006,CAR,SYD,74,81
Sun 16 Apr 12:00am,AAMI Stadium,25042,Round 3,2006,POR,FRE,79,110
Sun 16 Apr 12:00am,Heritage Bank Stadium,8258,Round 3,2006,MEL,ADE,97,102
Sun 16 Apr 12:00am,Marvel Stadium,43947,Round 3,2006,ESS,WBD,93,104
Mon 17 Apr 12:00am,Marvel Stadium,48721,Round 3,2006,NTH,COL,76,153
Fri 21 Apr 12:00am,Marvel Stadium,45102,Round 4,2006,CAR,HAW,68,100
Sat 22 Apr 12:00am,Domain Stadium,35090,Round 4,2006,FRE,ADE,59,70
Sat 22 Apr 12:00am,Marvel Stadium,45922,Round 4,2006,WBD,GEE,98,97
Sat 22 Apr 12:00am,Gabba,30266,Round 4,2006,BRL,RCH,82,96
Sun 23 Apr 12:00am,SCG,29167,Round 4,2006,SYD,MEL,92,97
Sun 23 Apr 12:00am,Manuka Oval,9541,Round 4,2006,NTH,WCE,71,95
Mon 24 Apr 12:00am,AAMI Stadium,32188,Round 4,2006,POR,STK,122,118
Tue 25 Apr 12:00am,MCG,91234,Round 4,2006,COL,ESS,106,89
Fri 28 Apr 12:00am,MCG,54815,Round 5,2006,RCH,CAR,92,84
Sat 29 Apr 12:00am,AAMI Stadium,41057,Round 5,2006,ADE,WBD,132,55
Sat 29 Apr 12:00am,MCG,30392,Round 5,2006,MEL,NTH,90,86
Sat 29 Apr 12:00am,Accor Stadium,37032,Round 5,2006,SYD,GEE,107,85
Sat 29 Apr 12:00am,Domain Stadium,40519,Round 5,2006,WCE,BRL,122,63
Sun 30 Apr 12:00am,MCG,40179,Round 5,2006,HAW,ESS,84,83
Sun 30 Apr 12:00am,Marvel Stadium,32276,Round 5,2006,COL,POR,120,79
