Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score
Thu 22 Mar 7:25pm,MCG,90151,Round 1,2018,RCH,CAR,121,95
Fri 23 Mar 7:50pm,Marvel Stadium,43016,Round 1,2018,ESS,ADE,99,87
Sat 24 Mar 3:35pm,Marvel Stadium,23731,Round 1,2018,STK,BRL,107,82
Sat 24 Mar 4:05pm,Adelaide Oval,38324,Round 1,2018,POR,FRE,110,60
Sat 24 Mar 6:25pm,Cazaly's Stadium,3722,Round 1,2018,GCS,NTH,55,39
Sat 24 Mar 7:25pm,MCG,58051,Round 1,2018,HAW,COL,101,67
Sun 25 Mar 1:10pm,Manuka Oval,10454,Round 1,2018,GWS,WBD,133,51
Sun 25 Mar 3:20pm,MCG,54112,Round 1,2018,MEL,GEE,94,97
Sun 25 Mar 4:20pm,Optus Stadium,53553,Round 1,2018,WCE,SYD,86,115
Thu 29 Mar 7:20pm,Adelaide Oval,49743,Round 2,2018,ADE,RCH,118,82
Fri 30 Mar 4:20pm,Marvel Stadium,33966,Round 2,2018,NTH,STK,95,43
Sat 31 Mar 1:45pm,Marvel Stadium,28025,Round 2,2018,CAR,GCS,67,101
Sat 31 Mar 4:35pm,MCG,30941,Round 2,2018,COL,GWS,79,95
Sat 31 Mar 5:10pm,Optus Stadium,49021,Round 2,2018,FRE,ESS,106,90
Sat 31 Mar 6:25pm,Gabba,17141,Round 2,2018,BRL,MEL,74,100
Sun 1 Apr 3:20pm,Marvel Stadium,22868,Round 2,2018,WBD,WCE,70,121
Sun 1 Apr 4:40pm,SCG,34636,Round 2,2018,SYD,POR,71,94
Mon 2 Apr 3:20pm,MCG,73189,Round 2,2018,GEE,HAW,117,118
Fri 6 Apr 7:50pm,MCG,68548,Round 3,2018,CAR,COL,76,100
Sat 7 Apr 1:15pm,Adelaide Oval,36363,Round 3,2018,POR,BRL,97,92
Sat 7 Apr 2:10pm,MCG,35518,Round 3,2018,MEL,NTH,123,86
Sat 7 Apr 2:35pm,Optus Stadium,33388,Round 3,2018,GCS,FRE,68,96
Sat 7 Apr 7:25pm,SCG,34711,Round 3,2018,SYD,GWS,103,87
Sat 7 Apr 7:25pm,Marvel Stadium,19324,Round 3,2018,STK,ADE,55,104
Sun 8 Apr 1:10pm,MCG,70701,Round 3,2018,RCH,HAW,102,89
Sun 8 Apr 2:40pm,Optus Stadium,54535,Round 3,2018,WCE,GEE,95,80
Sun 8 Apr 3:20pm,Marvel Stadium,40499,Round 3,2018,WBD,ESS,104,83
Fri 13 Apr 7:20pm,Adelaide Oval,45495,Round 4,2018,ADE,COL,58,106
Sat 14 Apr 1:45pm,Manuka Oval,11356,Round 4,2018,GWS,FRE,82,51
Sat 14 Apr 2:10pm,MCG,32870,Round 4,2018,RCH,BRL,110,17
Sat 14 Apr 4:35pm,Marvel Stadium,28058,Round 4,2018,WBD,SYD,79,86
Sat 14 Apr 6:10pm,Optus Stadium,51774,Round 4,2018,WCE,GCS,139,59
Sat 14 Apr 7:25pm,Blundstone Arena,14266,Round 4,2018,NTH,CAR,116,30
Sun 15 Apr 1:10pm,Marvel Stadium,30900,Round 4,2018,ESS,POR,106,84
Sun 15 Apr 3:20pm,MCG,41973,Round 4,2018,HAW,MEL,115,48
Sun 15 Apr 4:40pm,GMHBA Stadium,27338,Round 4,2018,GEE,STK,103,56
Fri 20 Apr 7:50pm,SCG,38017,Round 5,2018,SYD,ADE,75,85
Sat 21 Apr 1:45pm,Marvel Stadium,14956,Round 5,2018,STK,GWS,73,73
Sat 21 Apr 4:35pm,MCG,27900,Round 5,2018,CAR,WCE,69,79
Sat 21 Apr 6:15pm,Optus Stadium,43056,Round 5,2018,FRE,WBD,108,54
Sat 21 Apr 7:10pm,Adelaide Oval,45372,Round 5,2018,POR,GEE,50,84
Sun 22 Apr 3:20pm,Marvel Stadium,27981,Round 5,2018,NTH,HAW,98,70
Sun 22 Apr 4:45pm,Gabba,16087,Round 5,2018,BRL,GCS,71,76
Tue 24 Apr 7:25pm,MCG,77071,Round 5,2018,MEL,RCH,56,102
Wed 25 Apr 3:20pm,MCG,91440,Round 5,2018,COL,ESS,101,52
Fri 27 Apr 7:50pm,Marvel Stadium,33915,Round 6,2018,WBD,CAR,80,59
Sat 28 Apr 1:45pm,GMHBA Stadium,31036,Round 6,2018,GEE,SYD,69,86
Sat 28 Apr 2:10pm,Marvel Stadium,17617,Round 6,2018,NTH,POR,69,102
Sat 28 Apr 4:35pm,GIANTS Stadium,10046,Round 6,2018,GWS,BRL,77,43
Sat 28 Apr 7:10pm,Adelaide Oval,44835,Round 6,2018,ADE,GCS,110,62
Sat 28 Apr 7:25pm,UTAS Stadium,15741,Round 6,2018,HAW,STK,89,54
Sun 29 Apr 1:10pm,Marvel Stadium,35964,Round 6,2018,ESS,MEL,72,108
Sun 29 Apr 2:40pm,Optus Stadium,56521,Round 6,2018,FRE,WCE,81,89
Sun 29 Apr 3:20pm,MCG,72157,Round 6,2018,COL,RCH,70,113
Fri 4 May 7:50pm,GMHBA Stadium,25079,Round 7,2018,GEE,GWS,93,32
