Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,Tot
"Berry, Sam",79,73,43,,,,,,,64,,,,64.8/337:39
"Brown, Tyler",29,,,,,,,,,,,,,29.0/39:45
"Butts, Jordon",87,,80,57,88,60,98,94,100,90,85,87,89,84.7/1318:33
"Crouch, Matt",,,,,,,,39,,,,,,39.0/49:08
"Dawson, Jordan",85,93,84,86,86,86,89,85,86,87,83,84,84,86.0/1448:18
"Doedee, Tom",95,90,97,95,95,96,100,100,96,,85,5,,86.3/1230:13
"Fogarty, Darcy",83,88,,,82,90,81,86,83,84,83,88,83,84.6/1208:02
"Gollant, Lachlan",,,69,74,,,,,,90,,,,77.5/297:17
"Himmelberg, Elliott",72,75,,,,,,,,72,,,,73.0/283:25
"Hinge, Mitch",90,85,95,78,81,86,87,85,77,14,,92,91,80.3/1243:25
"Jones, Chayce",,,33,86,91,89,92,87,90,79,82,87,83,81.6/1161:01
"Keays, Ben",86,88,84,76,83,83,96,80,76,72,89,87,87,83.7/1410:48
"Laird, Rory",77,83,80,77,85,77,75,81,67,83,73,74,78,77.7/1309:38
"McAdam, Shane",57,,,,,,,,,,,,,57.0/76:10
"McHenry, Ned",,,,88,23,26,,,18,,72,57,34,45.6/417:02
"Michalanney, Max",79,86,75,80,83,78,69,67,81,82,94,85,77,79.8/1345:48
"Milera, Wayne",85,,77,81,75,77,70,80,76,85,85,88,78,79.8/1242:26
"Murphy, Lachlan",,67,82,82,85,82,66,80,81,76,81,81,85,79.1/1227:45
"Murray, Nick",50,88,93,94,97,92,89,51,,97,89,89,63,82.6/1285:10
"OBrien, Reilly",79,83,81,81,77,81,86,78,74,81,89,88,82,81.6/1375:32
"Parnell, Patrick",,6,,,,,,,77,81,6,,,41.8/217:54
"Pedlar, Luke",78,77,84,,74,64,77,85,70,76,71,75,69,75.0/1169:08
"Rachele, Josh",83,85,81,84,77,78,81,69,82,82,74,83,85,80.3/1353:16
"Rankine, Izak",90,87,100,85,94,94,85,95,91,82,94,89,86,90.2/1520:42
"Schoenberg, Harry",75,69,,22,,,19,,,,,,,46.9/240:12
"Sholl, Lachlan",,86,81,85,85,81,63,83,92,85,91,76,83,82.7/1282:09
"Sloane, Rory",87,84,65,65,64,72,71,73,67,67,60,67,65,69.7/1175:55
"Smith, Brodie",85,88,83,87,82,86,86,83,87,83,,88,87,85.4/1323:47
"Soligo, Jake",87,78,76,77,49,81,73,82,77,88,79,83,69,76.8/1294:16
"Thilthorpe, Riley",,53,73,83,65,60,66,61,69,,76,68,75,68.2/972:37
"Walker, Taylor",82,87,84,76,78,79,81,77,83,,86,78,83,81.2/1266:53
"Worrell, Josh",,,,,,,,,,,74,,84,78.9/213:55
Totals,,,,,,,,,,,,,,
Opponent,GW,RI,PA,FR,CA,HW,CW,GE,SK,WB,BL,GC,WC,
