Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,Tot
"Berry, Sam",-,-,-,,,,,,,-,,,,
"Brown, Tyler",-,,,,,,,,,,,,,
"Butts, Jordon",-,,-,-,-,-,-,-,-,-,-,-,-,
"Crouch, Matt",,,,,,,,-,,,,,,
"Dawson, Jordan",-,-,1,1,-,1,-,-,-,1,-,1,-,5.0
"Doedee, Tom",-,-,-,-,-,-,-,-,-,,-,-,,
"Fogarty, Darcy",2,3,,,5,3,-,-,2,-,1,3,2,21.0
"Gollant, Lachlan",,,-,2,,,,,,1,,,,3.0
"Himmelberg, Elliott",1,-,,,,,,,,-,,,,1.0
"Hinge, Mitch",-,-,-,-,-,-,-,1,-,-,,-,-,1.0
"Jones, Chayce",,,1,-,1,-,2,-,1,-,-,-,-,5.0
"Keays, Ben",1,-,-,-,3,-,-,-,1,-,1,2,1,9.0
"Laird, Rory",-,-,1,-,1,-,-,-,-,-,-,-,-,2.0
"McAdam, Shane",1,,,,,,,,,,,,,1.0
"McHenry, Ned",,,,-,1,-,,,1,,1,-,-,3.0
"Michalanney, Max",-,-,-,-,-,-,-,-,-,-,-,-,-,
"Milera, Wayne",-,,-,1,-,-,-,-,-,-,-,1,-,2.0
"Murphy, Lachlan",,-,1,-,-,-,-,-,1,-,-,1,2,5.0
"Murray, Nick",-,-,-,-,-,-,-,-,,-,-,-,-,
"OBrien, Reilly",-,-,-,-,-,-,-,1,-,-,-,1,-,2.0
"Parnell, Patrick",,-,,,,,,,-,-,-,,,
"Pedlar, Luke",1,-,3,,1,1,2,2,2,-,2,1,1,16.0
"Rachele, Josh",3,2,1,3,1,-,-,-,1,2,1,1,1,16.0
"Rankine, Izak",2,2,4,3,1,1,1,2,2,1,2,-,3,24.0
"Schoenberg, Harry",-,-,,-,,,-,,,,,,,
"Sholl, Lachlan",,-,-,-,-,1,-,1,-,-,-,-,2,4.0
"Sloane, Rory",-,-,-,-,-,-,1,1,-,-,-,-,2,4.0
"Smith, Brodie",-,-,-,-,1,-,-,-,1,-,,-,-,2.0
"Soligo, Jake",-,-,1,2,-,-,-,-,1,-,1,-,1,6.0
"Thilthorpe, Riley",,1,5,1,-,-,-,-,1,,2,-,2,12.0
"Walker, Taylor",1,2,-,4,3,4,1,3,5,,3,2,10,38.0
"Worrell, Josh",,,,,,,,,,,-,,-,
Totals,12,10,18,17,18,11,7,11,19,5,14,13,27,182.0
Opponent,GW,RI,PA,FR,CA,HW,CW,GE,SK,WB,BL,GC,WC,
