Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,Tot
"Berry, Sam",12,11,5,,,,,,,12,,,,40.0
"Brown, Tyler",1,,,,,,,,,,,,,1.0
"Butts, Jordon",10,,7,4,13,9,10,11,13,5,6,6,18,112.0
"Crouch, Matt",,,,,,,,12,,,,,,12.0
"Dawson, Jordan",23,27,18,27,32,24,30,29,33,22,32,30,32,359.0
"Doedee, Tom",20,13,10,18,24,12,24,17,17,,9,1,,165.0
"Fogarty, Darcy",14,12,,,16,11,10,9,8,6,10,15,16,127.0
"Gollant, Lachlan",,,9,8,,,,,,7,,,,24.0
"Himmelberg, Elliott",12,9,,,,,,,,5,,,,26.0
"Hinge, Mitch",15,16,21,16,24,18,18,14,23,1,,16,18,200.0
"Jones, Chayce",,,9,21,28,9,20,16,21,23,17,17,21,202.0
"Keays, Ben",21,21,19,19,16,12,12,12,17,11,28,25,29,242.0
"Laird, Rory",18,39,26,28,37,29,29,21,22,34,27,22,34,366.0
"McAdam, Shane",7,,,,,,,,,,,,,7.0
"McHenry, Ned",,,,22,4,2,,,13,,15,13,11,80.0
"Michalanney, Max",12,8,12,16,10,6,12,12,9,8,11,10,9,135.0
"Milera, Wayne",14,,15,18,23,11,13,18,26,21,22,20,21,222.0
"Murphy, Lachlan",,13,18,14,16,15,12,19,22,12,15,16,16,188.0
"Murray, Nick",5,13,12,8,13,8,15,5,,15,11,9,7,121.0
"OBrien, Reilly",12,17,16,11,17,10,12,15,12,12,15,10,18,177.0
"Parnell, Patrick",,-,,,,,,,25,16,-,,,41.0
"Pedlar, Luke",13,12,12,,8,15,13,8,16,13,9,10,16,145.0
"Rachele, Josh",18,19,18,20,22,21,18,8,15,16,15,12,15,217.0
"Rankine, Izak",18,12,17,15,14,14,13,21,20,8,23,13,20,208.0
"Schoenberg, Harry",16,13,,5,,,5,,,,,,,39.0
"Sholl, Lachlan",,27,16,14,16,23,18,12,26,12,20,15,17,216.0
"Sloane, Rory",18,16,22,23,17,30,18,18,25,18,14,17,19,255.0
"Smith, Brodie",16,20,15,24,21,19,19,24,32,14,,26,18,248.0
"Soligo, Jake",16,18,13,21,4,25,24,20,22,7,18,9,15,212.0
"Thilthorpe, Riley",,8,11,18,8,12,15,5,8,,11,11,15,122.0
"Walker, Taylor",7,14,11,10,15,20,7,7,16,,9,7,21,144.0
"Worrell, Josh",,,,,,,,,,,19,,18,37.0
Totals,318,358,332,380,398,355,367,333,441,298,356,330,424,4690.0
Opponent,GW,RI,PA,FR,CA,HW,CW,GE,SK,WB,BL,GC,WC,
