Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R17,R16,R18,R19,R20,R21,R22,SF,GF,Tot
"Aitken, Ian",,1,-,,,,-,-,-,1,-,-,-,-,,,,,1,-,1,-,-,-,4.0
"Alvin, Tom",-,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,3.0
"Blackwell, Wayne",,,,,,,,,,,,,,,1,-,,,,,,-,,,1.0
"Bradley, Craig",-,-,-,2,-,1,1,1,1,2,1,1,-,-,,,-,-,-,-,2,2,-,3,17.0
"Buckley, Jim",,,,,,,,,,,,,1,-,,,,,,,,,,,1.0
"Dean, Peter",-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,2,-,,,,,-,-,2.0
"Dennis, Richard",,-,2,1,1,-,-,2,-,1,1,2,-,-,1,1,-,-,-,1,-,-,-,-,13.0
"Dorotich, Jon",,,-,,-,-,1,-,-,,1,-,-,-,-,-,1,-,-,-,-,-,-,1,4.0
"Dunlop, Jamie",,,,-,,,,,,,,-,-,,,,,,,,,,,,
"Evans, Bernie",1,-,-,1,1,-,,,,,,,,,,,-,2,1,4,-,3,2,,15.0
"Gallagher, Michael",,,,,,,3,1,-,3,3,-,-,1,1,,,,,,,,,,12.0
"Glascott, David",1,1,-,1,-,-,-,-,1,1,2,-,-,-,1,-,2,-,-,1,1,1,-,-,13.0
"Gleeson, Adrian",,1,1,1,-,-,1,-,-,2,2,-,-,-,2,1,4,-,1,-,-,-,-,1,17.0
"Hanna, Mil",,,,,,,-,1,3,1,1,2,1,-,,,,,,,,,,,9.0
"Herman, Ian",,,,,,,,,,,1,-,-,,,,,,,,,,,,1.0
"Hunter, Ken",,,,,,,,,,,,,,-,-,-,-,-,1,2,2,1,1,1,8.0
"Johnston, Wayne",-,3,-,7,,2,-,-,-,,,3,1,,2,-,2,2,1,-,,2,1,2,28.0
"Kennedy, Michael",,,-,-,2,-,-,-,-,-,-,-,-,1,-,-,-,1,2,-,-,-,-,-,6.0
"Kernahan, Stephen",4,2,1,6,6,5,3,1,-,2,2,2,1,4,3,2,4,1,2,8,2,6,3,3,73.0
"Madden, Justin",1,-,-,1,2,-,2,2,2,3,3,,-,-,-,-,-,1,-,-,2,-,1,-,20.0
"Majerczak, Mark",,,,,,,,,,1,-,,,,,,,,,,,,,,1.0
"McKenzie, Warren",,,,-,-,-,,,,,,,,,-,2,2,-,-,-,-,-,1,1,6.0
"Meldrum, Paul",-,-,2,2,1,-,1,4,2,2,,-,-,-,4,1,-,1,,,1,-,,1,22.0
"Motley, Peter",1,-,1,-,-,1,,,,,,,,,,,,,,,,,,,3.0
"Murphy, Fraser",2,1,3,2,3,-,2,-,1,6,-,-,,1,2,-,,,,,,,,1,24.0
"Naley, Mark",1,-,,,-,,5,-,2,1,1,-,2,1,-,3,1,-,3,1,1,,1,1,24.0
"Ogier, Darren",-,,,,,,2,3,-,1,,,,3,1,-,,,,,,,,,10.0
"Rhys-Jones, David",-,-,-,-,-,1,-,-,-,-,1,,,,,5,-,-,-,-,-,-,-,-,7.0
"Robertson, Shane",-,,,,,-,1,-,-,-,2,-,-,1,1,-,-,-,-,-,1,-,-,-,6.0
"Rohde, Peter",-,-,-,1,-,,,,,,,,,,,,,,-,-,,,,,1.0
"Sartori, Peter",1,2,3,1,-,-,,,,,,2,,,,,,,3,7,1,5,1,,26.0
"Shine, Brad",-,-,,,,,,,,-,-,,,,-,-,-,-,,,,,,,
"Silvagni, Stephen",3,4,5,3,-,2,-,,,,,,,,,,2,2,2,-,1,-,-,-,24.0
"Strauch, Dean",-,,,,,,,,,,,,,,,,,,,,,,,,
"Williams, Mark",,,,,,,,,,,,,,,,,,,,,2,,,,2.0
Totals,15,16,18,29,17,12,22,15,12,27,21,12,6,12,20,15,20,10,17,24,17,20,11,15,403.0
Opponent,HW,CW,FO,WC,ES,SY,GE,NM,FI,BB,ME,SK,RI,HW,CW,WC,FO,ES,SY,GE,FI,NM,HW,HW,
