teams,round,Player,disposals,odds,home,away
west-coast v north-melbourne,R20,luke mcdonald,To Get 25 or More Disposals,4.00,WCE,NTH
west-coast v north-melbourne,R20,will phillips,To Get 25 or More Disposals,4.75,WCE,NTH
west-coast v north-melbourne,R20,darcy tucker,To Get 25 or More Disposals,6.00,WCE,NTH
west-coast v north-melbourne,R20,tristan xerri,To Get 25 or More Disposals,6.25,WCE,NTH
west-coast v north-melbourne,R20,josh goater,To Get 25 or More Disposals,8.50,WCE,NTH
west-coast v north-melbourne,R20,ben mckay,To Get 25 or More Disposals,17.00,WCE,NTH
west-coast v north-melbourne,R20,tim kelly,To Get 30 or More Disposals,2.30,WCE,NTH
west-coast v north-melbourne,R20,dom sheed,To Get 30 or More Disposals,3.45,WCE,NTH
west-coast v north-melbourne,R20,liam duggan,To Get 30 or More Disposals,3.50,WCE,NTH
west-coast v north-melbourne,R20,andrew gaff,To Get 30 or More Disposals,4.90,WCE,NTH
west-coast v north-melbourne,R20,shannon hurn,To Get 30 or More Disposals,4.90,WCE,NTH
west-coast v north-melbourne,R20,alex witherden,To Get 30 or More Disposals,6.25,WCE,NTH
west-coast v north-melbourne,R20,jayden hunt,To Get 30 or More Disposals,9.75,WCE,NTH
west-coast v north-melbourne,R20,tom cole,To Get 30 or More Disposals,26.00,WCE,NTH
west-coast v north-melbourne,R20,brady hough,To Get 30 or More Disposals,29.00,WCE,NTH
west-coast v north-melbourne,R20,harry sheezel,To Get 30 or More Disposals,2.30,WCE,NTH
west-coast v north-melbourne,R20,luke davies-uniacke,To Get 30 or More Disposals,2.35,WCE,NTH
west-coast v north-melbourne,R20,bailey scott,To Get 30 or More Disposals,4.60,WCE,NTH
west-coast v north-melbourne,R20,jy simpkin,To Get 30 or More Disposals,5.30,WCE,NTH
west-coast v north-melbourne,R20,aidan corr,To Get 30 or More Disposals,9.00,WCE,NTH
west-coast v north-melbourne,R20,tarryn thomas,To Get 30 or More Disposals,10.00,WCE,NTH
west-coast v north-melbourne,R20,luke mcdonald,To Get 30 or More Disposals,12.50,WCE,NTH
west-coast v north-melbourne,R20,will phillips,To Get 30 or More Disposals,14.00,WCE,NTH
west-coast v north-melbourne,R20,tristan xerri,To Get 30 or More Disposals,17.00,WCE,NTH
west-coast v north-melbourne,R20,darcy tucker,To Get 30 or More Disposals,21.00,WCE,NTH
