teams,round,Player,disposals,odds,home,away
gold-coast v brisbane,R20,hugh mccluggage,To Get 15 or More Disposals,SUS,GCS,BRL
gold-coast v brisbane,R20,conor mckenna,To Get 15 or More Disposals,1.13,GCS,BRL
gold-coast v brisbane,R20,dayne zorko,To Get 15 or More Disposals,1.15,GCS,BRL
gold-coast v brisbane,R20,keidean coleman,To Get 15 or More Disposals,1.21,GCS,BRL
gold-coast v brisbane,R20,darcy wilmot,To Get 15 or More Disposals,1.26,GCS,BRL
gold-coast v brisbane,R20,callum ah chee,To Get 15 or More Disposals,1.43,GCS,BRL
gold-coast v brisbane,R20,jarrod berry,To Get 15 or More Disposals,1.47,GCS,BRL
gold-coast v brisbane,R20,jaspa fletcher,To Get 15 or More Disposals,1.67,GCS,BRL
gold-coast v brisbane,R20,harris andrews,To Get 15 or More Disposals,1.79,GCS,BRL
gold-coast v brisbane,R20,cam rayner,To Get 15 or More Disposals,1.95,GCS,BRL
gold-coast v brisbane,R20,ryan lester,To Get 15 or More Disposals,2.35,GCS,BRL
gold-coast v brisbane,R20,lincoln mccarthy,To Get 15 or More Disposals,2.50,GCS,BRL
gold-coast v brisbane,R20,jack gunston,To Get 15 or More Disposals,2.65,GCS,BRL
gold-coast v brisbane,R20,brandon starcevich,To Get 15 or More Disposals,3.10,GCS,BRL
gold-coast v brisbane,R20,oscar mcinerney,To Get 15 or More Disposals,3.60,GCS,BRL
gold-coast v brisbane,R20,noah anderson,To Get 20 or More Disposals,1.07,GCS,BRL
gold-coast v brisbane,R20,sam flanders,To Get 20 or More Disposals,1.12,GCS,BRL
gold-coast v brisbane,R20,touk miller,To Get 20 or More Disposals,1.21,GCS,BRL
gold-coast v brisbane,R20,rory atkins,To Get 20 or More Disposals,1.38,GCS,BRL
gold-coast v brisbane,R20,wil powell,To Get 20 or More Disposals,1.68,GCS,BRL
gold-coast v brisbane,R20,matt rowell,To Get 20 or More Disposals,1.92,GCS,BRL
gold-coast v brisbane,R20,darcy macpherson,To Get 20 or More Disposals,2.50,GCS,BRL
gold-coast v brisbane,R20,brandon ellis,To Get 20 or More Disposals,2.80,GCS,BRL
gold-coast v brisbane,R20,ben ainsworth,To Get 20 or More Disposals,3.35,GCS,BRL
gold-coast v brisbane,R20,elijah hollands,To Get 20 or More Disposals,3.35,GCS,BRL
gold-coast v brisbane,R20,david swallow,To Get 20 or More Disposals,3.45,GCS,BRL
gold-coast v brisbane,R20,bailey humphrey,To Get 20 or More Disposals,6.25,GCS,BRL
gold-coast v brisbane,R20,jack lukosius,To Get 20 or More Disposals,8.00,GCS,BRL
gold-coast v brisbane,R20,jarrod witts,To Get 20 or More Disposals,8.00,GCS,BRL
gold-coast v brisbane,R20,charlie ballard,To Get 20 or More Disposals,8.25,GCS,BRL
gold-coast v brisbane,R20,nick holman,To Get 20 or More Disposals,8.50,GCS,BRL
gold-coast v brisbane,R20,josh dunkley,To Get 20 or More Disposals,1.08,GCS,BRL
gold-coast v brisbane,R20,hugh mccluggage,To Get 20 or More Disposals,1.22,GCS,BRL
gold-coast v brisbane,R20,dayne zorko,To Get 20 or More Disposals,1.91,GCS,BRL
gold-coast v brisbane,R20,conor mckenna,To Get 20 or More Disposals,1.93,GCS,BRL
gold-coast v brisbane,R20,keidean coleman,To Get 20 or More Disposals,2.25,GCS,BRL
gold-coast v brisbane,R20,darcy wilmot,To Get 20 or More Disposals,2.30,GCS,BRL
gold-coast v brisbane,R20,callum ah chee,To Get 20 or More Disposals,2.55,GCS,BRL
gold-coast v brisbane,R20,jarrod berry,To Get 20 or More Disposals,3.35,GCS,BRL
gold-coast v brisbane,R20,jaspa fletcher,To Get 20 or More Disposals,4.40,GCS,BRL
gold-coast v brisbane,R20,harris andrews,To Get 20 or More Disposals,5.00,GCS,BRL
gold-coast v brisbane,R20,cam rayner,To Get 20 or More Disposals,5.75,GCS,BRL
gold-coast v brisbane,R20,jack gunston,To Get 20 or More Disposals,6.75,GCS,BRL
gold-coast v brisbane,R20,lincoln mccarthy,To Get 20 or More Disposals,9.25,GCS,BRL
gold-coast v brisbane,R20,noah anderson,To Get 25 or More Disposals,1.41,GCS,BRL
gold-coast v brisbane,R20,sam flanders,To Get 25 or More Disposals,1.56,GCS,BRL
gold-coast v brisbane,R20,touk miller,To Get 25 or More Disposals,1.90,GCS,BRL
gold-coast v brisbane,R20,rory atkins,To Get 25 or More Disposals,2.18,GCS,BRL
gold-coast v brisbane,R20,wil powell,To Get 25 or More Disposals,4.00,GCS,BRL
gold-coast v brisbane,R20,matt rowell,To Get 25 or More Disposals,4.50,GCS,BRL
gold-coast v brisbane,R20,darcy macpherson,To Get 25 or More Disposals,6.00,GCS,BRL
gold-coast v brisbane,R20,brandon ellis,To Get 25 or More Disposals,8.50,GCS,BRL
gold-coast v brisbane,R20,ben ainsworth,To Get 25 or More Disposals,11.00,GCS,BRL
gold-coast v brisbane,R20,elijah hollands,To Get 25 or More Disposals,12.00,GCS,BRL
gold-coast v brisbane,R20,david swallow,To Get 25 or More Disposals,15.00,GCS,BRL
gold-coast v brisbane,R20,lachie neale,To Get 25 or More Disposals,1.26,GCS,BRL
gold-coast v brisbane,R20,josh dunkley,To Get 25 or More Disposals,1.48,GCS,BRL
gold-coast v brisbane,R20,hugh mccluggage,To Get 25 or More Disposals,1.95,GCS,BRL
gold-coast v brisbane,R20,dayne zorko,To Get 25 or More Disposals,5.30,GCS,BRL
gold-coast v brisbane,R20,conor mckenna,To Get 25 or More Disposals,5.80,GCS,BRL
gold-coast v brisbane,R20,callum ah chee,To Get 25 or More Disposals,6.25,GCS,BRL
gold-coast v brisbane,R20,darcy wilmot,To Get 25 or More Disposals,6.25,GCS,BRL
gold-coast v brisbane,R20,keidean coleman,To Get 25 or More Disposals,7.25,GCS,BRL
gold-coast v brisbane,R20,jarrod berry,To Get 25 or More Disposals,11.50,GCS,BRL
gold-coast v brisbane,R20,noah anderson,To Get 30 or More Disposals,2.40,GCS,BRL
gold-coast v brisbane,R20,sam flanders,To Get 30 or More Disposals,2.80,GCS,BRL
gold-coast v brisbane,R20,touk miller,To Get 30 or More Disposals,3.80,GCS,BRL
gold-coast v brisbane,R20,rory atkins,To Get 30 or More Disposals,4.20,GCS,BRL
gold-coast v brisbane,R20,wil powell,To Get 30 or More Disposals,12.50,GCS,BRL
gold-coast v brisbane,R20,matt rowell,To Get 30 or More Disposals,13.00,GCS,BRL
gold-coast v brisbane,R20,darcy macpherson,To Get 30 or More Disposals,15.00,GCS,BRL
gold-coast v brisbane,R20,lachie neale,To Get 30 or More Disposals,1.84,GCS,BRL
gold-coast v brisbane,R20,josh dunkley,To Get 30 or More Disposals,2.90,GCS,BRL
gold-coast v brisbane,R20,hugh mccluggage,To Get 30 or More Disposals,4.00,GCS,BRL
gold-coast v brisbane,R20,callum ah chee,To Get 30 or More Disposals,16.00,GCS,BRL
gold-coast v brisbane,R20,dayne zorko,To Get 30 or More Disposals,17.00,GCS,BRL
gold-coast v brisbane,R20,darcy wilmot,To Get 30 or More Disposals,19.00,GCS,BRL
gold-coast v brisbane,R20,conor mckenna,To Get 30 or More Disposals,23.00,GCS,BRL
essendon v sydney,R20,dyson heppell,To Get 15 or More Disposals,1.06,ESS,SYD
essendon v sydney,R20,mason redman,To Get 15 or More Disposals,1.06,ESS,SYD
essendon v sydney,R20,nic martin,To Get 15 or More Disposals,1.06,ESS,SYD
essendon v sydney,R20,ben hobbs,To Get 15 or More Disposals,1.13,ESS,SYD
essendon v sydney,R20,jayden laverde,To Get 15 or More Disposals,1.26,ESS,SYD
essendon v sydney,R20,jye caldwell,To Get 15 or More Disposals,1.26,ESS,SYD
essendon v sydney,R20,archie perkins,To Get 15 or More Disposals,1.40,ESS,SYD
essendon v sydney,R20,jake kelly,To Get 15 or More Disposals,1.43,ESS,SYD
essendon v sydney,R20,sam durham,To Get 15 or More Disposals,1.51,ESS,SYD
essendon v sydney,R20,brandon zerk-thatcher,To Get 15 or More Disposals,1.64,ESS,SYD
essendon v sydney,R20,nik cox,To Get 15 or More Disposals,1.64,ESS,SYD
essendon v sydney,R20,kyle langford,To Get 15 or More Disposals,2.30,ESS,SYD
essendon v sydney,R20,matt guelfi,To Get 15 or More Disposals,3.90,ESS,SYD
essendon v sydney,R20,peter wright,To Get 15 or More Disposals,4.00,ESS,SYD
essendon v sydney,R20,will snelling,To Get 15 or More Disposals,4.50,ESS,SYD
essendon v sydney,R20,chad warner,To Get 15 or More Disposals,SUS,ESS,SYD
essendon v sydney,R20,callum mills,To Get 15 or More Disposals,1.09,ESS,SYD
essendon v sydney,R20,nick blakey,To Get 15 or More Disposals,1.13,ESS,SYD
essendon v sydney,R20,james rowbottom,To Get 15 or More Disposals,1.16,ESS,SYD
essendon v sydney,R20,oliver florent,To Get 15 or More Disposals,1.28,ESS,SYD
essendon v sydney,R20,justin mcinerney,To Get 15 or More Disposals,1.37,ESS,SYD
essendon v sydney,R20,harry cunningham,To Get 15 or More Disposals,1.40,ESS,SYD
essendon v sydney,R20,braeden campbell,To Get 15 or More Disposals,1.41,ESS,SYD
essendon v sydney,R20,robbie fox,To Get 15 or More Disposals,1.48,ESS,SYD
essendon v sydney,R20,isaac heeney,To Get 15 or More Disposals,1.60,ESS,SYD
essendon v sydney,R20,tom papley,To Get 15 or More Disposals,1.73,ESS,SYD
essendon v sydney,R20,hayden mclean,To Get 15 or More Disposals,1.94,ESS,SYD
essendon v sydney,R20,will hayward,To Get 15 or More Disposals,3.80,ESS,SYD
essendon v sydney,R20,lance franklin,To Get 15 or More Disposals,4.30,ESS,SYD
essendon v sydney,R20,tom mccartin,To Get 15 or More Disposals,4.50,ESS,SYD
essendon v sydney,R20,joel amartey,To Get 15 or More Disposals,4.60,ESS,SYD
essendon v sydney,R20,logan mcdonald,To Get 15 or More Disposals,4.60,ESS,SYD
essendon v sydney,R20,,To Get 20 or More Disposals,,ESS,SYD
essendon v sydney,R20,andrew mcgrath,To Get 20 or More Disposals,1.27,ESS,SYD
essendon v sydney,R20,mason redman,To Get 20 or More Disposals,1.40,ESS,SYD
essendon v sydney,R20,nic martin,To Get 20 or More Disposals,1.41,ESS,SYD
essendon v sydney,R20,dyson heppell,To Get 20 or More Disposals,1.47,ESS,SYD
essendon v sydney,R20,ben hobbs,To Get 20 or More Disposals,1.71,ESS,SYD
essendon v sydney,R20,jye caldwell,To Get 20 or More Disposals,2.25,ESS,SYD
essendon v sydney,R20,jayden laverde,To Get 20 or More Disposals,2.30,ESS,SYD
essendon v sydney,R20,archie perkins,To Get 20 or More Disposals,2.85,ESS,SYD
essendon v sydney,R20,jake kelly,To Get 20 or More Disposals,3.05,ESS,SYD
essendon v sydney,R20,nik cox,To Get 20 or More Disposals,3.40,ESS,SYD
essendon v sydney,R20,sam durham,To Get 20 or More Disposals,3.75,ESS,SYD
essendon v sydney,R20,brandon zerk-thatcher,To Get 20 or More Disposals,4.25,ESS,SYD
essendon v sydney,R20,kyle langford,To Get 20 or More Disposals,8.00,ESS,SYD
essendon v sydney,R20,luke parker,To Get 20 or More Disposals,1.10,ESS,SYD
essendon v sydney,R20,errol gulden,To Get 20 or More Disposals,1.11,ESS,SYD
essendon v sydney,R20,chad warner,To Get 20 or More Disposals,1.21,ESS,SYD
essendon v sydney,R20,jake lloyd,To Get 20 or More Disposals,1.26,ESS,SYD
essendon v sydney,R20,callum mills,To Get 20 or More Disposals,1.53,ESS,SYD
essendon v sydney,R20,nick blakey,To Get 20 or More Disposals,1.69,ESS,SYD
essendon v sydney,R20,oliver florent,To Get 20 or More Disposals,1.80,ESS,SYD
essendon v sydney,R20,james rowbottom,To Get 20 or More Disposals,1.95,ESS,SYD
essendon v sydney,R20,justin mcinerney,To Get 20 or More Disposals,2.80,ESS,SYD
essendon v sydney,R20,harry cunningham,To Get 20 or More Disposals,2.95,ESS,SYD
essendon v sydney,R20,braeden campbell,To Get 20 or More Disposals,3.00,ESS,SYD
essendon v sydney,R20,robbie fox,To Get 20 or More Disposals,3.35,ESS,SYD
essendon v sydney,R20,isaac heeney,To Get 20 or More Disposals,5.10,ESS,SYD
essendon v sydney,R20,tom papley,To Get 20 or More Disposals,5.10,ESS,SYD
essendon v sydney,R20,darcy parish,To Get 25 or More Disposals,1.24,ESS,SYD
essendon v sydney,R20,zach merrett,To Get 25 or More Disposals,1.40,ESS,SYD
essendon v sydney,R20,andrew mcgrath,To Get 25 or More Disposals,2.25,ESS,SYD
essendon v sydney,R20,mason redman,To Get 25 or More Disposals,2.55,ESS,SYD
essendon v sydney,R20,nic martin,To Get 25 or More Disposals,2.60,ESS,SYD
essendon v sydney,R20,dyson heppell,To Get 25 or More Disposals,3.30,ESS,SYD
essendon v sydney,R20,ben hobbs,To Get 25 or More Disposals,3.80,ESS,SYD
essendon v sydney,R20,jye caldwell,To Get 25 or More Disposals,6.25,ESS,SYD
essendon v sydney,R20,jayden laverde,To Get 25 or More Disposals,6.50,ESS,SYD
essendon v sydney,R20,archie perkins,To Get 25 or More Disposals,9.00,ESS,SYD
essendon v sydney,R20,nik cox,To Get 25 or More Disposals,9.50,ESS,SYD
essendon v sydney,R20,jake kelly,To Get 25 or More Disposals,10.00,ESS,SYD
essendon v sydney,R20,sam durham,To Get 25 or More Disposals,16.00,ESS,SYD
essendon v sydney,R20,brandon zerk-thatcher,To Get 25 or More Disposals,17.00,ESS,SYD
essendon v sydney,R20,luke parker,To Get 25 or More Disposals,1.53,ESS,SYD
essendon v sydney,R20,errol gulden,To Get 25 or More Disposals,1.57,ESS,SYD
essendon v sydney,R20,chad warner,To Get 25 or More Disposals,1.96,ESS,SYD
essendon v sydney,R20,jake lloyd,To Get 25 or More Disposals,2.25,ESS,SYD
essendon v sydney,R20,oliver florent,To Get 25 or More Disposals,3.05,ESS,SYD
essendon v sydney,R20,callum mills,To Get 25 or More Disposals,3.10,ESS,SYD
essendon v sydney,R20,nick blakey,To Get 25 or More Disposals,3.75,ESS,SYD
essendon v sydney,R20,james rowbottom,To Get 25 or More Disposals,5.40,ESS,SYD
essendon v sydney,R20,justin mcinerney,To Get 25 or More Disposals,9.25,ESS,SYD
essendon v sydney,R20,braeden campbell,To Get 25 or More Disposals,9.75,ESS,SYD
essendon v sydney,R20,harry cunningham,To Get 25 or More Disposals,10.00,ESS,SYD
essendon v sydney,R20,darcy parish,To Get 30 or More Disposals,1.84,ESS,SYD
essendon v sydney,R20,zach merrett,To Get 30 or More Disposals,2.08,ESS,SYD
essendon v sydney,R20,andrew mcgrath,To Get 30 or More Disposals,5.50,ESS,SYD
essendon v sydney,R20,mason redman,To Get 30 or More Disposals,6.00,ESS,SYD
essendon v sydney,R20,nic martin,To Get 30 or More Disposals,6.25,ESS,SYD
essendon v sydney,R20,dyson heppell,To Get 30 or More Disposals,10.00,ESS,SYD
essendon v sydney,R20,ben hobbs,To Get 30 or More Disposals,10.50,ESS,SYD
essendon v sydney,R20,jye caldwell,To Get 30 or More Disposals,19.00,ESS,SYD
essendon v sydney,R20,jayden laverde,To Get 30 or More Disposals,21.00,ESS,SYD
essendon v sydney,R20,nik cox,To Get 30 or More Disposals,29.00,ESS,SYD
essendon v sydney,R20,errol gulden,To Get 30 or More Disposals,2.80,ESS,SYD
essendon v sydney,R20,luke parker,To Get 30 or More Disposals,2.85,ESS,SYD
essendon v sydney,R20,chad warner,To Get 30 or More Disposals,4.00,ESS,SYD
essendon v sydney,R20,jake lloyd,To Get 30 or More Disposals,5.40,ESS,SYD
essendon v sydney,R20,oliver florent,To Get 30 or More Disposals,5.90,ESS,SYD
essendon v sydney,R20,callum mills,To Get 30 or More Disposals,7.75,ESS,SYD
essendon v sydney,R20,nick blakey,To Get 30 or More Disposals,10.00,ESS,SYD
adelaide v port-adelaide,R20,mitch hinge,To Get 15 or More Disposals,SUS,ADE,POR
adelaide v port-adelaide,R20,brodie smith,To Get 15 or More Disposals,1.13,ADE,POR
adelaide v port-adelaide,R20,harry schoenberg,To Get 15 or More Disposals,1.16,ADE,POR
adelaide v port-adelaide,R20,rory sloane,To Get 15 or More Disposals,1.16,ADE,POR
adelaide v port-adelaide,R20,wayne milera,To Get 15 or More Disposals,1.18,ADE,POR
adelaide v port-adelaide,R20,chayce jones,To Get 15 or More Disposals,1.32,ADE,POR
adelaide v port-adelaide,R20,ned mchenry,To Get 15 or More Disposals,1.48,ADE,POR
adelaide v port-adelaide,R20,brayden cook,To Get 15 or More Disposals,1.68,ADE,POR
adelaide v port-adelaide,R20,josh worrell,To Get 15 or More Disposals,1.73,ADE,POR
adelaide v port-adelaide,R20,lachlan murphy,To Get 15 or More Disposals,1.73,ADE,POR
adelaide v port-adelaide,R20,reilly o'brien,To Get 15 or More Disposals,1.86,ADE,POR
adelaide v port-adelaide,R20,luke nankervis,To Get 15 or More Disposals,1.94,ADE,POR
adelaide v port-adelaide,R20,riley thilthorpe,To Get 15 or More Disposals,2.90,ADE,POR
adelaide v port-adelaide,R20,taylor walker,To Get 15 or More Disposals,2.90,ADE,POR
adelaide v port-adelaide,R20,luke pedlar,To Get 15 or More Disposals,3.30,ADE,POR
adelaide v port-adelaide,R20,ollie wines,To Get 15 or More Disposals,1.06,ADE,POR
adelaide v port-adelaide,R20,travis boak,To Get 15 or More Disposals,1.25,ADE,POR
adelaide v port-adelaide,R20,ryan burton,To Get 15 or More Disposals,1.28,ADE,POR
adelaide v port-adelaide,R20,jason horne-francis,To Get 15 or More Disposals,1.29,ADE,POR
adelaide v port-adelaide,R20,willem drew,To Get 15 or More Disposals,1.37,ADE,POR
adelaide v port-adelaide,R20,xavier duursma,To Get 15 or More Disposals,1.44,ADE,POR
adelaide v port-adelaide,R20,kane farrell,To Get 15 or More Disposals,1.48,ADE,POR
adelaide v port-adelaide,R20,sam powell-pepper,To Get 15 or More Disposals,1.66,ADE,POR
adelaide v port-adelaide,R20,jeremy finlayson,To Get 15 or More Disposals,1.95,ADE,POR
adelaide v port-adelaide,R20,darcy byrne-jones,To Get 15 or More Disposals,2.12,ADE,POR
adelaide v port-adelaide,R20,miles bergman,To Get 15 or More Disposals,2.45,ADE,POR
adelaide v port-adelaide,R20,lachlan jones,To Get 15 or More Disposals,2.50,ADE,POR
adelaide v port-adelaide,R20,aliir aliir,To Get 15 or More Disposals,2.80,ADE,POR
adelaide v port-adelaide,R20,scott lycett,To Get 15 or More Disposals,2.90,ADE,POR
adelaide v port-adelaide,R20,charlie dixon,To Get 15 or More Disposals,3.05,ADE,POR
adelaide v port-adelaide,R20,,To Get 20 or More Disposals,,ADE,POR
adelaide v port-adelaide,R20,mitch hinge,To Get 20 or More Disposals,1.36,ADE,POR
adelaide v port-adelaide,R20,ben keays,To Get 20 or More Disposals,1.37,ADE,POR
adelaide v port-adelaide,R20,brodie smith,To Get 20 or More Disposals,1.70,ADE,POR
adelaide v port-adelaide,R20,rory sloane,To Get 20 or More Disposals,1.89,ADE,POR
adelaide v port-adelaide,R20,harry schoenberg,To Get 20 or More Disposals,1.97,ADE,POR
adelaide v port-adelaide,R20,wayne milera,To Get 20 or More Disposals,2.30,ADE,POR
adelaide v port-adelaide,R20,chayce jones,To Get 20 or More Disposals,2.75,ADE,POR
adelaide v port-adelaide,R20,ned mchenry,To Get 20 or More Disposals,3.35,ADE,POR
adelaide v port-adelaide,R20,lachlan murphy,To Get 20 or More Disposals,3.80,ADE,POR
adelaide v port-adelaide,R20,brayden cook,To Get 20 or More Disposals,4.30,ADE,POR
adelaide v port-adelaide,R20,josh worrell,To Get 20 or More Disposals,4.60,ADE,POR
adelaide v port-adelaide,R20,luke nankervis,To Get 20 or More Disposals,5.80,ADE,POR
adelaide v port-adelaide,R20,reilly o'brien,To Get 20 or More Disposals,6.00,ADE,POR
adelaide v port-adelaide,R20,taylor walker,To Get 20 or More Disposals,9.50,ADE,POR
adelaide v port-adelaide,R20,connor rozee,To Get 20 or More Disposals,SUS,ADE,POR
adelaide v port-adelaide,R20,dan houston,To Get 20 or More Disposals,1.29,ADE,POR
adelaide v port-adelaide,R20,ollie wines,To Get 20 or More Disposals,1.40,ADE,POR
adelaide v port-adelaide,R20,travis boak,To Get 20 or More Disposals,2.25,ADE,POR
adelaide v port-adelaide,R20,jason horne-francis,To Get 20 or More Disposals,2.40,ADE,POR
adelaide v port-adelaide,R20,ryan burton,To Get 20 or More Disposals,2.40,ADE,POR
adelaide v port-adelaide,R20,xavier duursma,To Get 20 or More Disposals,2.65,ADE,POR
adelaide v port-adelaide,R20,willem drew,To Get 20 or More Disposals,2.70,ADE,POR
adelaide v port-adelaide,R20,kane farrell,To Get 20 or More Disposals,3.35,ADE,POR
adelaide v port-adelaide,R20,sam powell-pepper,To Get 20 or More Disposals,4.60,ADE,POR
adelaide v port-adelaide,R20,jeremy finlayson,To Get 20 or More Disposals,5.90,ADE,POR
adelaide v port-adelaide,R20,miles bergman,To Get 20 or More Disposals,6.75,ADE,POR
adelaide v port-adelaide,R20,darcy byrne-jones,To Get 20 or More Disposals,7.00,ADE,POR
adelaide v port-adelaide,R20,rory laird,To Get 25 or More Disposals,1.32,ADE,POR
adelaide v port-adelaide,R20,jordan dawson,To Get 25 or More Disposals,1.40,ADE,POR
adelaide v port-adelaide,R20,ben keays,To Get 25 or More Disposals,2.18,ADE,POR
adelaide v port-adelaide,R20,mitch hinge,To Get 25 or More Disposals,2.65,ADE,POR
adelaide v port-adelaide,R20,brodie smith,To Get 25 or More Disposals,3.70,ADE,POR
adelaide v port-adelaide,R20,rory sloane,To Get 25 or More Disposals,4.60,ADE,POR
adelaide v port-adelaide,R20,harry schoenberg,To Get 25 or More Disposals,5.40,ADE,POR
adelaide v port-adelaide,R20,wayne milera,To Get 25 or More Disposals,8.00,ADE,POR
adelaide v port-adelaide,R20,chayce jones,To Get 25 or More Disposals,10.00,ADE,POR
adelaide v port-adelaide,R20,lachlan murphy,To Get 25 or More Disposals,11.00,ADE,POR
adelaide v port-adelaide,R20,ned mchenry,To Get 25 or More Disposals,12.00,ADE,POR
adelaide v port-adelaide,R20,brayden cook,To Get 25 or More Disposals,17.00,ADE,POR
adelaide v port-adelaide,R20,josh worrell,To Get 25 or More Disposals,19.00,ADE,POR
adelaide v port-adelaide,R20,connor rozee,To Get 25 or More Disposals,1.37,ADE,POR
adelaide v port-adelaide,R20,zak butters,To Get 25 or More Disposals,1.43,ADE,POR
adelaide v port-adelaide,R20,dan houston,To Get 25 or More Disposals,1.93,ADE,POR
adelaide v port-adelaide,R20,ollie wines,To Get 25 or More Disposals,2.55,ADE,POR
adelaide v port-adelaide,R20,travis boak,To Get 25 or More Disposals,6.25,ADE,POR
adelaide v port-adelaide,R20,xavier duursma,To Get 25 or More Disposals,6.50,ADE,POR
adelaide v port-adelaide,R20,ryan burton,To Get 25 or More Disposals,6.75,ADE,POR
adelaide v port-adelaide,R20,jason horne-francis,To Get 25 or More Disposals,7.25,ADE,POR
adelaide v port-adelaide,R20,willem drew,To Get 25 or More Disposals,8.50,ADE,POR
adelaide v port-adelaide,R20,rory laird,To Get 30 or More Disposals,2.08,ADE,POR
adelaide v port-adelaide,R20,jordan dawson,To Get 30 or More Disposals,2.45,ADE,POR
adelaide v port-adelaide,R20,ben keays,To Get 30 or More Disposals,4.10,ADE,POR
adelaide v port-adelaide,R20,mitch hinge,To Get 30 or More Disposals,7.00,ADE,POR
adelaide v port-adelaide,R20,brodie smith,To Get 30 or More Disposals,10.00,ADE,POR
adelaide v port-adelaide,R20,rory sloane,To Get 30 or More Disposals,13.00,ADE,POR
adelaide v port-adelaide,R20,harry schoenberg,To Get 30 or More Disposals,19.00,ADE,POR
adelaide v port-adelaide,R20,zak butters,To Get 30 or More Disposals,2.35,ADE,POR
adelaide v port-adelaide,R20,connor rozee,To Get 30 or More Disposals,2.45,ADE,POR
adelaide v port-adelaide,R20,dan houston,To Get 30 or More Disposals,3.40,ADE,POR
adelaide v port-adelaide,R20,ollie wines,To Get 30 or More Disposals,6.25,ADE,POR
adelaide v port-adelaide,R20,xavier duursma,To Get 30 or More Disposals,18.00,ADE,POR
adelaide v port-adelaide,R20,jason horne-francis,To Get 30 or More Disposals,21.00,ADE,POR
adelaide v port-adelaide,R20,ryan burton,To Get 30 or More Disposals,21.00,ADE,POR
hawthorn v st-kilda,R20,conor nash,To Get 15 or More Disposals,SUS,HAW,STK
hawthorn v st-kilda,R20,josh ward,To Get 15 or More Disposals,1.06,HAW,STK
hawthorn v st-kilda,R20,jarman impey,To Get 15 or More Disposals,1.08,HAW,STK
hawthorn v st-kilda,R20,dylan moore,To Get 15 or More Disposals,1.12,HAW,STK
hawthorn v st-kilda,R20,blake hardwick,To Get 15 or More Disposals,1.13,HAW,STK
hawthorn v st-kilda,R20,jack scrimshaw,To Get 15 or More Disposals,1.14,HAW,STK
hawthorn v st-kilda,R20,seamus mitchell,To Get 15 or More Disposals,1.15,HAW,STK
hawthorn v st-kilda,R20,connor macdonald,To Get 15 or More Disposals,1.17,HAW,STK
hawthorn v st-kilda,R20,josh weddle,To Get 15 or More Disposals,1.25,HAW,STK
hawthorn v st-kilda,R20,chad wingard,To Get 15 or More Disposals,1.36,HAW,STK
hawthorn v st-kilda,R20,sam frost,To Get 15 or More Disposals,1.68,HAW,STK
hawthorn v st-kilda,R20,lloyd meek,To Get 15 or More Disposals,2.30,HAW,STK
hawthorn v st-kilda,R20,mitch lewis,To Get 15 or More Disposals,2.75,HAW,STK
hawthorn v st-kilda,R20,finn maginness,To Get 15 or More Disposals,3.45,HAW,STK
hawthorn v st-kilda,R20,tyler brockman,To Get 15 or More Disposals,4.10,HAW,STK
hawthorn v st-kilda,R20,mason wood,To Get 15 or More Disposals,1.08,HAW,STK
hawthorn v st-kilda,R20,zak jones,To Get 15 or More Disposals,1.10,HAW,STK
hawthorn v st-kilda,R20,rowan marshall,To Get 15 or More Disposals,1.13,HAW,STK
hawthorn v st-kilda,R20,hunter clark,To Get 15 or More Disposals,1.15,HAW,STK
hawthorn v st-kilda,R20,callum wilkie,To Get 15 or More Disposals,1.16,HAW,STK
hawthorn v st-kilda,R20,jimmy webster,To Get 15 or More Disposals,1.42,HAW,STK
hawthorn v st-kilda,R20,jade gresham,To Get 15 or More Disposals,1.43,HAW,STK
hawthorn v st-kilda,R20,mitchito owens,To Get 15 or More Disposals,1.48,HAW,STK
hawthorn v st-kilda,R20,josh battle,To Get 15 or More Disposals,1.62,HAW,STK
hawthorn v st-kilda,R20,jack bytel,To Get 15 or More Disposals,1.65,HAW,STK
hawthorn v st-kilda,R20,mattaes phillipou,To Get 15 or More Disposals,1.92,HAW,STK
hawthorn v st-kilda,R20,dougal howard,To Get 15 or More Disposals,2.35,HAW,STK
hawthorn v st-kilda,R20,cooper sharman,To Get 15 or More Disposals,2.40,HAW,STK
hawthorn v st-kilda,R20,jack higgins,To Get 15 or More Disposals,2.95,HAW,STK
hawthorn v st-kilda,R20,james worpel,To Get 20 or More Disposals,1.08,HAW,STK
hawthorn v st-kilda,R20,jai newcombe,To Get 20 or More Disposals,1.10,HAW,STK
hawthorn v st-kilda,R20,will day,To Get 20 or More Disposals,1.10,HAW,STK
hawthorn v st-kilda,R20,karl amon,To Get 20 or More Disposals,1.17,HAW,STK
hawthorn v st-kilda,R20,conor nash,To Get 20 or More Disposals,1.19,HAW,STK
hawthorn v st-kilda,R20,jarman impey,To Get 20 or More Disposals,1.37,HAW,STK
hawthorn v st-kilda,R20,josh ward,To Get 20 or More Disposals,1.41,HAW,STK
hawthorn v st-kilda,R20,dylan moore,To Get 20 or More Disposals,1.70,HAW,STK
hawthorn v st-kilda,R20,blake hardwick,To Get 20 or More Disposals,1.72,HAW,STK
hawthorn v st-kilda,R20,jack scrimshaw,To Get 20 or More Disposals,1.72,HAW,STK
hawthorn v st-kilda,R20,seamus mitchell,To Get 20 or More Disposals,1.92,HAW,STK
