Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,Tot
"Ainslie, Brodie",,,,,,,,,,,,,,,,-,,,
"Baird, Tom",-,1,-,-,1,,1,,,1,,,,-,,,,,4.0
"Biggs, Albert",,,-,,,-,,,,,,,,,,,,,
"Bowtell, Alby",,,,,,,,,,,,,,,-,,,,
"Bray, Henry",,,,,,,,,,,,,,,,-,,,
"Briggs, Bob",,,,,,1,-,,2,2,1,-,1,,,,,,7.0
"Brown, Ted",,,,-,-,-,,,,1,,,,,,,,,1.0
"Butler, Bert",,,,,,,,,,,,-,-,-,,,,,
"Cazaly, Roy",,,,,,,,,,,,,,,-,-,1,-,1.0
"Crowl, Claude",,,,,,,,,,,,,,,-,-,-,,
"Dangerfield, Gordon",-,-,-,-,,-,1,-,-,-,-,-,-,-,,,,-,1.0
"Donnelly, Peter",,,,,,,,,,,,,,,-,,,,
"Eicke, Wels",4,-,1,1,1,-,-,-,1,-,1,1,1,-,,,,-,11.0
"Gant, Wally",-,-,-,,-,,-,1,-,-,-,-,-,,,,,,1.0
"Gathercole, Harry",,,-,,,,,,,,,,,,,,,,
"Goddard, Bill",,,,,,-,-,-,-,-,-,-,,,,,,,
"Gordon, Vic",,,,,,,,,,,,,,,,-,-,-,
"Graham, Wally",-,-,-,-,-,-,-,-,,,,,,,,,,,
"Gregson, Reg",1,1,,,,,,-,,,,,,,,,,,2.0
"Hammond, Alf",,,,,,,,,,,,,,,-,,,,
"Handley, Tom",,,,-,,,,,,,,,,,,,,,
"Hart, Aubrey",,,,,,,,,,,,,,,,-,1,-,1.0
"Hattam, Harrie",-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Hunt, Claude",,,,,-,,,,,,,,-,,,,,,
"Ingham, Norm",,,,,,,,,,,,,,,,-,-,,
"Lever, Harry",1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,-,1.0
"Linay, Fred",,,,,,,,,,,,,,,,2,-,,2.0
"Lowenstern, Otto",,,,,,-,-,-,-,,-,,-,-,-,-,-,1,1.0
"MacKenzie, Alex",,,,,-,-,-,-,-,-,1,-,-,-,,,,,1.0
"McKenzie, Ken",,,,1,-,1,-,-,,-,2,1,,,,,,-,5.0
"McNamara, Henry",,,,,,,,,,,,,,,,-,,,
"Merrett, Henry",,,,,,,,,-,,,,,-,,,-,,
"Monar, Bob",,,,,1,,,,,,,,,,,,,,1.0
"Mortimer, Sam",,1,,,,,,,,,,,,,,,,,1.0
"Newbound, Arthur",,,,,1,,,,,,,,,,,,,,1.0
"OBrien, Bill",-,,,,,,,,,,,,,,,,,,
"OConnor, George",,,,-,,,,,,,,,,,-,,,,
"OPelt, Otto",,,,,,,,,,,,,,,-,,,,
"Outen, Matt",1,1,-,-,-,,,,,-,2,-,-,-,,,,,4.0
"Parker, Harold",,,,,,,,,-,,,,-,-,,,,,
"Patterson, Bill",,,-,,,,,,,-,-,-,-,-,-,-,-,-,
"Pierce, Bert",-,1,-,-,-,1,-,1,-,-,1,1,-,-,-,-,-,-,5.0
"Plowman, Hugh",,,-,,,,,-,1,-,-,-,-,-,,,,-,1.0
"Robinson, Gordon",,,,,,,,,,,,,,,,,,-,
"Ryan, Ted",-,-,-,-,-,-,,-,-,,,-,,,,,,,
"Scott, Wally",,-,-,,,-,-,-,-,-,-,,,-,,,,,
"Sellars, Ernie",,,,,,,,,,,7,3,-,2,1,3,2,4,22.0
"Smith, Rowley",,,,,,,,,,,,,,,-,-,-,,
"Somer, John",,,,,,,,,,,,,,,-,,,,
"Soutar, Tom",,,,,,,,,,,,,,,-,,,,
"Stainer, Percy",-,,,-,,,,,,,,,,,,,,,
"Stephens, Joe",1,-,1,-,-,,-,-,-,,,,,,,,,,2.0
"Stewart, Jim",,,,,-,,,,,,,,,,,,,,
"Suhr, Charles",,,,,,,,,,,,,,,,,-,,
"Taylor, Charlie",,,,,,-,-,,,,,,,,1,-,-,-,1.0
"Thomas, Artie",1,-,-,,-,2,-,-,-,-,-,-,-,1,,,,-,4.0
"Tottey, Bill",-,-,,1,,,,,,,,,,,,,,,1.0
"Walker, Jack",1,-,,1,,,,,,,,,,,,,,,2.0
"Ward, Bill",,,,,,,,,,,,,,,-,,,,
"White, Paul",,,,,,,,,,,,,,,,-,-,1,1.0
"Whittle, Jack",,,,,,,,,,,,,,,,,-,,
"Woodcock, Bill",-,1,-,-,-,-,1,1,-,2,-,-,1,2,-,-,1,-,9.0
Totals,10,6,2,4,4,5,3,3,4,6,15,6,3,5,2,5,5,6,94.0
Opponent,GE,UN,SM,FI,ME,CA,ES,RI,CW,GE,UN,SM,FI,ME,CA,ES,RI,CW,
