Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,Tot
"Baker, Oskar",2,2,-,5,2,-,3,3,4,4,1,7,1,3,37.0
"Bontempelli, Marcus",2,1,13,4,-,2,1,2,2,4,6,4,6,3,50.0
"Bruce, Josh",3,4,3,5,3,,,,,,,,5,,23.0
"Crozier, Hayden",,2,3,1,,,,,,,,,,,6.0
"Dale, Bailey",6,1,3,5,3,-,4,-,1,2,2,2,6,1,36.0
"Daniel, Caleb",5,1,2,2,3,2,3,4,2,2,1,-,1,2,30.0
"Darcy, Sam",2,3,,,,,,,,,,,,,5.0
"Duryea, Taylor",4,2,,,4,1,4,2,2,2,2,2,-,3,28.0
"English, Tim",4,8,2,4,4,2,4,4,2,6,2,7,3,4,56.0
"Garcia, Riley",,1,8,,,,,,,,,,,,9.0
"Gardner, Ryan",,,,,,,,-,2,3,2,3,,,10.0
"Hannan, Mitch",4,,,-,2,,,,,,1,,,2,9.0
"Johannisen, Jason",2,,2,3,2,1,1,2,4,1,,,,,18.0
"Jones, Arthur",,,-,4,2,1,2,2,2,3,3,2,1,,22.0
"Jones, Liam",2,1,1,3,2,3,-,1,3,1,3,-,1,-,21.0
"Keath, Alex",7,1,4,-,,2,1,1,1,,,,2,4,23.0
"Liberatore, Tom",5,2,5,1,4,3,,2,1,3,2,6,4,2,40.0
"Lobb, Rory",2,,2,2,3,3,2,2,1,1,1,-,2,2,23.0
"Macrae, Jack",5,1,2,1,2,2,3,2,1,-,2,2,1,1,25.0
"McComb, Robbie",,-,-,3,,,,,,,,,,,3.0
"McLean, Toby",-,2,,,1,4,-,,,,,,,,7.0
"McNeil, Lachlan",,,,,,-,-,-,-,1,2,-,,1,4.0
"Naughton, Aaron",3,2,4,2,2,1,2,2,1,1,3,1,3,2,29.0
"OBrien, Tim",,,,,2,1,1,,,-,2,-,,-,6.0
"ODonnell, James",,,,,,,,,-,1,3,3,2,,9.0
"Richards, Ed",6,2,3,4,3,3,4,4,2,2,5,3,,,41.0
"Scott, Anthony",1,1,3,2,3,1,3,1,-,1,3,-,2,2,23.0
"Smith, Bailey",5,4,2,4,,,-,4,2,2,3,5,4,1,36.0
"Treloar, Adam",1,,5,5,9,4,-,1,,,,3,5,4,37.0
"Ugle-Hagan, Jamarra",3,6,-,2,1,1,3,1,1,-,2,3,3,2,28.0
"Vandermeer, Laitham",,,,,,,,,,,,,1,1,2.0
"Weightman, Cody",,,,,5,1,1,2,4,1,3,1,2,1,21.0
"West, Rhylee",,2,,,,,,,,,,,4,1,7.0
"Williams, Bailey",2,1,2,1,1,3,3,-,3,2,1,3,-,1,23.0
Totals,76,50,69,63,63,41,45,42,41,43,55,57,59,43,747.0
Opponent,ME,SK,BL,RI,PA,FR,HW,GW,CA,AD,GC,GE,PA,NM,
