Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,Tot
"Baker, Oskar",3,5,1,6,5,5,4,8,5,2,5,5,1,3,,,58.0
"Bontempelli, Marcus",12,11,12,15,11,15,6,12,9,18,11,5,15,16,11,15,194.0
"Bruce, Josh",6,7,5,8,4,,,,,,,,6,,,,36.0
"Crozier, Hayden",,6,4,1,,,,,,,,,,,,,11.0
"Dale, Bailey",4,9,16,9,5,6,6,1,8,10,12,9,8,10,11,12,136.0
"Daniel, Caleb",12,10,9,5,12,16,13,9,10,18,9,14,12,10,6,17,182.0
"Darcy, Sam",1,1,,,,,,,,,,,,,,,2.0
"Duryea, Taylor",6,4,,,2,4,3,2,4,6,6,7,7,2,5,6,64.0
"English, Tim",12,10,5,3,6,6,4,9,10,10,6,13,12,12,3,9,130.0
"Garcia, Riley",,7,6,,,,,,,,,,,,,,13.0
"Gardner, Ryan",,,,,,,,1,2,3,4,8,,,4,1,23.0
"Hannan, Mitch",3,,,3,1,,,,,,1,,,4,2,,14.0
"Johannisen, Jason",3,,1,5,10,7,7,4,3,4,,,,,,,44.0
"Jones, Arthur",,,2,4,1,4,7,7,9,2,10,4,-,,,,50.0
"Jones, Liam",-,2,1,1,3,2,2,2,2,4,-,-,1,-,,,20.0
"Keath, Alex",4,4,10,-,,5,13,3,2,,,,1,8,3,5,58.0
"Liberatore, Tom",19,15,16,9,17,17,,16,11,19,7,14,14,12,9,16,211.0
"Lobb, Rory",4,,1,4,3,1,5,2,3,5,9,3,8,6,5,5,64.0
"Macrae, Jack",19,18,13,9,14,17,19,14,15,11,18,16,11,13,14,15,236.0
"McComb, Robbie",,2,1,3,,,,,,,,,,,,,6.0
"McLean, Toby",4,14,,,-,10,-,,,,,,,,,,28.0
"McNeil, Lachlan",,,,,,2,6,3,-,6,3,5,,9,2,5,41.0
"Naughton, Aaron",2,2,4,4,7,4,6,4,5,2,6,3,2,3,4,2,60.0
"OBrien, Tim",,,,,3,-,2,,,3,3,5,,1,,,17.0
"ODonnell, James",,,,,,,,,3,2,4,1,1,,4,3,18.0
"Poulter, Caleb",,,,,,,,,,,,,,,7,6,13.0
"Richards, Ed",6,5,6,1,3,8,5,6,5,5,5,7,,,,4,66.0
"Scott, Anthony",6,4,8,3,8,5,5,6,2,6,5,6,5,4,4,2,79.0
"Smith, Bailey",8,10,10,9,,,11,18,10,19,15,10,13,15,8,5,161.0
"Treloar, Adam",21,,13,13,21,19,15,14,,,,20,25,19,8,14,202.0
"Ugle-Hagan, Jamarra",1,3,4,3,5,5,6,2,-,5,1,4,4,3,3,3,52.0
"Vandermeer, Laitham",,,,,,,,,,,,,6,4,2,8,20.0
"Weightman, Cody",,,,,-,-,2,5,4,5,1,5,3,-,5,5,35.0
"West, Rhylee",,3,,,,,,,,,,,5,7,2,8,25.0
"Williams, Bailey",10,1,6,7,8,8,12,9,8,9,9,7,8,4,12,9,127.0
Totals,166,153,154,125,149,166,159,157,130,174,150,171,168,165,134,175,2496.0
Opponent,ME,SK,BL,RI,PA,FR,HW,GW,CA,AD,GC,GE,PA,NM,FR,CW,
