Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,Tot
"Baker, Oskar",-,-,2,-,1,-,2,-,-,-,-,-,-,2,7.0
"Bontempelli, Marcus",-,1,-,1,1,1,4,1,-,-,-,1,1,1,12.0
"Bruce, Josh",-,-,-,-,-,,,,,,,,-,,
"Crozier, Hayden",,-,-,-,,,,,,,,,,,
"Dale, Bailey",-,-,-,1,-,-,-,1,1,-,-,-,-,-,3.0
"Daniel, Caleb",-,-,-,-,-,-,-,-,-,2,-,-,1,2,5.0
"Darcy, Sam",-,-,,,,,,,,,,,,,
"Duryea, Taylor",-,-,,,-,-,-,-,-,-,-,-,-,-,
"English, Tim",1,-,-,-,-,1,1,-,-,-,-,1,-,-,4.0
"Garcia, Riley",,-,-,,,,,,,,,,,,
"Gardner, Ryan",,,,,,,,-,-,-,-,-,,,
"Hannan, Mitch",-,,,-,-,,,,,,-,,,1,1.0
"Johannisen, Jason",-,,-,-,-,1,-,-,-,-,,,,,1.0
"Jones, Arthur",,,-,-,-,-,-,1,2,-,1,-,-,,4.0
"Jones, Liam",-,-,-,-,-,-,-,-,-,-,1,-,-,-,1.0
"Keath, Alex",-,-,-,-,,-,-,-,-,,,,1,-,1.0
"Liberatore, Tom",2,-,1,-,1,-,,-,-,1,-,2,-,-,7.0
"Lobb, Rory",-,,-,-,1,1,1,-,-,-,1,-,2,1,7.0
"Macrae, Jack",1,1,1,1,-,-,-,1,-,-,-,-,2,-,7.0
"McComb, Robbie",,-,-,-,,,,,,,,,,,
"McLean, Toby",-,1,,,-,-,-,,,,,,,,1.0
"McNeil, Lachlan",,,,,,-,-,-,-,1,-,-,,-,1.0
"Naughton, Aaron",-,1,1,1,1,2,1,1,3,-,-,1,-,1,13.0
"OBrien, Tim",,,,,-,-,-,,,-,-,-,,1,1.0
"ODonnell, James",,,,,,,,,-,-,-,1,-,,1.0
"Richards, Ed",-,-,-,-,1,-,-,-,-,-,-,-,,,1.0
"Scott, Anthony",1,-,-,-,-,-,1,-,-,1,1,-,-,-,4.0
"Smith, Bailey",-,-,1,-,,,-,1,-,-,-,-,-,2,4.0
"Treloar, Adam",1,,-,-,-,2,1,1,,,,-,-,-,5.0
"Ugle-Hagan, Jamarra",-,-,-,1,-,-,-,1,2,-,-,-,1,4,9.0
"Vandermeer, Laitham",,,,,,,,,,,,,1,-,1.0
"Weightman, Cody",,,,,-,-,-,1,-,-,1,2,1,-,5.0
"West, Rhylee",,-,,,,,,,,,,,1,-,1.0
"Williams, Bailey",-,-,1,-,-,1,-,1,1,-,1,2,-,-,7.0
Totals,6,4,7,5,6,9,11,10,9,5,6,10,11,15,114.0
Opponent,ME,SK,BL,RI,PA,FR,HW,GW,CA,AD,GC,GE,PA,NM,
