Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,Tot
"Baker, Oskar",1,1,1,-,-,-,-,-,-,-,-,-,-,-,,3.0
"Bontempelli, Marcus",1,-,-,-,1,2,-,1,-,1,-,-,1,3,1,11.0
"Bruce, Josh",-,-,-,-,-,,,,,,,,-,,,
"Crozier, Hayden",,-,-,-,,,,,,,,,,,,
"Dale, Bailey",-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1.0
"Daniel, Caleb",-,-,-,1,-,1,1,-,-,1,1,1,1,1,-,8.0
"Darcy, Sam",-,-,,,,,,,,,,,,,,
"Duryea, Taylor",-,-,,,-,-,-,-,-,-,-,-,-,-,-,
"English, Tim",-,1,-,2,1,1,1,-,-,-,-,-,1,1,1,9.0
"Garcia, Riley",,1,-,,,,,,,,,,,,,1.0
"Gardner, Ryan",,,,,,,,-,-,1,-,-,,,-,1.0
"Hannan, Mitch",-,,,1,1,,,,,,-,,,-,1,3.0
"Johannisen, Jason",1,,-,-,-,-,1,1,1,-,,,,,,4.0
"Jones, Arthur",,,-,-,-,-,1,2,1,-,-,-,-,,,4.0
"Jones, Liam",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
"Keath, Alex",-,-,-,-,,-,-,-,-,,,,-,-,-,
"Liberatore, Tom",1,-,-,2,-,1,,1,1,-,-,-,-,-,-,6.0
"Lobb, Rory",-,,2,1,-,1,2,2,2,1,-,1,-,1,1,14.0
"Macrae, Jack",1,-,-,1,-,-,-,-,-,2,-,1,1,-,1,7.0
"McComb, Robbie",,-,-,1,,,,,,,,,,,,1.0
"McLean, Toby",-,-,,,-,-,-,,,,,,,,,
"McNeil, Lachlan",,,,,,1,-,-,-,-,-,-,,-,1,2.0
"Naughton, Aaron",1,2,1,3,1,3,4,3,1,1,1,1,2,2,2,28.0
"OBrien, Tim",,,,,-,-,-,,,-,-,-,,-,,
"ODonnell, James",,,,,,,,,-,-,-,1,-,,-,1.0
"Poulter, Caleb",,,,,,,,,,,,,,,-,
"Richards, Ed",-,-,-,-,-,-,-,-,-,-,-,1,,,,1.0
"Scott, Anthony",-,-,-,-,-,1,1,1,3,2,1,-,-,-,-,9.0
"Smith, Bailey",-,-,-,-,,,-,-,1,-,1,1,-,-,-,3.0
"Treloar, Adam",1,,-,-,-,2,-,-,,,,1,1,1,-,6.0
"Ugle-Hagan, Jamarra",1,-,5,-,-,-,2,1,1,-,3,1,2,-,4,20.0
"Vandermeer, Laitham",,,,,,,,,,,,,-,-,-,
"Weightman, Cody",,,,,4,1,-,1,-,1,2,1,3,6,2,21.0
"West, Rhylee",,-,,,,,,,,,,,1,-,-,1.0
"Williams, Bailey",1,-,1,-,-,3,1,-,-,1,2,-,-,-,1,10.0
Totals,9,5,10,12,8,17,14,13,11,11,11,10,13,15,16,175.0
Opponent,ME,SK,BL,RI,PA,FR,HW,GW,CA,AD,GC,GE,PA,NM,FR,
