Player,R1,R2,R3,R4,R5,R6,R7,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R20,R21,R22,Tot
"Bennett, Darren",,,6,,,,,,,,,,2,,,,,,,,8.0
"Campbell, Adrian",,,,,,,,,,,,,,,,,,,7,6,13.0
"Charles, Sean",1,2,,,,,,,,,,,,,,,,,,,3.0
"Cuthbertson, Darren",,,,,,,,,,,,,4,9,7,3,3,,,,26.0
"Doyle, Greg",,,,1,,,,,,,,,,3,,,,,,,4.0
"Dyson, Kevin",,,,,,,,,,,,,,-,6,1,1,1,5,4,18.0
"Febey, Matthew",8,2,3,,,2,2,2,1,9,2,2,4,1,3,1,5,6,4,1,58.0
"Febey, Steven",6,1,2,1,4,5,3,1,3,1,3,1,4,-,7,5,5,1,-,4,57.0
"Gilbert, Phil",2,1,,,1,-,2,-,3,3,1,1,,,-,3,2,1,,-,20.0
"Goodwin, Andy",,,,2,,,,,,,,,,,,2,,,4,4,12.0
"Grinter, Rod",,,,3,3,4,2,1,1,5,3,4,4,5,5,-,5,4,,,49.0
"Healy, Greg",6,6,2,1,1,2,2,-,,,,,,,,,,,,,20.0
"Hopgood, Paul",,,,-,3,2,-,1,2,2,1,-,2,-,-,-,1,1,4,-,19.0
"Jakovich, Allen",1,,,,,,,8,4,5,13,6,,,,,,1,13,6,57.0
"Kowal, Darren",,,1,,1,2,1,-,2,1,-,1,6,6,3,2,1,3,3,5,38.0
"Lamprill, Andrew",,,,,,,,,,,,,,,,,,,-,2,2.0
"Lovell, Andy",2,5,2,2,3,4,1,6,3,,,-,4,1,4,2,9,9,8,1,66.0
"Lovett, Brett",8,4,3,3,3,3,3,2,4,-,,,3,3,5,3,3,3,5,1,59.0
"Lovett, Glenn",12,7,3,2,7,5,3,2,3,7,6,1,2,13,4,8,1,7,5,-,98.0
"Lyon, Garry",1,,,8,6,6,12,10,1,7,8,8,5,7,6,5,8,4,11,7,120.0
"Molloy, Glenn",,,,,,,,,1,,,,,,,,,,,,1.0
"Neitz, David",2,1,-,6,4,5,2,2,2,3,9,10,5,4,3,3,4,12,6,11,94.0
"Norrish, Jason",,,,,,,,,,,,,2,2,1,,1,,1,,7.0
"Obst, Andrew",,1,-,4,3,3,1,3,5,6,6,-,1,2,6,5,1,3,2,5,57.0
"Pickering, Michael",3,,,,3,2,2,,,,,,,,,,,,,,10.0
"Pike, Martin",2,1,3,2,5,2,2,-,,,,,,,,,,,,,17.0
"Robins, Haydn",5,2,-,,,,,,,2,1,-,,,,,,,,,10.0
"Rohde, Peter",4,-,4,2,2,1,1,2,2,6,5,2,5,1,5,4,5,2,4,2,59.0
"Schwarz, David",5,6,3,4,9,10,2,4,6,,,,,,,,,,,,49.0
"Simister, Scott",,,,,,,,,,5,2,1,,,,,,,,,8.0
"Stretch, Steven",3,5,3,-,,,,,2,4,5,-,1,1,1,1,6,-,,,32.0
"Stynes, Jim",8,7,1,1,6,8,7,8,5,9,3,3,13,5,7,5,12,8,2,5,123.0
"Tingay, Stephen",4,5,2,6,4,2,5,6,4,5,3,3,-,5,1,4,5,6,4,7,81.0
"Viney, Todd",2,2,2,3,2,1,1,2,7,3,5,5,2,4,4,7,3,1,5,6,67.0
"Wight, Sean",,6,2,,5,,,,,,3,,3,,,,,,,,19.0
"Yeats, Graeme",,4,4,2,,,,,,-,3,-,,,,,,4,,,17.0
Totals,85,68,46,53,75,69,54,60,61,83,82,48,72,72,78,64,81,77,93,77,1398.0
Opponent,HW,FO,BB,NM,AD,RI,FI,WC,CA,CW,ES,SY,SK,GE,HW,FO,BB,AD,RI,FI,
