Player,R1,R2,R3,R4,R5,R6,R7,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R20,R21,R22,Tot
"Bennett, Darren",,,10,,,,,,,,,,2,,,,,,,,12.0
"Campbell, Adrian",,,,,,,,,,,,,,,,,,,10,6,16.0
"Charles, Sean",8,8,,,,,,,,,,,,,,,,,,,16.0
"Cuthbertson, Darren",,,,,,,,,,,,,4,12,7,4,4,,,,31.0
"Doyle, Greg",,,,1,,,,,,,,,,2,,,,,,,3.0
"Dyson, Kevin",,,,,,,,,,,,,,4,9,11,10,7,10,5,56.0
"Febey, Matthew",13,11,9,,,6,8,9,9,16,11,10,12,6,9,8,15,12,13,4,181.0
"Febey, Steven",16,13,8,8,23,13,12,10,4,10,21,7,13,11,13,16,14,8,18,20,258.0
"Gilbert, Phil",5,1,,,2,2,5,1,6,9,2,3,,,3,4,3,2,,3,51.0
"Goodwin, Andy",,,,2,,,,,,,,,,,,5,,,3,2,12.0
"Grinter, Rod",,,,11,6,6,6,4,4,6,9,5,8,8,6,2,10,5,,,96.0
"Healy, Greg",15,16,9,9,4,7,5,4,,,,,,,,,,,,,69.0
"Hopgood, Paul",,,,7,8,11,5,10,4,9,11,4,14,7,2,7,11,5,14,5,134.0
"Jakovich, Allen",3,,,,,,,14,4,14,17,8,,,,,,4,19,10,93.0
"Kowal, Darren",,,6,,7,5,7,4,6,9,7,6,14,14,6,10,6,11,3,15,136.0
"Lamprill, Andrew",,,,,,,,,,,,,,,,,,,12,3,15.0
"Lovell, Andy",14,13,10,11,11,8,4,10,12,,,4,13,9,11,8,26,15,21,7,207.0
"Lovett, Brett",15,15,11,14,27,9,5,9,5,1,,,8,13,10,7,11,11,14,5,190.0
"Lovett, Glenn",20,17,19,15,9,19,18,12,10,22,19,7,12,21,14,22,21,27,18,7,329.0
"Lyon, Garry",5,,,12,11,19,19,21,2,12,14,18,16,13,8,11,15,11,23,12,242.0
"Molloy, Glenn",,,,,,,,,5,,,,,,,,,,,,5.0
"Neitz, David",5,4,5,11,8,12,3,3,4,8,10,15,7,9,9,6,7,13,6,16,161.0
"Norrish, Jason",,,,,,,,,,,,,6,6,6,,3,,3,,24.0
"Obst, Andrew",,10,6,10,12,10,7,9,7,12,10,7,9,12,10,11,9,9,5,10,175.0
"Pickering, Michael",5,,,,5,4,4,,,,,,,,,,,,,,18.0
"Pike, Martin",10,8,5,5,6,14,5,5,,,,,,,,,,,,,58.0
"Robins, Haydn",11,4,6,,,,,,,11,10,-,,,,,,,,,42.0
"Rohde, Peter",15,6,8,6,11,2,7,11,10,10,7,3,13,7,10,9,10,6,5,6,162.0
"Schwarz, David",6,7,7,12,11,8,6,6,9,,,,,,,,,,,,72.0
"Simister, Scott",,,,,,,,,,6,2,7,,,,,,,,,15.0
"Stretch, Steven",20,17,9,7,,,,,10,13,12,13,1,11,10,9,8,9,,,149.0
"Stynes, Jim",19,11,5,4,11,18,19,16,14,18,6,13,15,14,14,14,22,14,5,13,265.0
"Tingay, Stephen",14,14,5,13,11,16,14,10,15,11,12,14,8,16,16,16,17,13,15,11,261.0
"Viney, Todd",2,9,11,13,4,8,13,6,16,16,15,16,14,15,17,15,7,5,14,22,238.0
"Wight, Sean",,8,5,,8,,,,,,2,,5,,,,,,,,28.0
"Yeats, Graeme",,15,19,13,,,,,,2,4,1,,,,,,11,,,65.0
Totals,221,207,173,184,195,197,172,174,156,215,201,161,194,210,190,195,229,198,231,182,3885.0
Opponent,HW,FO,BB,NM,AD,RI,FI,WC,CA,CW,ES,SY,SK,GE,HW,FO,BB,AD,RI,FI,
