Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,Tot
"Bergman, Miller",1,1,2,,,,,2,5,-,1,-,1,1,4,,18.0
"Bonar, Aiden",5,,,2,,,,,,,,,,,,,7.0
"Coleman-Jones, Callum",,,,,,,-,,,1,1,2,2,3,4,2,15.0
"Comben, Charlie",3,2,4,1,2,4,-,,,,,,,,,,16.0
"Corr, Aidan",,6,6,8,5,6,8,5,7,,,,2,7,5,3,68.0
"Cunnington, Ben",-,-,-,2,-,-,1,-,,,,,,,,,3.0
"Curtis, Paul",1,1,3,1,,-,-,-,1,1,-,,1,2,-,1,12.0
"Davies-Uniacke, Luke",1,1,,1,-,-,,1,1,,,,,,-,1,6.0
"Drury, Blake",,,,,,,,1,-,-,,,,,,,1.0
"Ford, Eddie",,,,,,,,,,1,2,1,1,1,1,-,7.0
"Goater, Josh",5,2,1,,,,,,,,,,,,,,8.0
"Goldstein, Todd",,3,4,3,1,5,5,1,5,2,5,4,6,6,2,,52.0
"Greenwood, Hugh",2,1,2,1,-,,,,1,1,1,1,,5,2,1,18.0
"Hall, Aaron",,,,,,-,3,,,1,1,-,1,,,,6.0
"Harvey, Cooper",,,,,,,,,,,,,,,,1,1.0
"Howe, Daniel",,1,1,5,4,1,6,,,2,1,,,,,,21.0
"Larkey, Nick",1,1,2,-,-,3,-,1,1,-,3,3,6,5,1,1,28.0
"Lazzaro, Charlie",,,,,,,,-,,,1,,,,,-,1.0
"Logue, Griffin",7,7,2,,4,3,4,3,3,11,10,9,7,3,3,3,79.0
"Mahony, Jack",,,,,,,,2,1,,,,,,,,3.0
"McDonald, Luke",10,4,3,9,2,1,5,4,3,1,2,3,5,1,3,4,60.0
"McKay, Ben",,,,,2,8,7,7,1,7,7,4,9,1,2,1,56.0
"Perez, Flynn",,,,,,,,3,-,,,,,,,3,6.0
"Phillips, Will",-,,-,-,-,1,,,,2,1,1,1,1,1,,8.0
"Powell, Tom",-,1,-,-,-,2,-,,,2,1,-,1,1,,,8.0
"Scott, Bailey",1,-,-,4,2,-,-,-,1,2,-,1,1,1,-,-,13.0
"Sheezel, Harry",2,2,2,1,1,2,-,1,2,1,1,1,-,1,-,2,19.0
"Shiels, Liam",-,4,-,2,2,-,-,-,1,1,,-,3,3,-,,16.0
"Simpkin, Jy",2,1,,1,1,,3,4,2,3,2,2,,1,3,-,25.0
"Spicer, Phoenix",,,,,,,,,2,1,1,1,-,2,,,7.0
"Stephenson, Jaidyn",-,-,-,-,-,-,3,-,1,2,1,1,-,1,-,-,9.0
"Taylor, Curtis",-,-,1,2,1,1,-,1,-,,,,,,,,6.0
"Thomas, Tarryn",,,,,,,,,,,,1,5,5,1,1,13.0
"Tucker, Darcy",,,-,1,1,-,1,-,-,,,1,-,,2,1,7.0
"Turner, Kayne",-,2,2,2,-,-,-,,,,,,,,,,6.0
"Wardlaw, George",,,,,,,,,,2,-,-,-,-,2,,4.0
"Xerri, Tristan",-,,,,,,,,,,,,,,,2,2.0
"Young, Lachie",,,,,,,,,,,,,,,,6,6.0
"Ziebell, Jack",3,6,1,5,3,4,5,9,3,-,2,5,3,2,2,-,53.0
"Zurhaar, Cameron",1,-,1,1,3,-,-,1,2,,-,-,3,-,2,-,14.0
Totals,45,46,37,52,34,41,51,46,43,44,44,41,58,53,40,33,708.0
Opponent,WC,FR,HW,CA,BL,GC,ME,SK,PA,SY,CW,ES,GW,WB,AD,GE,
