Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,Tot
"Bergman, Miller",4,2,4,,,,,4,2,2,4,5,1,1,3,,32.0
"Bonar, Aiden",6,,,4,,,,,,,,,,,,,10.0
"Coleman-Jones, Callum",,,,,,,1,,,7,5,8,6,3,4,5,39.0
"Comben, Charlie",7,3,8,3,4,6,-,,,,,,,,,,31.0
"Corr, Aidan",,5,2,4,2,1,3,5,3,,,,-,2,4,1,32.0
"Cunnington, Ben",8,10,13,7,9,16,19,4,,,,,,,,,86.0
"Curtis, Paul",4,6,4,3,,7,4,1,4,4,1,,8,5,7,3,61.0
"Davies-Uniacke, Luke",19,17,,12,9,7,,7,18,,,,,,12,14,115.0
"Drury, Blake",,,,,,,,5,1,2,,,,,,,8.0
"Ford, Eddie",,,,,,,,,,7,5,3,7,4,3,5,34.0
"Goater, Josh",5,3,3,,,,,,,,,,,,,,11.0
"Goldstein, Todd",,8,11,9,6,13,5,12,18,9,8,9,7,7,3,,125.0
"Greenwood, Hugh",11,7,8,7,10,,,,10,13,16,5,,11,3,16,117.0
"Hall, Aaron",,,,,,1,10,,,4,1,6,5,,,,27.0
"Harvey, Cooper",,,,,,,,,,,,,,,,6,6.0
"Howe, Daniel",,3,2,5,9,5,1,,,2,6,,,,,,33.0
"Larkey, Nick",5,6,3,3,4,3,4,6,3,3,4,6,6,9,3,4,72.0
"Lazzaro, Charlie",,,,,,,,1,,,2,,,,,5,8.0
"Logue, Griffin",5,5,6,,5,7,3,5,5,5,2,6,5,5,7,-,71.0
"Mahony, Jack",,,,,,,,2,2,,,,,,,,4.0
"McDonald, Luke",9,5,3,6,3,4,5,4,2,5,7,5,7,5,7,7,84.0
"McKay, Ben",,,,,5,3,-,7,2,3,3,8,2,7,8,6,54.0
"Perez, Flynn",,,,,,,,3,3,,,,,,,2,8.0
"Phillips, Will",8,,9,9,5,6,,,,11,10,14,11,12,7,,102.0
"Powell, Tom",11,7,3,4,6,5,5,,,3,6,2,5,2,,,59.0
"Scott, Bailey",5,3,2,3,3,4,5,6,4,10,8,6,5,2,3,7,76.0
"Sheezel, Harry",9,7,8,8,8,6,10,9,7,7,4,8,8,8,8,6,121.0
"Shiels, Liam",5,7,7,6,5,-,10,11,6,3,,7,13,7,3,,90.0
"Simpkin, Jy",12,10,,16,5,,5,9,14,14,12,1,,8,11,4,121.0
"Spicer, Phoenix",,,,,,,,,4,3,1,3,2,4,,,17.0
"Stephenson, Jaidyn",1,4,5,5,4,8,1,5,4,2,3,5,1,5,1,2,56.0
"Taylor, Curtis",3,4,4,1,2,4,3,4,2,,,,,,,,27.0
"Thomas, Tarryn",,,,,,,,,,,,6,8,7,10,9,40.0
"Tucker, Darcy",,,1,5,3,5,7,4,2,,,6,4,,6,2,45.0
"Turner, Kayne",4,5,4,2,3,5,1,,,,,,,,,,24.0
"Wardlaw, George",,,,,,,,,,8,3,12,10,5,9,,47.0
"Xerri, Tristan",4,,,,,,,,,,,,,,,11,15.0
"Young, Lachie",,,,,,,,,,,,,,,,5,5.0
"Ziebell, Jack",-,6,5,5,6,5,7,4,11,3,4,4,5,2,6,7,80.0
"Zurhaar, Cameron",7,9,7,7,3,7,8,10,12,,9,5,3,6,7,9,109.0
Totals,152,142,122,134,119,128,117,128,139,130,124,140,129,127,135,136,2102.0
Opponent,WC,FR,HW,CA,BL,GC,ME,SK,PA,SY,CW,ES,GW,WB,AD,GE,
