Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SF,Tot
"Angus, George",-,-,-,-,1,-,1,1,-,1,-,-,-,,,,1,2,-,7.0
"Baxter, Jim",,,,,,,,,,,,,,,,,1,,,1.0
"Baxter, Tom",-,-,1,-,2,1,-,1,1,-,-,-,,-,-,-,2,1,-,9.0
"Carden, Bill",-,,,,-,-,-,-,,,,,,,,,,,,
"Daykin, Richard",,,,,,,,,,,,,,,-,1,-,1,-,2.0
"Diggle, Graham",,,-,-,,,,,,,,,,,,,,,,
"Drohan, Eddie",-,-,-,1,3,-,1,-,-,,,,,,,,,,,5.0
"Dummett, Alf",-,-,-,-,2,-,-,-,-,-,-,-,-,2,2,-,-,-,-,6.0
"Dunstan, Alex",-,,-,-,,-,-,,-,,,,-,2,-,-,,,,2.0
"Freeman, Artie",,1,,,-,-,-,-,1,1,1,-,2,-,3,1,,,,10.0
"Gibb, Percy",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Green, George",,-,,,-,,,,,,,,,,,,,,,
"Gyton, Harold",,,-,-,-,-,-,,,,1,-,,-,-,,,,,1.0
"Heatley, Bill",1,,,-,-,,,-,1,-,-,-,-,-,,-,1,-,-,3.0
"Herbert, Marshall",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Holland, Tom",,,,-,-,,,,,,-,-,,-,,,,,,
"Hughes, Les",-,1,-,,,,,-,-,-,-,,-,1,2,,,,,4.0
"Leach, Arthur",,,,,,,,,,,,,,,,,-,2,-,2.0
"Lee, Dick",3,1,7,4,,4,2,3,,5,2,1,3,2,3,4,1,5,4,54.0
"Lees, Harry",,,,,,,,,,-,,,,,,,,,,
"McHale, Jock",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Nash, Bob",-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,2.0
"ODonoghue, Dave",,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,
"Pannam, Albert",,,,,1,1,1,-,,1,1,1,-,,-,1,-,1,1,9.0
"Pears, Harry",-,-,,-,-,3,-,,-,,,,,,,,,,,3.0
"Rowell, Ted",-,-,-,-,,,,2,1,-,,,-,,,3,-,-,-,6.0
"Rush, Bob",-,-,-,,,,-,,-,,,,,,,,,,,
"Ryan, Dave",1,-,-,-,-,3,-,1,2,-,1,-,-,1,-,-,,-,-,9.0
"Ryan, Mick",,-,,,,,,,,,,,,,,,,,,
"Sadler, Jim",,,-,,,-,,,,-,-,-,-,-,-,-,-,-,-,
"Strachan, Bob",,,,,,,,,,,,1,-,-,-,-,-,-,-,1.0
"Wilcher, Frank",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Totals,5,3,8,5,9,12,5,8,6,9,7,3,5,8,10,10,6,12,5,136.0
Opponent,GE,FI,UN,CA,ES,RI,SK,ME,SM,GE,FI,UN,CA,ES,RI,SK,ME,SM,ES,
